0.0,1445.8,1585.1,1350.1,2416.9,1331.9,1911.8,3355.4,2883.6,778.7,699.1,1275.9,673.2,1448.1,634.7,2136.7,1046.6,1689.7,1294.3,855.6,1850.0
1402.6,0.0,139.3,1910.8,2977.5,1892.5,649.8,1909.7,2149.1,1339.3,1259.7,1836.5,1233.8,2.3,811.1,2697.3,1607.2,2250.3,1854.9,1416.2,404.2
1541.9,139.3,0.0,2050.1,3116.8,2031.8,789.1,1867.6,2107.1,1478.6,1399.0,1975.8,1373.1,137.0,950.4,2836.6,1746.5,2389.6,1994.2,1555.5,362.2
1369.4,1888.3,2027.6,0.0,1543.9,18.3,2354.4,3798.0,2010.6,897.0,1141.6,231.3,791.6,1890.6,1077.3,1263.7,1489.2,339.5,339.2,1298.2,2292.6
2469.7,2988.6,3127.9,1477.4,0.0,1459.2,3454.7,4898.3,1468.4,1997.3,2241.9,1613.1,1891.9,2990.9,2177.6,775.0,2589.5,1816.9,1631.5,2398.5,3392.9
1351.1,1870.1,2009.4,18.3,1525.7,0.0,2336.2,3779.7,1992.3,878.8,1123.4,213.0,773.3,1872.4,1059.0,1245.4,1470.9,357.8,321.0,1279.9,2274.3
1868.7,649.8,789.1,2376.8,3443.6,2358.6,0.0,3839.6,3910.3,1805.4,1725.7,2302.6,1699.9,652.1,1277.1,3163.4,2073.3,2716.3,2321.0,1882.3,1054.1
3312.3,1909.7,1867.6,3820.4,4887.2,3802.2,3773.1,0.0,2186.5,3248.9,3169.3,3746.2,3143.5,1907.4,2720.7,4606.9,3516.9,4159.9,3764.5,3325.9,1505.4
2936.3,2149.1,2107.1,1944.1,1497.3,1925.8,3921.4,2186.5,0.0,2464.0,2708.6,2079.8,2358.6,2146.8,2644.3,746.9,3056.2,2283.6,2098.1,2865.2,1744.9
272.0,1242.1,1381.4,1146.5,2213.2,1128.2,1708.1,3151.7,2679.9,0.0,495.4,1072.2,469.5,1244.4,431.0,1933.0,842.9,1486.0,1090.6,651.9,1646.3
699.4,1218.4,1357.7,1207.5,2274.3,1189.3,1684.4,3128.0,2741.0,636.0,0.0,720.3,530.6,1220.7,407.3,1994.0,347.6,1547.0,479.2,156.5,1622.6
1281.7,1800.7,1940.0,326.9,1629.1,308.6,2266.7,3710.3,2095.7,809.3,1054.0,0.0,703.9,1803.0,989.6,1348.8,1401.5,666.4,301.6,1210.5,2204.9
716.9,1235.9,1375.2,816.0,1882.8,797.8,1701.9,3145.5,2349.5,244.6,489.2,741.8,0.0,1238.2,424.8,1602.5,836.7,1155.5,760.2,645.7,1640.1
1404.9,2.3,137.0,1913.1,2979.8,1894.8,652.1,1907.4,2146.8,1341.6,1262.0,1838.8,1236.1,0.0,813.4,2699.6,1609.5,2252.6,1857.2,1418.5,401.9
591.6,811.1,950.4,1099.7,2166.5,1081.4,1277.1,2720.7,2633.1,528.2,448.6,1025.5,422.8,813.4,0.0,1886.2,796.2,1439.2,1043.8,605.1,1215.3
2189.4,2708.4,2847.7,1197.2,775.0,1178.9,3174.5,4618.1,746.9,1717.1,1961.7,1332.9,1611.6,2710.7,1897.3,0.0,2309.3,1536.7,1351.2,2118.2,3112.6
1371.2,1890.2,2029.5,416.4,1718.6,398.1,2356.2,3799.8,2185.2,898.9,665.2,372.7,793.4,1892.5,1079.1,1438.3,0.0,755.9,131.6,763.4,2294.4
1708.9,2227.9,2367.2,339.5,1883.4,357.8,2693.9,4137.5,2350.1,1236.5,1481.1,570.8,1131.1,2230.2,1416.8,1603.2,1828.7,0.0,678.7,1637.7,2632.1
1300.1,1819.0,1958.3,345.3,1647.4,327.0,2285.1,3728.7,2114.1,827.7,533.6,301.6,722.3,1821.3,1008.0,1367.2,822.8,684.8,0.0,631.8,2223.3
855.9,1374.9,1514.2,693.5,1995.7,675.2,1841.0,3284.6,2462.3,792.6,156.5,649.8,687.1,1377.2,563.8,1715.4,277.1,1033.0,408.7,0.0,1779.1
1806.8,404.2,362.2,2315.0,3381.8,2296.7,1054.1,1505.4,1744.9,1743.5,1663.9,2240.7,1638.1,401.9,1215.3,3101.5,2011.5,2654.5,2259.1,1820.4,0.0
