0.0,856.7,579.9,457.2,875.9,1057.6,844.2,533.6,1570.3,683.9,1016.2,1648.1,1867.3,744.5,760.4,1248.2,541.3,803.6,1011.5,939.0,688.4,869.7,637.1,576.8,710.4,994.8,601.9,944.8,855.0,351.4,693.8,1184.0,1071.9,1682.7,877.2,1339.1,2035.5,773.4,1281.9,2035.5,664.3,918.4,2076.9,981.4,760.9,596.0,1899.2,1850.0,1511.4,1551.7,919.8,779.5,1976.6,2183.6,2561.8,1102.9,1571.9
762.1,0.0,613.8,339.2,547.5,336.5,193.2,907.1,1664.7,475.7,1678.0,2270.0,2047.2,632.4,648.3,1342.5,780.2,500.2,148.2,22.6,471.2,507.3,671.0,415.3,548.9,501.0,635.8,466.9,742.9,833.7,610.0,1845.9,1166.3,1862.6,765.0,2000.9,2129.8,376.6,396.7,2129.8,698.2,1098.3,2171.3,1075.8,648.8,1257.9,2079.2,2030.0,2289.2,2199.5,1099.7,380.2,2156.5,2363.6,2741.7,1764.8,1666.3
497.1,276.8,0.0,261.9,312.9,544.8,264.3,872.0,1629.7,210.7,1413.0,2192.7,1969.9,367.3,383.2,1307.5,745.2,465.2,356.4,359.1,206.1,272.7,57.2,338.0,471.6,731.2,442.6,431.9,477.8,568.7,574.9,1580.8,1131.2,1785.3,500.0,1735.8,2094.8,606.8,626.9,2094.8,505.0,1021.0,2136.2,1040.7,383.7,992.8,2001.9,1952.7,1908.2,1948.5,1022.4,182.5,2079.3,2286.3,2664.4,1499.7,1631.2
569.0,551.4,274.6,0.0,570.6,894.5,538.9,822.8,1979.4,378.6,1484.9,1930.8,1708.1,439.2,455.1,1657.2,830.5,814.9,706.2,633.7,383.1,564.4,331.8,209.7,343.3,598.6,296.6,781.6,549.7,640.6,924.7,1652.7,1481.0,1523.4,571.9,1807.8,2444.5,406.3,636.7,2444.5,359.0,759.1,2486.0,1390.4,455.6,1064.7,1740.0,1690.8,1950.1,1860.3,760.6,474.2,1817.4,2024.4,2402.5,1571.6,1981.0
655.5,855.9,579.1,747.7,0.0,288.5,772.1,615.8,1373.4,369.1,1571.4,2203.3,2303.9,525.8,541.6,1051.2,488.9,208.9,284.9,938.2,364.6,400.7,636.3,731.9,1147.0,659.6,601.1,175.6,636.3,678.9,318.7,1739.3,875.0,2119.3,658.4,1894.3,1838.5,535.3,555.3,1838.5,663.5,1355.0,1880.0,784.4,542.2,1151.3,2335.9,2286.7,2066.7,2107.0,1356.4,273.5,2413.2,2620.2,2998.4,1658.2,1375.0
824.2,765.3,747.8,916.4,609.5,0.0,607.3,661.0,1418.6,537.8,1740.1,2372.0,2472.6,694.4,710.3,1096.4,534.1,254.1,210.2,742.7,533.3,569.4,804.9,567.0,851.3,494.8,769.8,112.9,804.9,724.0,363.8,1907.9,920.2,2288.0,827.1,2063.0,1883.7,370.4,339.2,1883.7,832.2,1523.7,1925.1,829.6,710.8,1319.9,2504.5,2455.3,2235.3,2275.7,1525.1,442.2,2581.9,2788.9,3167.0,1826.9,1420.2
715.0,697.4,420.6,146.0,716.6,819.6,0.0,968.8,2125.4,524.6,1630.9,2076.8,1854.1,585.3,601.1,1803.2,976.5,960.9,852.2,543.5,529.2,710.5,477.8,222.2,355.7,611.0,442.6,927.6,695.8,786.6,1070.7,1798.8,1627.0,1669.5,717.9,1953.8,2590.5,418.8,649.1,2590.5,505.0,905.2,2632.0,1536.5,601.6,1210.8,1886.0,1836.8,2096.1,2006.3,906.6,620.2,1963.4,2170.4,2548.5,1717.7,2127.0
532.3,732.6,455.8,624.5,417.0,643.2,720.1,0.0,1155.9,341.9,1123.3,1755.1,2180.7,402.5,301.5,833.7,126.9,389.1,669.4,815.0,346.4,527.7,513.0,890.2,1023.7,1044.2,477.8,530.3,287.4,182.2,279.4,1291.1,657.5,1996.0,418.3,1446.1,1621.0,919.8,810.4,1621.0,540.2,1231.7,1662.5,566.9,302.0,703.1,2212.6,2163.4,1618.5,1658.8,1233.2,437.5,2290.0,2497.0,2875.1,1210.0,1157.5
1603.8,2104.6,1827.9,1996.5,1689.6,1435.7,2020.8,1144.1,0.0,1617.9,2148.2,2780.1,3552.7,1774.5,1790.4,322.2,1017.2,1181.6,1533.7,2187.0,1613.4,1649.5,1885.0,1980.6,2395.8,1908.4,1849.9,1322.8,1431.5,1207.2,1071.8,2316.1,498.4,3368.1,1907.2,2471.1,794.7,1784.0,1602.9,794.7,1912.3,2603.8,836.2,1092.9,1446.1,1728.1,3584.6,3535.4,2643.5,2683.8,2605.2,1522.3,3662.0,3869.0,4247.1,2235.0,1.6
286.4,486.8,210.0,378.6,225.9,515.9,474.3,540.2,1600.8,0.0,1202.3,1834.2,1934.8,156.7,172.5,1278.6,716.3,436.3,327.6,569.1,4.5,185.8,267.1,644.3,777.9,702.3,232.0,403.0,267.2,358.0,546.0,1370.2,1102.4,1750.2,289.3,1525.2,2065.9,577.9,598.0,2065.9,294.4,985.9,2107.3,1011.8,173.0,782.2,1966.7,1917.6,1697.6,1737.9,987.3,95.6,2044.1,2251.1,2629.3,1289.1,1602.4
