0.0,3341.1,2950.9,2224.7,706.7,4372.0,4374.0,3339.7,4108.5,3562.5,2253.0
3010.8,0.0,517.5,786.1,3574.0,7637.7,7639.7,1.5,986.5,7026.5,5120.3
2693.3,517.5,0.0,468.5,3256.5,7320.2,7322.2,516.0,1284.9,6709.0,4802.8
2224.7,1116.4,726.2,0.0,2788.0,6851.7,6853.7,1114.9,1883.8,6240.4,4334.3
706.7,3904.4,3514.2,2788.0,0.0,3818.3,3820.3,3902.9,4671.7,3008.8,1699.3
4372.0,7968.1,7577.9,6851.7,3818.3,0.0,2.0,7966.6,8735.4,809.5,2196.2
4374.0,7970.1,7579.9,6853.7,3820.3,2.0,0.0,7968.6,8737.4,811.5,2198.2
3009.3,1.5,516.0,784.6,3572.6,7636.3,7638.3,0.0,985.1,7025.0,5118.8
3814.3,954.6,1321.0,1589.6,4377.5,8441.2,8443.2,953.1,0.0,7830.0,5923.8
3562.5,7356.8,6966.6,6240.4,3008.8,809.5,811.5,7355.3,8124.2,0.0,1386.7
2253.0,5450.6,5060.4,4334.3,1699.3,2196.2,2198.2,5449.2,6218.0,1386.7,0.0
