0.0,1493.5,694.5,3070.3,1511.8,1377.9,692.8,1815.8,165.6,2007.4,1497.6,3061.5,553.9,5369.4,8202.3
1493.5,0.0,2147.1,4523.0,18.3,2830.6,2145.5,393.1,1444.8,3460.0,4.1,4514.1,939.6,6822.0,9655.0
865.6,2318.2,0.0,2712.7,2336.5,1129.1,301.6,2640.5,990.3,1649.7,2322.3,2703.8,1378.6,5011.7,7844.7
3027.5,4480.2,3111.2,0.0,4498.4,3208.8,2703.6,4802.4,3152.2,1516.7,4484.3,471.0,3540.5,2033.0,4866.0
1511.8,18.3,2165.4,4541.3,0.0,2848.9,2163.8,411.4,1463.1,3478.3,14.2,4532.4,957.9,6840.3,9673.2
1377.9,2830.6,1461.7,3251.6,2848.9,0.0,1460.0,3152.9,1502.6,2188.7,2834.7,3242.8,1891.0,5550.7,8383.6
908.9,2361.6,992.7,2411.1,2379.9,1090.2,0.0,2683.9,1033.7,1348.2,2365.7,2402.3,1422.0,4710.2,7543.1
1734.3,311.6,2387.9,4763.7,329.9,3071.4,2386.3,0.0,1685.6,3700.8,315.7,4754.9,1180.4,7062.8,9895.7
165.6,1444.8,819.2,3195.0,1463.1,1502.6,817.6,1767.1,0.0,2132.1,1448.9,3186.2,505.2,5494.1,8327.0
1983.6,3436.2,2067.3,1535.7,3454.5,2164.8,1659.7,3758.5,2108.3,0.0,3440.3,1526.8,2496.6,3834.7,6667.7
1497.6,4.1,2151.2,4527.1,14.2,2834.7,2149.6,397.2,1448.9,3464.1,0.0,4518.2,943.7,6826.1,9659.1
3037.7,4490.3,3121.4,490.0,4508.6,3218.9,2713.8,4812.6,3162.4,1526.8,4494.4,0.0,3550.7,3078.3,5911.2
553.9,939.6,1207.5,3583.4,957.9,1891.0,1205.9,1261.9,505.2,2520.4,943.7,3574.5,0.0,5882.4,8715.4
5115.0,6567.7,5198.7,1882.6,6585.9,5296.3,4791.1,6889.9,5239.7,3604.2,6571.8,2847.7,5628.1,0.0,4104.2
7968.7,9421.4,8052.4,4736.3,9439.6,8150.0,7644.8,9743.6,8093.4,6457.9,9425.4,5701.4,8481.7,3870.2,0.0
