0.0,960.3,224.1,1477.7,990.7,1137.6,3240.0,1023.7,1250.1,1367.3,1019.4,1189.3
960.3,0.0,846.0,1941.7,1563.7,325.2,3532.1,211.3,437.7,554.9,207.0,1653.3
224.1,846.0,0.0,1363.3,876.3,1023.2,3125.6,909.4,1135.7,1252.9,905.0,1075.0
1477.7,1941.7,1363.3,0.0,1277.8,2119.0,4221.3,2005.1,2231.5,2348.7,2000.7,650.1
990.7,1563.7,876.3,1277.8,0.0,1740.9,3887.5,1627.1,1853.5,1970.6,1622.7,995.1
1137.6,325.2,1023.2,2119.0,1740.9,0.0,2159.6,150.8,169.8,287.0,384.2,1830.6
3240.0,3560.9,3125.6,4221.3,3916.4,2159.6,0.0,2253.1,2165.0,2179.8,2486.6,3933.0
1023.7,211.3,909.4,2005.1,1627.1,150.8,2253.1,0.0,263.3,380.5,270.4,1716.7
1250.1,437.7,1135.7,2231.5,1853.5,169.8,2165.0,263.3,0.0,292.3,496.7,1943.1
1373.6,561.2,1259.2,2354.9,1976.9,293.3,2186.1,386.7,298.6,0.0,620.2,2066.6
1019.4,207.0,905.0,2000.7,1622.7,384.2,2486.6,270.4,496.7,613.9,0.0,1712.4
1189.3,1653.3,1075.0,650.1,995.1,1830.6,3933.0,1716.7,1943.1,2060.3,1712.4,0.0
