0.0,739.7,700.0,939.5,996.3,1155.9,525.9,331.8,754.4,1465.7,460.7,578.6,2394.7,1652.7,329.1,814.1,450.2,1227.5,1022.7,852.1,1139.6,4089.9,4547.2,1015.0,1045.8,1851.7,1141.5,814.0,1032.0,1033.6,4777.6,1422.4,3592.5,1282.3,737.3,1461.0,3794.1,2948.2,256.5,1812.5,1490.2,799.6,327.9,1524.0,1885.8,2086.8,1374.3,879.9,404.1,783.9,2399.8,2961.6,1264.9,1074.5,1073.9,751.5,1029.2,3293.4,3843.0,895.2,761.4,4079.4,644.9,627.6,4245.9,1416.4,326.5,328.3,1465.7,4901.7,384.9,1062.9,1061.1,385.9,1097.3,897.6,908.9,331.5,623.5,1130.9,201.2,357.9,198.0,786.5,630.1,632.8,528.9,528.2,1155.9,387.0,358.4,390.6,390.6,1370.1,4829.4,616.9,604.8,666.2,4945.6,4829.4
334.1,0.0,741.6,888.1,945.0,1104.6,474.5,280.5,703.0,1414.3,473.0,590.9,2407.0,1665.0,277.8,762.8,462.5,1176.1,971.3,800.8,1088.3,4102.2,4559.5,963.6,994.4,1800.4,1090.1,762.6,980.6,982.2,4789.9,1371.1,3604.8,1231.0,749.6,1409.7,3806.4,2960.5,268.7,1761.1,1438.8,748.3,276.5,1472.7,1834.5,2035.4,1322.9,828.5,352.7,732.5,2412.1,2973.9,1213.5,1023.2,1022.5,700.1,977.9,3305.7,3855.3,843.8,710.0,4091.7,593.5,576.2,4258.2,1365.0,338.8,340.6,1414.3,4914.0,333.5,1011.5,1009.7,398.2,1046.0,846.2,857.5,280.2,572.1,1079.5,213.5,370.2,210.3,735.1,578.7,581.4,541.2,540.5,1104.6,399.3,370.7,339.2,339.2,1318.7,4841.7,565.5,553.4,614.8,4441.0,4841.7
556.5,414.0,0.0,1110.6,779.9,939.5,696.9,502.9,925.4,1636.8,462.5,813.4,2629.4,1887.4,500.2,985.2,685.0,1011.0,806.2,635.7,923.1,4091.7,4549.1,1186.0,829.3,2022.8,925.0,597.5,1203.1,1204.6,4779.5,1593.5,3594.3,1065.8,972.1,1244.6,3795.9,2950.0,491.2,1983.5,1661.3,970.7,498.9,1307.6,1669.4,1870.3,1157.8,521.6,575.2,954.9,2634.6,2963.4,1435.9,1245.6,857.4,922.6,812.8,3295.2,3844.8,678.7,544.9,4081.3,428.4,411.1,4247.7,1199.9,561.2,563.0,1636.8,4903.5,555.9,1233.9,1232.2,387.8,880.9,1068.6,1079.9,502.6,297.7,914.4,203.0,359.7,199.8,570.0,801.1,803.8,530.7,530.0,939.5,388.9,360.2,561.6,561.6,1541.1,4831.2,291.1,279.0,340.4,4947.4,4831.2
741.5,636.0,689.2,0.0,542.6,702.2,881.9,543.3,871.6,1821.7,1202.2,1320.1,3136.2,2394.2,685.1,1170.1,1127.5,773.7,568.9,398.4,685.9,3497.4,4591.2,1371.0,592.0,2207.7,687.8,573.6,1388.0,1389.6,4821.6,1357.1,3636.5,828.6,1478.8,1220.7,3838.1,2992.2,997.9,1636.0,1424.9,1155.6,683.9,1283.7,1645.5,1846.5,1133.9,776.2,760.1,1139.9,3141.3,3005.6,1088.4,898.0,620.1,874.4,575.5,2700.8,3887.0,441.4,307.6,4123.4,234.6,251.9,3653.3,962.6,1067.9,1069.7,1821.7,4945.7,740.8,1418.9,1417.1,1127.4,643.6,1253.6,1264.9,543.6,519.8,677.2,942.6,1099.4,939.4,546.1,986.0,988.8,1270.3,1269.6,702.2,1128.5,1099.9,746.6,746.6,1726.0,4873.4,513.2,501.0,562.5,4038.6,4873.4
934.1,828.6,881.9,323.2,0.0,159.6,557.5,735.9,329.0,1378.7,1394.8,1512.7,3328.8,2586.8,877.8,1362.7,1320.2,600.9,719.0,345.0,836.0,3324.5,4783.9,1563.6,49.4,2400.4,837.9,902.9,1580.6,1582.2,5014.3,604.9,3829.2,400.3,1671.4,1550.0,4030.8,3184.8,1190.5,1093.4,672.7,854.8,876.5,1613.0,1974.7,2175.7,1463.2,968.8,679.3,409.8,3333.9,3198.3,545.8,355.4,770.2,331.9,208.0,2528.0,4079.6,591.5,457.7,4316.1,552.3,569.5,3480.5,296.5,1260.6,1262.4,1378.7,5138.4,933.5,1131.0,1132.8,1320.0,276.1,810.5,821.9,736.2,712.4,504.3,1135.3,1292.0,1132.1,875.4,685.2,687.9,1463.0,1462.3,159.6,1321.1,1292.5,939.2,939.2,1283.0,5066.0,705.8,693.7,755.1,3865.8,5066.0
882.8,777.3,830.5,271.9,159.6,0.0,506.1,684.6,277.7,1327.3,1343.5,1461.4,3277.5,2535.5,826.4,1311.4,1268.8,760.5,1060.2,504.6,1177.2,3484.1,4732.5,1512.3,110.2,2349.0,1179.1,851.5,1529.3,1530.9,4963.0,553.6,3777.8,349.0,1620.1,1498.6,3979.4,3133.5,1139.2,1042.1,621.4,803.5,825.2,1561.6,1923.4,2124.4,1411.9,917.5,627.9,358.5,3282.6,3146.9,494.5,304.1,1111.5,280.5,367.6,2687.6,4028.3,932.7,798.9,4264.7,682.5,665.2,3640.1,245.2,1209.2,1211.0,1327.3,5087.0,882.2,1079.6,1081.4,1268.7,278.5,759.2,770.5,684.9,661.1,663.9,1083.9,1240.7,1080.7,824.1,633.9,636.6,1411.6,1410.9,0.0,1269.8,1241.2,887.9,887.9,1231.7,5014.7,654.5,642.3,703.8,4025.4,5014.7
414.0,482.1,535.3,413.6,557.5,506.1,0.0,215.9,228.5,939.8,874.8,992.7,2808.7,2066.7,357.7,842.7,800.1,969.8,765.0,594.5,882.0,3693.5,4263.8,1043.5,508.0,1880.3,883.9,556.3,1060.6,1062.1,4494.2,896.5,3309.1,746.8,1151.4,1203.4,3510.7,2664.8,670.5,1286.6,964.3,297.3,356.5,1266.4,1628.2,1829.1,1116.6,622.2,121.8,258.0,2813.9,2678.2,739.0,548.6,816.2,225.6,771.6,2896.9,3559.6,637.5,503.7,3796.0,387.2,370.0,3849.4,643.1,740.5,742.3,939.8,4618.3,158.1,692.1,693.9,800.0,676.4,371.7,383.0,216.1,365.8,873.3,615.2,771.9,612.0,528.8,127.7,130.4,942.9,942.2,506.1,801.1,772.5,419.1,419.1,844.2,4546.0,359.2,347.1,408.5,4234.8,4546.0
198.2,407.9,461.1,752.2,664.5,824.1,338.6,0.0,567.1,1278.4,658.9,776.8,2592.9,1850.9,141.8,626.8,584.2,895.7,690.8,520.3,807.8,3619.3,4047.9,827.7,713.9,1664.4,809.7,482.1,844.7,846.3,4278.4,1235.1,3093.2,950.5,935.5,1129.2,3294.8,2448.9,454.6,1625.2,1302.9,612.3,140.6,1192.2,1554.0,1755.0,1042.5,548.1,216.8,596.6,2598.0,2462.3,1077.6,887.2,742.1,564.2,697.4,2822.7,3343.7,563.3,429.5,3580.1,313.1,295.8,3775.3,1084.5,524.6,526.4,1278.4,4402.4,197.6,875.6,873.8,584.1,765.5,710.3,721.6,-0.3,291.7,799.1,399.3,556.1,396.1,454.7,442.8,445.5,727.0,726.3,824.1,585.2,556.6,203.3,203.3,1182.7,4330.1,285.1,272.9,334.4,4160.6,4330.1
605.1,499.6,552.9,185.1,329.0,277.7,228.5,406.9,0.0,1049.7,1065.8,1183.7,2999.8,2257.8,548.8,1033.7,991.2,987.4,782.6,612.1,899.5,3711.0,4454.9,1234.6,279.6,2071.4,901.4,573.9,1251.6,1253.2,4685.3,668.1,3500.2,518.4,1342.4,1221.0,3701.8,2855.8,861.5,1058.1,735.8,525.8,547.5,1284.0,1645.8,1846.7,1134.2,639.8,350.3,80.8,3004.9,2869.3,510.5,320.2,833.8,2.9,530.4,2914.5,3750.6,655.1,521.3,3987.1,404.8,387.5,3867.0,414.6,931.6,933.4,1049.7,4809.4,604.5,802.0,803.8,991.0,447.9,481.5,492.9,407.2,383.4,890.8,806.3,963.0,803.1,546.4,356.2,358.9,1134.0,1133.3,277.7,992.1,963.5,610.2,610.2,954.0,4737.0,376.8,364.7,426.1,4252.3,4737.0
1383.1,1822.1,1875.3,1761.3,2078.7,1853.9,1347.7,1414.2,1576.2,0.0,1843.8,1961.7,3777.8,3035.8,1326.7,1543.5,1681.7,2309.8,2105.0,1934.5,2222.0,5473.0,4491.4,1271.1,1855.8,2107.9,2223.9,1896.3,1761.3,1762.9,4721.8,1819.5,3536.7,2364.7,2120.4,2543.4,3738.3,2892.4,1639.5,1888.1,1808.7,1073.8,1325.5,2606.4,2968.2,3169.2,2456.7,1962.3,1225.9,1605.7,3782.9,2905.8,1666.9,1857.2,2156.3,1573.3,2111.6,4676.5,3787.2,1977.5,1843.7,4023.6,1727.2,1710.0,5629.0,2070.7,1709.6,1711.3,0.0,4845.9,1206.7,462.1,463.9,1769.0,2179.7,601.9,590.5,1413.9,1705.9,2213.3,1584.2,1741.0,1581.0,1868.8,1451.9,1454.6,1911.9,1911.3,1853.9,1770.1,1741.5,1388.2,1388.2,95.6,4773.6,1699.3,1687.1,1748.6,5574.8,4773.6
