0.0,2113.1,1993.6,2075.1,1958.8,1922.5,2149.6,1663.4,1442.3,1260.4,2061.8,2238.3,2154.5,997.5,1971.1,4125.4,1799.0,4521.6,4561.9,4753.8,4404.3,4385.5,2011.2,1761.7,2033.2,2034.9,2286.1,2060.2,2240.5,2285.6,1474.6,1661.6,1851.7,2231.3,4183.8,4168.3,4332.2,1947.7,2032.5,2283.9,881.8,876.0,4170.7,1993.6,2225.7,1849.6,4392.6,2110.8,2513.0,1924.7,2150.5,5329.7,3985.5,2560.5
2504.4,0.0,135.0,216.5,692.2,1049.8,576.6,790.7,908.4,1244.1,203.3,773.8,690.0,1506.9,398.1,5821.2,747.8,6217.4,7059.0,6449.6,6100.0,6081.2,152.7,888.9,460.3,843.0,1094.3,201.7,776.0,1093.8,1245.2,788.9,979.0,1039.5,5879.5,5864.1,6027.9,755.8,459.6,1092.1,1442.0,1562.5,5866.5,135.0,450.3,976.8,6088.4,3467.4,1321.1,1051.9,577.6,3554.3,2521.0,1368.7
2145.4,119.5,0.0,81.5,557.2,914.8,441.6,655.7,773.4,885.0,322.8,779.5,695.8,1147.8,263.1,5826.9,612.8,6740.2,6699.9,6455.3,6105.8,6087.0,272.2,753.9,325.2,848.8,1100.0,321.2,781.8,1099.5,805.7,653.8,844.0,1045.2,5885.3,5869.8,6033.7,761.6,324.6,1097.8,1083.0,1203.4,5872.2,0.0,456.0,841.8,6094.1,3473.1,1326.9,916.9,442.6,3560.1,2526.7,1374.4
2063.9,845.4,725.8,0.0,475.7,833.2,360.1,574.1,691.9,803.5,794.1,1568.4,1484.6,1066.3,181.6,6343.1,531.3,6658.7,6618.4,6971.5,6776.0,7150.5,743.5,672.4,243.7,1365.0,1616.2,792.5,1570.6,1615.7,724.2,572.3,762.5,1561.4,6401.5,6386.0,7097.2,1277.8,243.0,1614.0,1001.5,1121.9,6388.5,725.8,1041.1,760.3,7157.6,3989.3,1843.1,835.4,361.1,4145.2,3315.6,1890.6
2007.0,788.5,669.0,750.5,0.0,776.4,303.2,517.3,635.0,746.6,737.2,1511.5,1427.7,1009.4,124.7,6286.2,474.4,6601.8,6561.5,6914.7,6719.2,7093.6,686.6,615.5,186.8,1308.1,1559.3,735.6,1513.7,1558.8,667.3,515.4,705.6,1504.5,6344.6,6329.1,7040.3,1220.9,186.2,1557.1,944.6,1065.0,6331.6,669.0,984.2,703.4,7100.7,3932.4,1786.2,778.5,304.2,4088.3,3258.7,1833.7
1859.2,1158.0,1038.5,1120.0,1003.8,0.0,1194.5,259.1,487.2,598.8,1106.8,1363.7,1280.0,861.6,1016.0,6138.5,843.9,6454.1,6413.8,6766.9,6571.4,6945.8,1056.1,160.8,1078.1,1160.3,1411.5,1105.2,1365.9,1411.0,519.5,260.9,70.8,1356.8,6196.8,6181.3,6892.5,1073.1,1077.4,1409.4,796.8,917.2,6183.8,1038.5,1351.1,73.0,6953.0,3784.7,1638.4,2.2,1195.4,4455.2,3110.9,1685.9
2010.1,791.6,672.1,753.6,115.6,779.5,0.0,520.4,638.1,749.7,740.4,1514.6,1430.8,1012.5,127.8,6289.3,477.5,6604.9,6564.6,6917.8,6722.3,7096.7,689.7,618.6,190.0,1311.2,1562.4,738.7,1516.8,1561.9,670.4,518.5,708.7,1507.6,6347.7,6332.2,7043.4,1224.0,189.3,1560.2,947.7,1068.1,6334.7,672.1,987.3,706.5,7103.8,3935.6,1789.3,781.6,0.9,4091.4,3261.8,1836.8
1600.1,898.9,779.4,860.9,744.7,259.1,935.4,0.0,228.1,339.7,847.7,1104.6,1020.9,602.6,756.9,5879.4,584.8,6195.0,6154.7,6507.8,6312.3,6686.7,797.0,98.3,819.0,901.2,1152.4,846.1,1106.8,1151.9,260.4,1.8,188.3,1097.7,5937.7,5922.2,6633.4,814.0,818.3,1150.3,537.7,658.1,5924.7,779.4,1092.0,186.1,6693.9,3525.6,1379.3,261.3,936.4,4196.1,2851.8,1426.9
1442.3,741.1,621.5,703.1,586.8,550.5,777.6,291.4,0.0,181.9,689.8,946.8,863.0,444.7,599.1,5721.5,427.0,6037.1,5996.8,6349.9,6154.4,6528.9,639.2,389.7,661.2,743.4,994.6,688.2,949.0,994.1,102.6,289.6,479.7,939.8,5779.9,5764.4,6475.6,656.2,660.5,992.4,379.9,500.3,5766.8,621.5,934.2,477.6,6536.0,3367.7,1221.5,552.7,778.5,4038.3,2694.0,1269.0
1260.4,852.7,733.2,814.7,698.5,662.2,889.2,403.1,181.9,0.0,801.5,977.9,894.1,262.8,710.7,5752.6,538.6,5855.2,5814.9,6786.6,5972.5,6347.0,750.8,501.3,772.8,774.5,1025.7,799.9,980.1,1025.2,214.2,401.2,591.4,971.0,5811.0,6208.5,6293.7,687.3,772.2,1023.6,198.0,318.4,6206.1,733.2,965.3,589.2,6354.1,3398.9,1252.6,664.3,890.2,4069.4,2725.1,1300.1
