0.0,1948.0,76.1,75.2,232.7,448.6,600.3,597.2,649.9,726.8,231.5,2182.1,2398.8,545.1,2015.6,2225.9,2464.4,542.6,73.1,2241.2,2180.6,1948.0,2071.2,2951.3,2401.0,542.8,553.4,464.9,2106.5,3692.6,344.1,1048.4,2104.4,602.7
4094.6,0.0,4088.5,4087.5,4140.2,4027.0,3780.3,3629.6,3632.9,3709.9,4139.0,340.4,557.2,4123.5,173.9,384.2,622.8,3832.6,4085.5,1088.5,339.0,0.0,229.6,1041.8,559.3,3832.8,4131.8,4372.4,1223.2,1850.9,3882.7,4955.9,1225.3,3782.7
6.1,1954.1,0.0,81.3,238.8,454.7,606.4,603.3,656.0,732.9,237.6,2188.2,2404.9,551.2,2021.7,2232.0,2470.5,548.7,79.2,2247.3,2186.7,1954.1,2077.3,2957.4,2407.1,548.9,559.5,471.0,2112.6,3698.7,350.2,1054.5,2110.5,608.8
7.1,1955.1,1.0,0.0,239.8,455.7,607.4,604.3,656.9,733.9,238.5,2189.2,2405.9,552.1,2022.6,2232.9,2471.5,549.7,80.2,2248.2,2187.7,1955.1,2078.3,2958.3,2408.0,549.9,560.5,472.0,2113.6,3699.6,351.1,1055.5,2111.4,609.8
413.4,1715.4,407.3,406.3,0.0,345.8,497.6,494.4,547.1,624.1,1.2,1949.4,2166.1,442.3,1782.9,1993.2,2231.7,439.8,404.3,2138.4,1947.9,1715.4,1838.5,2848.5,2168.3,440.1,450.6,232.2,2003.8,3459.9,241.3,815.7,2001.6,499.9
396.6,1828.5,390.5,389.6,113.2,0.0,480.8,477.7,530.3,607.3,111.9,2062.5,2279.3,425.5,1896.0,2106.3,2344.9,423.0,387.5,2121.6,2061.1,1828.5,1951.7,2831.7,2281.4,423.3,433.8,345.4,1987.0,3573.0,224.5,928.9,1984.8,483.1
468.8,2229.7,462.7,461.7,514.3,401.2,0.0,340.8,344.1,421.1,513.1,4065.9,2326.1,497.6,4010.7,3929.5,4168.1,206.7,459.7,1794.7,4064.4,2229.7,3955.0,2504.8,2323.9,207.0,506.0,746.6,1660.1,5396.2,256.3,1330.1,1657.9,2.3
668.5,4033.9,662.4,661.5,714.1,600.9,323.1,0.0,52.7,129.6,712.9,3915.1,2175.3,697.4,3860.0,3778.8,4017.3,393.0,659.4,1644.0,3913.7,4033.9,3804.3,2354.1,2173.2,393.3,705.7,946.3,1509.3,5245.5,253.1,1529.8,1507.2,325.5
658.4,4037.2,652.3,651.3,704.0,590.8,375.8,52.7,0.0,77.0,702.7,3918.4,2178.7,687.3,3863.3,3782.1,4020.7,396.3,649.3,1647.3,3917.0,4037.2,3807.6,2357.4,2176.5,396.6,695.6,936.2,1512.7,5248.8,305.8,1519.7,1510.5,378.1
735.4,4114.2,729.3,728.3,780.9,667.8,452.7,129.6,77.0,0.0,779.7,3995.4,2255.6,764.2,3940.2,3859.0,4097.6,473.3,726.2,1724.3,3993.9,4114.2,3884.6,2434.4,2253.5,473.6,772.6,1013.2,1589.6,5325.8,382.7,1596.7,1587.5,455.1
