0.0,1173.0,1172.6,2372.3,428.4,156.2,495.1,512.6,662.5,614.3,1995.7,413.1,518.9,321.2,671.7,590.1,745.2,422.9,385.4,877.4,716.5,628.8,609.5,156.8,495.0,625.6,396.3,1007.0,1832.5,1598.4,1660.4,2623.3,668.4,553.1,562.5,679.0,431.8,520.0,2104.4,1247.2,1106.3,1045.5,625.7,415.6,519.1,616.3,1273.7,1954.2,1405.8,1706.5,842.9,624.0,2541.5,677.5,1819.4
936.2,0.0,407.4,3173.7,495.8,753.2,1296.4,1314.0,730.0,1415.6,2797.0,1214.4,931.6,734.0,621.1,393.3,812.7,1224.3,1186.7,826.8,1517.8,1430.1,1410.8,752.7,1296.4,283.9,1197.6,1808.3,2633.9,2399.7,2728.1,3424.6,1469.7,1062.4,975.2,1062.1,1233.1,1321.3,2287.5,1196.6,1849.8,1846.8,283.8,1217.0,931.8,1417.6,2075.0,2755.5,1355.2,1719.4,910.4,1425.3,2057.4,1478.8,2620.7
936.6,0.4,0.0,3174.1,496.3,753.7,1296.8,1314.4,730.4,1416.0,2797.4,1214.8,932.1,734.4,621.5,393.7,813.1,1224.7,1187.1,827.2,1518.2,1430.6,1411.2,753.1,1296.8,284.4,1198.0,1808.7,2634.3,2400.1,2728.6,3425.0,1470.1,1062.8,975.6,1062.5,1233.5,1321.7,2287.9,1197.0,1850.2,1847.2,284.2,1217.4,932.3,1418.0,2075.4,2755.9,1355.7,1719.9,910.8,1425.8,2057.8,1479.2,2621.1
1876.3,2963.0,2962.6,0.0,2209.2,1937.1,1404.9,1665.5,2443.4,1285.8,2784.6,1710.6,2299.7,2102.0,2452.5,2370.9,2526.0,2045.4,2063.8,2658.2,1847.9,1935.6,1954.9,1937.7,1405.0,2406.4,1780.7,2040.4,2375.8,2141.6,1588.9,251.0,1637.1,2231.6,2343.3,2459.8,1816.2,1904.4,3782.9,3028.0,2784.7,2272.9,2406.5,1713.2,2299.9,1283.8,2062.6,2323.5,3148.9,3384.9,2623.8,1412.9,4790.6,1466.4,2043.8
630.9,799.2,798.8,2721.5,0.0,448.0,793.6,995.2,234.2,912.7,2294.2,909.1,626.4,428.7,779.2,591.9,316.8,919.0,881.4,1021.7,1163.7,1124.9,1105.5,447.4,793.5,482.5,892.3,1356.2,2131.0,1896.9,1958.8,2972.5,966.9,757.2,670.0,786.5,927.9,1016.1,2542.7,1354.7,1544.6,1541.5,482.4,911.7,626.6,914.8,1572.1,2252.6,1513.3,2144.7,414.6,922.5,2255.9,976.0,2117.8
182.9,1016.8,1016.4,2420.4,272.1,0.0,543.2,560.7,506.3,662.3,2043.8,461.1,362.6,165.0,515.4,433.9,588.9,471.0,433.4,721.1,764.6,676.9,657.6,0.6,543.1,469.3,444.3,1055.0,1880.6,1646.4,1708.4,2671.4,716.5,493.4,406.2,522.7,479.9,568.1,2152.5,1090.9,1154.4,1093.5,469.4,463.7,362.8,664.4,1321.7,2002.2,1249.6,1754.6,686.7,672.1,2385.3,725.5,1867.4
471.3,1548.9,1548.5,1986.9,804.3,532.1,0.0,260.6,1038.4,119.1,1500.6,305.7,894.8,697.1,1047.6,966.0,1121.1,640.4,658.9,1253.3,429.0,521.4,502.1,532.7,-0.1,1001.5,375.8,621.5,1337.4,1103.3,1165.3,2237.8,232.2,826.6,938.4,1054.9,411.3,499.5,2377.9,1623.1,1379.8,854.0,1001.6,308.2,895.0,121.2,778.6,1459.0,1743.9,1980.0,1218.8,128.9,3471.0,182.4,1324.2
210.7,1288.4,1287.9,2487.7,543.7,271.6,610.4,0.0,777.9,729.6,2111.0,528.4,634.2,436.5,787.0,705.4,860.5,538.3,500.7,992.7,831.8,744.1,724.8,272.1,610.4,740.9,511.6,1122.3,1947.9,1713.7,1775.7,2738.6,783.7,668.5,677.8,794.3,547.1,635.3,2219.8,1362.5,1221.6,1160.8,741.0,530.9,634.4,731.6,1389.0,2069.5,1521.1,1821.8,958.3,739.3,2656.8,792.8,1934.7
467.2,1116.8,1116.4,2557.8,372.1,284.2,629.8,831.5,0.0,749.0,2130.4,745.4,462.6,265.0,615.4,533.9,153.1,755.3,717.7,858.0,1000.0,961.1,941.8,283.7,629.8,569.3,728.6,1192.4,1967.3,1733.1,1795.1,2808.7,803.1,593.4,506.2,622.7,764.1,852.3,2379.0,1190.9,1380.8,1377.8,569.4,747.9,462.8,751.0,1408.4,2088.9,1349.6,1981.0,786.7,758.8,2485.3,812.2,1954.1
590.5,1668.1,1667.7,2119.9,923.4,651.3,119.1,379.7,1157.6,0.0,1498.8,424.8,1013.9,816.3,1166.7,1085.2,1240.2,759.6,778.0,1372.4,562.1,649.8,669.1,651.9,119.2,1120.6,494.9,754.6,1335.6,1101.5,1046.1,2370.9,351.4,945.8,1057.5,1174.0,530.4,618.6,2497.1,1742.2,1498.9,987.1,1120.7,427.4,1014.1,2.0,776.8,1457.3,1863.1,2099.1,1338.0,127.1,3351.9,180.6,1205.1
2012.4,3090.0,3089.6,2900.3,2345.4,2073.3,1600.0,1801.7,2579.5,1719.2,0.0,1846.8,2435.9,2238.2,2588.7,2507.1,2662.2,2181.5,2200.0,2794.4,1342.5,1430.2,1449.5,2073.8,1600.0,2542.6,1916.9,1535.0,204.4,438.5,2765.3,3151.3,1367.8,2367.7,2479.5,2596.0,1952.4,2040.6,3919.0,3164.2,2920.9,1767.5,2542.7,1849.4,2436.1,1721.2,1122.3,947.8,3285.0,3521.1,2760.0,1729.0,5071.1,1782.4,1542.3
1206.5,2284.1,2283.7,1959.3,1539.5,1267.4,794.1,995.8,1773.7,913.3,1638.6,0.0,1630.0,1432.3,1782.8,1701.2,1856.3,1375.6,1394.1,1988.5,303.4,215.7,196.4,1267.9,794.1,1736.7,1111.0,593.9,1475.5,1241.3,1959.4,2210.2,561.9,1561.8,1673.6,1790.1,1146.5,1234.7,3113.1,2358.3,2115.0,632.4,1736.8,2.6,1630.2,915.3,916.6,1597.1,2479.1,2715.2,1954.1,923.1,4265.2,976.5,2191.6
446.3,1034.2,1033.7,2683.8,351.3,263.4,806.6,824.1,585.4,925.7,2307.2,724.6,0.0,98.4,532.8,513.0,668.1,734.4,634.0,680.6,1028.0,940.3,921.0,262.8,806.5,548.5,707.8,1318.5,2144.0,1909.9,1971.8,2934.8,979.9,416.0,328.8,445.3,743.3,831.5,2201.5,1108.3,1203.4,1356.9,548.6,727.1,0.2,927.8,1585.1,2265.6,1266.9,1803.6,765.9,935.5,2464.4,989.0,2130.8
347.9,946.6,946.2,2585.4,252.8,165.0,708.2,725.7,487.0,827.3,2208.7,626.1,197.7,0.0,445.3,414.6,569.7,636.0,546.5,593.0,929.5,841.9,822.5,164.4,708.1,450.0,609.3,1220.0,2045.6,1811.4,1873.4,2836.3,881.4,328.5,241.2,357.8,644.8,733.0,2114.0,1020.8,1115.8,1258.5,450.2,628.7,197.9,829.3,1486.7,2167.2,1179.4,1716.0,667.4,837.1,2366.0,890.5,2032.4
698.3,501.3,500.9,2935.8,258.0,515.4,1058.6,1076.1,492.2,1177.8,2559.2,976.6,693.8,496.2,0.0,301.7,574.8,986.4,948.9,205.7,1280.0,1192.3,1173.0,514.9,1058.5,337.2,959.8,1570.5,2396.0,2161.9,2223.9,3186.8,1231.9,741.4,557.5,441.0,995.3,1083.5,1666.4,575.5,1278.5,1609.0,337.3,979.1,694.0,1179.8,1837.2,2517.7,734.1,1098.3,672.6,1187.5,2000.7,1241.0,2382.9
