0.0,441.9,2900.1,3062.8,2245.4,3480.4,2066.6,304.0,436.4,3401.4,3599.1,441.1,780.2,5053.1,3254.4,1676.0,3409.7
441.9,0.0,2458.2,2620.9,1803.5,3038.4,1624.7,137.9,372.4,3337.4,3535.1,-0.8,716.2,4989.1,3190.4,1234.1,2967.8
2900.1,2458.2,0.0,4098.3,3280.9,580.2,3679.7,2596.1,2830.6,5795.6,5993.3,2459.0,3174.4,7447.3,5648.6,2781.7,4445.2
3062.8,2620.9,4098.3,0.0,1104.4,4678.5,3842.4,2758.8,2993.3,5958.2,6156.0,2621.7,3337.1,7610.0,5811.3,1386.8,346.9
2245.4,1803.5,3280.9,1104.4,0.0,3861.1,3025.0,1941.4,2175.9,5140.8,5338.6,1804.3,2519.6,6792.5,4993.9,569.4,1451.2
3480.4,3038.4,580.2,4678.5,3861.1,0.0,4260.0,3176.3,3410.9,6375.8,6573.5,3039.3,3754.6,8027.5,6228.9,3361.9,5025.4
2066.6,1624.7,3679.7,3842.4,3025.0,4260.0,0.0,1762.6,1997.1,4962.1,5159.8,1625.5,2340.9,6613.8,4815.2,2455.6,4189.3
304.0,137.9,2596.1,2758.8,1941.4,3176.3,1762.6,0.0,234.5,3199.5,3397.2,137.1,578.3,4851.2,3052.5,1371.9,3105.6
436.4,372.4,2830.6,2993.3,2175.9,3410.9,1997.1,234.5,0.0,2964.9,3162.7,371.6,343.7,4616.6,2818.0,1606.5,3340.2
3401.4,3337.4,5795.6,5958.2,5140.8,6375.8,4962.1,3199.5,2964.9,0.0,312.4,3336.5,2621.2,1766.4,212.9,4571.4,6305.1
3599.1,3535.1,5993.3,6156.0,5338.6,6573.5,5159.8,3397.2,3162.7,312.4,0.0,3534.3,2818.9,1454.0,410.6,4769.1,6502.8
441.1,-0.8,2459.0,2621.7,1804.3,3039.3,1625.5,137.1,371.6,3336.5,3534.3,0.0,715.4,4988.2,3189.6,1234.9,2968.6
780.2,716.2,3174.4,3337.1,2519.6,3754.6,2340.9,578.3,343.7,2621.2,2818.9,715.4,0.0,4272.9,2474.3,1950.2,3683.9
5053.1,4989.1,7447.3,7610.0,6792.5,8027.5,6613.8,4851.2,4616.6,1766.4,1454.0,4988.2,4272.9,0.0,1864.6,6223.1,7956.8
3254.4,3190.4,5648.6,5811.3,4993.9,6228.9,4815.2,3052.5,2818.0,212.9,410.6,3189.6,2474.3,1864.6,0.0,4424.5,6158.2
1676.0,1234.1,2781.7,1386.8,569.4,3361.9,2455.6,1371.9,1606.5,4571.4,4769.1,1234.9,1950.2,6223.1,4424.5,0.0,1733.7
3409.7,2967.8,4445.2,346.9,1451.2,5025.4,4189.3,3105.6,3340.2,6305.1,6502.8,2968.6,3683.9,7956.8,6158.2,1733.7,0.0
