0.0,628.8,1924.4,1739.0,602.8,549.7,730.4,833.9,4408.1,3442.2,522.9,628.5,850.9,958.1,1639.1,741.9,679.2
628.8,0.0,2553.2,2367.8,1231.6,172.7,178.2,281.7,3855.9,4071.0,236.7,-0.3,578.0,405.9,2267.8,364.9,127.0
1924.4,2553.2,0.0,1716.2,1527.4,2474.1,2654.9,2758.3,6332.5,1517.7,2447.3,2552.9,2775.4,2882.5,2489.1,2666.3,2603.6
1739.0,2367.8,1716.2,0.0,1605.9,2288.7,2469.5,2572.9,6147.1,3055.8,2261.9,2367.5,2590.0,2697.1,963.8,2480.9,2418.2
602.8,1231.6,1527.4,1605.9,0.0,1152.5,1333.3,1436.7,5010.9,3045.2,1125.7,1231.3,1453.8,1560.9,1506.0,1344.7,1282.0
549.7,172.7,2474.1,2288.7,1152.5,0.0,274.4,377.8,3952.1,3991.9,108.4,172.5,301.2,502.1,2188.8,192.2,223.1
627.8,75.6,2552.3,2366.9,1230.7,171.8,0.0,410.4,3984.7,4070.0,235.8,75.4,473.0,534.7,2266.9,364.0,255.7
996.0,443.8,2920.4,2735.0,1598.8,540.0,368.1,0.0,3765.4,4438.2,604.0,443.5,487.5,315.4,2635.1,596.6,196.0
3546.5,2994.3,5470.9,5285.5,4149.3,3090.4,2918.6,3022.1,0.0,6988.7,3154.4,2994.0,3318.4,3146.3,5185.5,3282.6,2826.1
3442.2,4071.0,1517.7,3055.8,3045.2,3991.9,4172.6,4276.1,7850.3,0.0,3965.0,4070.7,4293.1,4400.3,3828.6,4184.0,4121.4
465.9,238.0,2390.3,2204.9,1068.7,158.9,339.7,443.1,4017.3,3908.0,0.0,237.7,460.2,567.3,2104.9,351.1,288.4
628.5,-0.3,2552.9,2367.5,1231.3,172.5,178.0,281.4,3855.6,4070.7,236.5,0.0,577.7,405.6,2267.6,364.6,126.7
739.6,545.1,2664.0,2478.6,1342.4,301.2,469.5,487.5,3683.3,4181.8,273.7,544.8,0.0,233.3,2378.7,109.1,492.3
925.2,373.0,2849.7,2664.2,1528.1,469.2,297.4,315.4,3450.0,4367.4,533.2,372.8,233.3,0.0,2564.3,342.4,320.2
1639.1,2267.8,2489.1,963.8,1506.0,2188.8,2369.5,2473.0,6047.2,3828.6,2161.9,2267.6,2490.0,2597.2,0.0,2380.9,2318.2
630.5,364.9,2555.0,2369.5,1233.3,192.2,466.6,570.0,3792.4,4072.7,164.7,364.6,109.1,342.4,2269.6,0.0,415.3
720.4,168.2,2644.8,2459.4,1323.2,264.3,92.5,196.0,3770.2,4162.5,328.3,167.9,492.3,320.2,2359.4,456.5,0.0
