0.0,897.3,1148.3,724.2,541.0,1655.1,1657.5,712.1,20.2,1282.3,326.2
616.7,0.0,303.7,1161.0,389.9,1353.7,1356.1,1148.9,636.9,437.8,894.7
867.8,303.7,0.0,857.3,640.9,1604.7,1607.1,845.2,887.9,134.0,971.5
1973.9,1409.9,1106.2,0.0,1747.0,2710.9,2713.3,28.1,1994.1,972.1,154.5
277.1,676.4,927.4,683.2,0.0,1434.3,1436.6,671.1,297.3,1061.4,555.2
292.2,691.5,942.5,698.3,335.2,0.0,2.3,686.1,312.4,1076.5,570.2
294.6,693.8,944.8,700.6,337.5,2.3,0.0,688.5,314.7,1078.9,572.6
1945.8,1381.7,1078.0,524.3,1718.9,2682.8,2685.1,0.0,1965.9,944.0,126.3
20.2,917.4,1168.4,704.1,561.1,1675.3,1677.6,691.9,0.0,1302.5,306.0
1001.8,437.8,134.0,723.3,774.9,1738.8,1741.1,711.1,1022.0,0.0,837.4
1936.8,1372.7,1069.0,515.3,1709.9,2673.8,2676.1,503.2,1956.9,935.0,0.0
