0.0,891.9,533.5,703.9,1234.6,807.0,1415.1,881.8,1107.3,1439.3,1402.4,6909.2,2267.4,1437.2,889.5,706.3,1232.2,1415.0,1437.9,1391.2,6911.1,8316.3,8149.3,1640.7,1740.1,1226.5,1004.6,880.4,626.7,860.6,881.9,676.3,967.0,965.8,739.3,1299.5,1244.2,805.0,4246.2,1391.5,882.9,674.5,1358.0,1998.9,1093.5,4244.3,959.1,2309.6,7326.7,7501.7,8271.3,1441.2,1011.4
973.5,0.0,707.7,878.1,1408.7,981.2,1589.3,1055.9,1281.4,1613.5,1576.5,7083.3,2423.9,1611.3,182.6,880.5,1406.3,1589.2,1612.1,1565.4,7085.3,8490.5,8323.4,1814.9,1914.3,1400.6,1448.9,1324.7,1065.6,1299.5,1056.0,850.5,1123.5,1122.3,369.2,700.1,644.8,979.1,4402.6,1565.7,1327.2,848.6,1532.1,1399.5,1267.6,4400.8,1133.2,2466.0,7500.9,7675.9,8445.4,841.8,1455.7
504.4,634.6,0.0,121.8,621.7,263.3,1120.2,586.8,494.4,1144.4,1107.4,6614.2,2010.1,1142.2,632.1,119.3,619.3,1120.1,1143.0,1096.3,6616.2,8021.4,7854.4,1345.8,1445.2,931.5,979.8,855.6,596.5,830.4,586.9,381.4,709.7,708.5,482.0,1042.2,986.8,261.2,3988.8,1096.6,858.1,379.5,1063.0,1741.6,798.5,3987.0,664.1,2052.2,7031.8,7206.8,7976.3,1183.9,986.6
544.3,674.4,278.4,0.0,500.0,141.5,937.5,404.1,372.7,630.5,593.5,6431.5,2049.9,959.5,672.0,2.4,497.5,937.3,960.2,913.6,6433.4,7838.6,7671.6,1163.0,1262.5,748.8,797.1,672.9,636.4,870.3,404.2,198.6,749.6,748.3,521.9,1082.0,1026.7,139.4,4028.7,913.8,675.4,196.8,880.3,1781.4,468.1,4026.9,347.3,2092.1,6849.1,7024.1,7793.6,1223.7,803.9
581.0,1014.4,487.7,285.3,0.0,143.8,750.8,548.1,198.9,456.7,419.8,6244.8,2389.9,772.8,1011.9,287.7,118.3,750.7,773.6,726.9,6246.8,7652.0,7484.9,976.4,1075.8,562.1,745.4,621.2,673.1,907.0,548.3,342.7,1089.5,1088.3,861.8,1422.0,1366.6,145.9,4368.6,727.2,623.8,340.8,693.6,2804.9,294.4,4366.8,374.9,2432.0,6662.4,6837.4,7606.9,1563.7,752.3
437.2,870.5,343.8,141.5,358.5,0.0,937.7,404.3,231.2,489.0,452.0,6431.7,2246.0,959.7,868.1,143.9,356.0,937.6,960.5,913.8,6433.7,7838.9,7671.8,1163.3,1262.7,749.0,797.3,673.1,529.3,763.2,404.4,198.9,945.7,944.4,718.0,1278.2,1222.8,2.1,4224.8,914.1,675.6,197.0,880.5,1977.5,326.6,4223.0,251.2,2288.2,6849.3,7024.3,7793.8,1419.8,804.1
1020.3,1453.7,927.0,924.9,812.5,806.3,0.0,530.2,685.2,740.5,703.6,6143.0,2829.2,671.0,1451.2,927.3,810.0,-0.1,671.7,692.4,6144.9,7550.1,7383.1,874.5,973.9,460.3,844.5,720.3,1112.4,1346.3,530.0,735.6,1528.8,1527.6,1301.1,1861.3,1805.9,808.4,4807.9,692.7,722.9,737.5,659.2,2560.7,660.8,4806.1,761.8,2871.3,6560.5,6735.5,7505.1,2003.0,851.4
490.2,923.5,396.8,394.7,507.1,276.2,533.4,0.0,379.8,557.6,520.6,6027.4,2299.0,555.4,921.1,397.2,504.7,533.3,556.2,509.5,6029.4,7434.6,7267.5,759.0,858.4,344.7,393.0,268.8,582.3,816.2,0.1,205.4,998.6,997.4,770.9,1331.1,1275.8,278.2,4277.8,509.8,271.3,207.3,476.2,2030.5,366.0,4275.9,231.6,2341.2,6445.0,6620.0,7389.5,1472.8,399.8
834.1,1267.4,740.7,372.7,207.1,231.2,663.6,343.9,0.0,369.5,332.6,6157.6,2642.9,685.6,1265.0,375.1,204.7,663.5,686.4,639.7,6159.6,7564.8,7397.8,889.2,988.6,475.0,658.3,534.1,926.2,1160.1,343.8,549.3,1342.5,1341.3,1114.8,1675.0,1619.7,233.2,4621.7,640.0,536.6,551.2,606.4,2717.7,207.2,4619.8,462.3,2685.1,6575.2,6750.2,7519.7,1812.6,665.1
1033.8,1467.2,940.5,938.4,489.1,481.3,662.4,543.7,361.8,0.0,94.1,6156.5,2842.7,684.5,1464.7,940.8,486.7,662.3,685.2,638.5,6158.4,7563.6,7396.6,888.0,987.4,473.8,858.0,733.8,1125.9,1359.8,543.5,749.1,1542.3,1541.1,1314.6,1874.8,1819.4,483.3,4821.4,638.8,736.4,751.0,605.3,2686.4,392.3,4819.6,775.3,2884.8,6574.0,6749.0,7518.5,1781.3,864.9
996.9,1430.2,903.5,901.4,452.1,444.3,625.5,506.7,324.8,94.1,0.0,6119.5,2805.7,647.5,1427.8,903.8,449.7,625.3,648.2,601.6,6121.4,7526.6,7359.6,851.0,950.5,436.8,821.1,696.9,1089.0,1322.9,506.6,712.1,1505.3,1504.1,1277.6,1837.8,1782.5,446.4,4784.5,601.8,699.4,714.0,568.3,2649.4,355.3,4782.6,738.3,2847.9,6537.0,6712.1,7481.6,1744.3,827.9
6474.4,6907.7,6381.0,6378.9,6266.5,6260.4,6170.4,5984.2,6139.2,6194.6,6157.6,0.0,8283.2,5727.8,6905.3,6381.3,6264.1,6170.2,5728.5,6146.5,1.9,1466.7,1299.7,5571.1,5797.9,5682.7,5953.6,5829.4,5994.5,6228.4,5984.1,6189.6,6982.8,6981.6,6755.1,7315.3,7260.0,6262.4,10262.0,6146.7,5831.9,6191.5,6113.2,8014.7,6114.9,10260.1,6215.8,8325.4,477.1,652.1,1421.6,7457.0,5960.4
2251.1,2326.0,1985.3,2155.7,2686.4,2258.8,2866.9,2333.5,2559.1,2891.1,2854.1,8361.0,0.0,2888.9,2323.6,2158.1,2683.9,2866.8,2889.7,2843.0,8362.9,9768.1,9601.1,3092.5,3191.9,2678.3,2726.5,2602.3,2343.2,2577.1,2333.7,2128.1,1443.6,1442.4,2173.4,2733.6,2678.3,2256.7,2167.0,2843.3,2604.8,2126.2,2809.7,4376.0,2545.2,2165.2,2410.8,1988.6,8778.5,8953.5,9723.0,2875.3,2733.4
