752.1,2074.6,1915.1,1006.6,3677.2,1349.9,523.0,89.8,936.8,1222.2,6052.9,305.6,380.2,579.0,464.6,2276.1,0.0,1006.6,241.9,293.4,249.1,194.1,685.0,4129.4,829.4,576.6,748.1,1796.7,2741.3,6470.6,3475.5
728.8,2051.2,1891.7,0.0,4244.6,1917.3,1090.3,881.4,913.5,1198.9,6029.6,691.0,626.3,427.6,1032.0,2252.8,1006.6,0.0,764.6,860.8,1011.2,880.3,468.6,4106.1,1396.8,1144.0,522.0,1773.4,3308.6,6447.3,3452.1
510.2,1832.7,1673.2,764.6,3479.9,1152.7,325.7,224.1,694.9,980.3,5811.0,353.4,138.3,337.1,267.4,2034.2,241.9,764.6,0.0,96.2,246.5,115.6,443.1,3887.5,632.2,379.3,506.2,1554.8,2544.0,6228.7,3233.6
606.4,1928.8,1769.3,860.8,3383.7,1056.5,229.5,275.6,791.1,1076.5,5907.2,278.6,234.5,433.3,171.2,2130.4,293.4,860.8,96.2,0.0,298.1,167.2,539.3,3983.7,536.0,283.1,602.4,1651.0,2447.8,6324.9,3329.8
756.7,2079.2,1919.7,1011.2,3681.8,1354.5,527.6,231.3,941.5,1226.8,6057.6,310.2,384.8,583.6,469.2,2280.8,249.1,1011.2,246.5,298.1,0.0,198.8,689.6,4134.0,834.0,581.2,752.8,1801.3,2745.9,6475.2,3480.1
625.8,1948.3,1788.8,880.3,3550.9,1223.6,396.7,176.3,810.6,1095.9,5926.7,111.5,253.9,452.7,338.3,2149.9,194.1,880.3,115.6,167.2,198.8,0.0,558.7,4003.1,703.1,450.3,621.9,1670.5,2615.0,6344.3,3349.2
407.2,1729.7,1570.2,468.6,3923.0,1595.8,768.8,559.8,592.0,877.3,5708.1,369.4,304.8,106.0,710.5,1931.3,685.0,468.6,443.1,539.3,689.6,558.7,0.0,3784.5,1075.2,822.4,210.1,1451.8,2987.1,6125.7,3130.6
3458.9,2136.4,2592.0,4187.7,7449.0,5121.7,4294.8,4085.8,3274.2,2988.8,2244.2,3895.4,3830.8,3760.1,4236.4,1934.9,4211.0,4187.7,3969.1,4065.3,4215.6,4084.7,3866.1,0.0,4601.2,4348.4,3929.2,2768.9,6513.1,2661.8,786.2
1142.3,2464.8,2305.3,1396.8,3573.7,1246.4,306.4,811.6,1327.1,1612.4,6443.2,814.6,770.5,969.2,586.8,2666.4,829.4,1396.8,632.1,536.0,834.0,703.1,1075.2,4519.6,0.0,473.1,1138.4,2187.0,2637.7,6860.8,3865.7
889.5,2212.0,2052.5,1144.0,3100.6,773.3,166.6,558.8,1074.2,1359.6,6190.3,561.7,517.6,716.4,334.0,2413.5,576.6,1144.0,379.3,283.1,581.2,450.3,822.4,4266.8,473.1,0.0,885.5,1934.1,2164.7,6608.0,3612.9
470.4,1792.8,1633.3,522.0,3986.2,1658.9,831.9,622.9,655.1,940.4,5771.2,432.5,367.9,169.2,773.6,1994.4,748.1,522.0,506.2,602.4,752.8,621.9,210.1,3847.6,1138.4,885.5,0.0,1515.0,3050.2,6188.9,3193.7
1107.9,1216.1,1671.7,1773.4,5034.8,2707.5,1880.5,1671.5,1292.6,2068.4,4610.8,1481.1,1416.5,1345.8,1822.2,1014.5,1796.7,1773.4,1554.8,1651.0,1801.3,1670.5,1451.8,2687.2,2187.0,1934.1,1515.0,0.0,4098.8,5028.5,2033.3
3054.2,4376.7,4217.2,3308.6,985.0,1473.8,2331.3,2723.4,3238.9,3524.3,8355.0,2726.4,2682.3,2881.1,2498.6,4578.2,2741.3,3308.6,2544.0,2447.8,2745.9,2615.0,2987.1,6431.5,2637.7,2164.7,3050.2,4098.8,0.0,8772.7,5777.6
5800.1,4477.6,4933.3,6528.9,9790.2,7462.9,6636.0,6427.0,5615.4,5330.0,417.7,6236.6,6172.0,6101.3,6577.7,4276.1,6552.2,6528.9,6310.3,6406.5,6556.8,6425.9,6207.3,2661.8,6942.4,6689.6,6270.5,5110.1,8854.3,0.0,3127.4
2805.0,1482.5,1938.1,3533.7,6795.1,4467.8,3640.9,3431.9,2620.2,2334.9,2709.8,3241.5,3176.9,3106.2,3582.5,1280.9,3557.1,3533.7,3315.2,3411.4,3561.7,3430.8,3212.2,786.2,3947.3,3694.5,3275.3,2114.9,5859.2,3127.4,0.0
