0.0,1322.5,1163.0,728.8,3990.1,1662.9,835.9,626.9,184.7,470.1,5300.8,436.5,371.9,301.2,777.6,1524.0,752.1,728.8,510.2,606.4,756.7,625.8,407.2,3377.3,1142.3,889.5,470.4,1107.9,3054.2,5718.5,2723.4
1322.5,0.0,455.6,2051.2,5312.6,2985.3,2158.4,1949.4,1137.7,852.4,3978.4,1759.0,1694.4,1623.7,2100.0,201.6,2074.6,2051.2,1832.7,1928.8,2079.2,1948.3,1729.7,2054.8,2464.8,2212.0,1792.8,1216.1,4376.7,4396.0,1400.9
1163.0,455.6,0.0,1891.7,5153.1,2825.8,1998.9,1789.9,978.2,692.9,4434.0,1599.5,1534.9,1464.2,1940.5,657.2,1915.1,1891.7,1673.2,1769.3,1919.7,1788.8,1570.2,2510.4,2305.3,2052.5,1633.3,1671.7,4217.2,4851.6,1856.5
728.8,2051.2,1891.7,0.0,4244.6,1917.3,1090.3,881.4,913.5,1198.9,6029.6,691.0,626.3,427.6,1032.0,2252.8,1006.6,0.0,764.6,860.8,1011.2,880.3,468.6,4106.1,1396.8,1144.0,522.0,1773.4,3308.6,6447.3,3452.1
3990.1,5312.6,5153.1,4244.6,0.0,2409.7,3267.2,3659.4,4174.9,4460.2,9291.0,3662.4,3618.2,3817.0,3434.6,5514.2,3677.2,4244.6,3479.9,3383.7,3681.8,3550.9,3923.0,7367.4,3573.7,3100.6,3986.2,5034.8,985.0,9708.6,6713.5
1662.9,2985.3,2825.8,1917.3,2409.7,0.0,940.0,1332.1,1847.6,2132.9,6963.7,1335.1,1291.0,1489.7,1107.3,3186.9,1349.9,1917.3,1152.7,1056.5,1354.5,1223.6,1595.8,5040.1,1246.4,773.3,1658.9,2707.5,1473.8,7381.3,4386.2
835.9,2158.4,1998.9,1090.3,3267.2,940.0,0.0,505.2,1020.6,1306.0,6136.7,508.1,464.0,662.8,280.4,2359.9,523.0,1090.3,325.7,229.5,527.6,396.7,768.8,4213.2,306.4,166.6,831.9,1880.5,2331.3,6554.4,3559.3
734.3,2056.8,1897.3,988.8,3659.4,1332.1,505.2,0.0,919.0,1204.4,6035.1,287.8,362.4,561.2,446.8,2258.3,89.8,988.8,224.1,275.6,231.3,176.3,667.2,4111.6,811.6,558.8,730.3,1778.9,2723.4,6452.8,3457.7
184.7,1137.7,978.2,913.5,4174.9,1847.6,1020.6,811.6,0.0,285.4,5116.1,621.2,556.6,485.9,962.3,1339.3,936.8,913.5,694.9,791.1,941.5,810.6,592.0,3192.6,1327.1,1074.2,655.1,1292.6,3238.9,5533.8,2538.6
470.1,852.4,692.9,1198.9,4460.2,2132.9,1306.0,1097.0,285.4,0.0,4830.7,906.6,842.0,771.3,1247.6,1053.9,1222.2,1198.9,980.3,1076.5,1226.8,1095.9,877.3,2907.2,1612.4,1359.6,940.4,2068.4,3524.3,5248.4,2253.3
5382.4,4060.0,4515.6,6111.2,9372.6,7045.3,6218.3,6009.3,5197.7,4912.4,0.0,5819.0,5754.3,5683.6,6160.0,3858.4,6134.5,6111.2,5892.6,5988.8,6139.2,6008.3,5789.7,2244.2,6524.8,6271.9,5852.8,4692.4,8436.6,417.7,2709.8
436.5,1759.0,1599.5,691.0,3662.4,1335.1,508.1,287.8,621.2,906.6,5737.4,0.0,215.1,263.4,449.8,1960.5,305.6,691.0,227.1,278.6,310.2,111.5,369.4,3813.8,814.6,561.7,432.5,1481.1,2726.4,6155.0,3159.9
371.9,1694.4,1534.9,626.3,3618.2,1291.0,464.0,362.4,556.6,842.0,5672.7,215.1,0.0,198.8,405.7,1895.9,380.2,626.3,138.3,234.5,384.8,253.9,304.8,3749.2,770.5,517.6,367.9,1416.5,2682.3,6090.4,3095.3
301.2,1623.7,1464.2,427.6,3817.0,1489.7,662.8,453.8,485.9,771.3,5602.0,263.4,198.8,0.0,604.4,1825.2,579.0,427.6,337.1,433.3,583.6,452.7,106.0,3678.5,969.2,716.4,169.2,1345.8,2881.1,6019.7,3024.6
777.6,2100.0,1940.5,1032.0,3434.6,1107.3,280.4,446.8,962.3,1247.6,6078.4,449.8,405.7,604.4,0.0,2301.6,464.6,1032.0,267.4,171.2,469.2,338.3,710.5,4154.8,586.8,334.0,773.6,1822.2,2498.6,6496.0,3500.9
1524.0,201.6,657.2,2252.8,5514.2,3186.9,2359.9,2150.9,1339.3,1053.9,3776.8,1960.5,1895.9,1825.2,2301.6,0.0,2276.1,2252.8,2034.2,2130.4,2280.8,2149.9,1931.3,1853.3,2666.4,2413.5,1994.4,1014.5,4578.2,4194.5,1199.3
