0.0,1373.7,876.5,373.5,1128.1,1314.9,3080.7,3080.7,2871.3,1747.4,521.5,1609.7,481.5,729.7,5261.3,892.5,1234.6,253.4,672.3,941.9,202.6,229.7,635.3,649.8,533.0,177.8,347.5,330.7,278.9,1175.9,929.4,1324.0,1325.9,1459.6,1206.1,508.6,1178.4,1240.2,1183.7,1002.0,1036.2,1204.2,1330.6,4026.2,1933.8,5405.3,3349.7,5624.4,4508.5,3708.7,4205.7,907.9,4353.4,5231.4,4602.5,4179.1,409.1,4757.3,1538.9,837.5,842.3,1277.2,1076.4,1036.8,1425.6,347.5,234.0,544.6,901.7,580.7,859.7,1296.6,395.7,460.2,547.6,1933.1,1366.6,1326.6,1504.2,956.3,4179.1,1315.0,4351.2,1339.5,5090.3,1077.6,1177.0,1294.9,871.3,987.6,799.1,4025.3,630.6,1043.0,406.1,2514.2,4305.1,5452.2,880.9,1232.0,1330.9,1665.2,2336.0,889.5,2764.3,2764.3,3005.6,1532.9,1064.5,1930.0,3094.1,4193.4,3490.7,5721.8
1314.3,0.0,787.5,968.3,161.2,348.0,3675.6,3675.6,3466.2,714.9,1116.3,642.9,1076.3,683.8,3390.7,803.5,657.4,1351.1,1267.2,2254.9,1145.3,1271.6,1230.2,1549.6,1329.6,1120.5,1034.1,1017.2,1320.8,598.7,765.7,291.6,293.5,427.1,173.7,1103.4,601.2,663.1,606.5,956.1,990.4,627.0,298.2,5246.7,901.3,3534.8,3337.6,9202.7,4486.3,4922.2,5419.3,744.2,4410.2,8809.8,8488.5,4761.8,1722.2,4735.2,506.5,1432.3,1437.1,608.9,408.0,459.7,458.7,1034.1,1275.9,1139.4,920.8,1175.5,1454.6,329.8,990.5,1055.0,1142.5,900.6,399.7,294.2,471.7,379.2,4761.8,282.6,4412.5,307.1,7713.4,409.2,873.4,262.5,1466.2,1582.5,1394.0,5245.8,1225.4,997.1,1719.1,3109.1,5525.7,3581.7,791.9,199.5,246.9,508.5,2231.7,858.9,4570.2,4570.2,4364.4,448.9,1033.8,3288.8,1882.2,5552.2,3140.9,6194.5
1160.8,568.3,0.0,814.8,322.7,509.5,3522.1,3522.1,3312.7,942.0,962.8,804.3,922.8,455.6,2683.4,87.1,429.2,1197.6,1113.7,2101.4,991.8,1118.1,1076.6,1396.1,1176.1,967.0,880.5,863.7,1167.3,370.5,612.2,518.6,520.5,654.2,400.7,949.9,373.0,434.9,378.3,727.9,762.1,398.8,525.2,4467.5,1128.4,2539.4,3200.5,5700.0,4349.3,4868.2,5365.2,590.7,4273.2,5307.1,8715.6,4624.7,1568.7,4598.2,733.5,1278.8,1283.6,471.8,271.0,231.5,620.2,880.5,1122.4,985.9,692.6,1022.0,1301.1,491.2,837.0,901.5,824.6,1127.7,561.2,521.2,698.8,151.0,4624.7,509.6,4275.4,534.1,7940.4,272.2,645.2,489.5,1312.7,1428.9,1240.5,4466.6,1071.9,768.9,1565.6,2955.6,4746.4,3808.7,563.7,426.6,804.1,1194.3,1734.5,1046.5,2638.2,2638.2,3460.6,1006.1,1221.5,2385.0,2492.6,4648.5,4431.5,6176.9
671.9,1000.2,503.0,0.0,754.6,941.4,3033.1,3033.1,2823.8,1373.9,148.0,1236.2,108.0,356.2,4490.1,519.0,861.1,627.4,624.7,1531.3,502.8,530.0,587.7,907.2,687.1,478.1,391.6,374.8,579.2,802.4,555.9,950.5,952.4,1086.1,832.6,461.0,804.9,866.8,810.2,628.5,662.7,830.7,957.1,3978.6,1560.3,2971.3,3632.4,10302.0,4781.2,4298.1,4795.1,534.4,4705.1,9909.1,9587.9,4768.5,998.5,5030.1,1165.4,789.9,794.7,903.7,702.9,663.4,1052.1,391.6,534.3,171.1,528.2,533.1,812.1,923.1,348.1,86.7,174.1,1559.6,993.1,953.1,1130.7,582.9,4768.5,941.5,4707.3,966.0,8812.7,704.1,803.5,921.4,823.8,940.0,751.6,3977.7,583.0,669.5,995.5,2466.7,4257.5,4681.0,507.4,858.5,984.9,1319.2,1990.0,543.5,2510.0,2510.0,2751.3,1186.9,718.5,1675.7,2748.1,3939.1,3144.7,5467.5
1186.8,330.1,660.0,840.8,0.0,186.8,3548.0,3548.0,3338.7,703.8,988.8,481.7,948.8,556.2,3379.6,675.9,529.9,1223.5,1139.6,2127.4,1017.7,1144.1,1102.6,1422.1,1202.0,993.0,906.5,889.7,1193.3,471.2,638.2,280.4,282.3,416.0,162.5,975.9,473.6,535.5,479.0,828.5,862.8,499.4,287.0,5235.6,890.2,3523.6,3210.0,9191.6,4358.8,4794.7,5291.7,616.7,4282.7,8798.7,8477.4,4634.3,1594.6,4607.7,495.3,1304.8,1309.6,481.3,280.5,332.1,297.5,906.5,1148.4,1011.9,793.2,1048.0,1327.0,168.5,863.0,927.5,1014.9,889.5,238.5,283.1,460.6,251.6,4634.3,271.4,4284.9,296.0,7702.2,281.7,745.9,251.3,1338.6,1454.9,1266.5,5234.7,1097.9,869.6,1591.6,2981.5,5514.6,3570.6,664.3,188.4,177.8,568.0,1986.0,528.8,2889.7,2889.7,4423.9,379.7,703.7,3348.3,1813.1,5611.7,3200.4,6125.3
1313.0,790.4,1120.2,967.0,460.2,0.0,3674.2,3674.2,3464.8,1164.0,1115.0,396.9,1075.0,1016.4,3629.8,1136.2,990.1,1349.7,1265.8,2253.6,1143.9,1270.3,1228.8,1548.3,1328.2,1119.2,1032.7,1015.9,1319.5,931.4,764.4,740.7,742.6,876.3,622.8,1102.1,933.9,995.7,939.2,1288.8,1323.0,959.7,747.3,5485.8,1140.4,2675.1,3336.2,5835.7,4485.0,4920.9,5417.9,742.9,4408.9,5442.8,8727.6,4760.4,1720.8,4733.9,784.1,1431.0,1435.8,607.5,515.5,792.3,212.7,1032.7,1274.6,1138.1,1253.5,1174.2,1453.2,83.7,989.1,1053.7,1141.1,1139.7,153.7,743.3,857.6,711.8,4760.4,731.7,4411.1,756.2,7952.4,514.3,1206.1,711.6,1464.8,1581.1,1392.6,5484.9,1224.1,1329.8,1717.8,3107.7,5764.7,3820.8,1124.6,648.6,364.6,754.8,2172.8,691.0,3076.5,3076.5,4610.7,566.5,866.0,3535.1,1999.8,5798.5,3387.2,6312.1
3368.5,5174.4,3242.4,3114.2,3493.9,3680.7,0.0,0.0,962.8,4113.3,2887.3,5097.9,2847.4,3095.5,6728.5,3258.3,3600.5,3049.9,2412.7,2663.2,3199.5,2970.4,2800.7,2608.5,3028.4,3174.7,3088.2,3071.4,3019.6,3541.8,3295.3,5124.7,5154.0,3825.5,3572.0,2576.4,3544.3,3606.1,3549.6,3813.7,4104.8,3570.1,3696.5,5101.8,4523.4,6872.5,7733.4,12540.4,9235.9,3343.5,3840.5,3273.8,9159.7,12147.5,11826.3,3814.0,2855.8,9484.7,4888.6,3002.9,3007.7,3643.1,3442.3,3402.7,3791.5,3088.2,2974.8,2910.5,3896.3,2746.1,3025.1,3662.5,3087.4,2826.1,2913.5,4522.7,3732.5,5154.7,4962.0,3322.2,3814.0,5143.1,9162.0,3705.4,11051.1,3443.4,3812.2,3660.8,3036.8,2257.7,2384.8,5100.9,2796.0,4111.5,2858.9,697.6,5380.7,6919.4,3246.7,3597.9,4618.1,4390.0,4186.2,3250.7,1113.3,1113.3,4337.2,4820.1,3425.7,3261.7,5138.7,5525.1,6883.2,7053.5
3368.5,5174.4,3242.4,3114.2,3493.9,3680.7,0.0,0.0,962.8,4113.3,2887.3,5097.9,2847.4,3095.5,6728.5,3258.3,3600.5,3049.9,2412.7,2663.2,3199.5,2970.4,2800.7,2608.5,3028.4,3174.7,3088.2,3071.4,3019.6,3541.8,3295.3,5124.7,5154.0,3825.5,3572.0,2576.4,3544.3,3606.1,3549.6,3813.7,4104.8,3570.1,3696.5,5101.8,4523.4,6872.5,7733.4,12540.4,9235.9,3343.5,3840.5,3273.8,9159.7,12147.5,11826.3,3814.0,2855.8,9484.7,4888.6,3002.9,3007.7,3643.1,3442.3,3402.7,3791.5,3088.2,2974.8,2910.5,3896.3,2746.1,3025.1,3662.5,3087.4,2826.1,2913.5,4522.7,3732.5,5154.7,4962.0,3322.2,3814.0,5143.1,9162.0,3705.4,11051.1,3443.4,3812.2,3660.8,3036.8,2257.7,2384.8,5100.9,2796.0,4111.5,2858.9,697.6,5380.7,6919.4,3246.7,3597.9,4618.1,4390.0,4186.2,3250.7,1113.3,1113.3,4337.2,4820.1,3425.7,3261.7,5138.7,5525.1,6883.2,7053.5
3141.5,4947.4,3015.4,2887.2,3266.9,3453.7,616.1,616.1,0.0,3886.3,2660.3,4871.0,2620.4,2868.5,6501.5,3031.3,3373.5,2822.9,2185.7,3369.3,2972.5,2743.4,2573.7,2381.5,2801.4,2947.7,2861.3,2844.4,2792.6,3314.8,3068.3,4897.7,4927.0,3598.5,3345.0,2349.4,3317.3,3379.1,3322.6,3586.7,3877.8,3343.1,3469.5,4488.9,4296.4,6645.5,7506.4,12313.4,9008.9,6136.1,6633.1,3046.8,8932.7,11920.5,11599.3,11727.8,2628.8,9257.7,4661.6,2775.9,2780.7,3416.1,3215.3,3175.7,3564.5,2861.3,2747.8,2683.5,3669.3,2519.1,2798.1,3435.5,2860.5,2599.1,2686.5,4295.7,3505.5,4927.8,4735.0,3095.2,11727.8,4916.1,8935.0,3478.4,10824.1,3216.4,3585.2,3433.8,2809.8,2030.7,2157.8,4488.0,2569.0,3884.5,2631.9,470.6,4767.9,6692.4,3019.7,3370.9,4408.7,4180.6,3976.9,3041.4,598.4,598.4,4127.9,4610.7,3216.3,3052.3,4929.4,4725.0,6673.9,6844.1
1843.8,759.9,1317.0,1497.8,690.7,877.5,5131.0,5131.0,4921.7,0.0,1645.8,1172.4,1605.8,1213.2,3809.4,1333.0,1186.9,1880.6,1796.7,2784.4,1674.8,1801.1,1759.6,2079.1,1859.1,1650.0,1563.5,1546.7,1850.3,1128.2,1295.2,710.2,712.1,329.6,614.6,1632.9,1130.7,1192.5,1136.0,1485.6,1519.8,1156.5,416.8,5665.4,1319.9,3953.4,4814.3,9621.3,5015.8,5451.7,5948.7,1273.7,4939.7,9228.4,8907.2,9035.7,2251.7,5264.7,925.1,1961.8,1966.6,1138.3,937.5,989.1,988.2,1563.5,1805.4,1668.9,1450.3,1705.0,1984.1,859.3,1520.0,1584.5,1671.9,1319.2,929.2,712.8,890.3,908.6,9035.7,701.2,4941.9,748.0,8132.0,938.7,1402.9,452.5,1995.7,2111.9,1923.5,5664.5,1754.9,1526.6,2248.6,4564.6,5944.3,4000.3,1321.4,640.4,620.6,1033.1,3412.3,1232.6,3509.1,3509.1,4778.3,822.6,1407.5,3702.7,1122.3,5966.1,3665.5,5434.6
