0.0,1674.5,681.0,778.3,1306.3,851.6,1329.7,2516.8,892.9,1019.3,1576.1,1603.2,1939.3,917.9,1883.2,732.5,601.0,306.3,1498.3,306.3,1301.7,1088.6,1360.7,1544.0,1658.0,2485.9,716.9,946.9,2702.7,1329.7,1684.9,601.6,1250.8,776.0,2360.1,1673.3,1635.7,430.4,834.6,530.3,557.8,1109.1,2217.7,2218.4,1063.6,1615.2,3110.4,1121.5,127.3,1200.7,1616.3,4152.1,253.6,2720.9,797.6,2104.5,338.4,903.0,738.8,1768.8,822.7,2630.8,1947.4,1949.9
603.5,0.0,924.0,1021.3,1440.1,985.4,1463.5,2650.6,1026.7,1153.1,1819.1,1846.2,2182.3,1160.9,2126.2,1000.4,869.0,574.2,1741.4,574.2,1435.4,1222.4,1494.5,1677.8,1791.7,2753.8,984.8,1190.0,2945.7,1463.5,1927.9,869.5,1384.6,1019.0,2493.9,1590.9,1769.5,698.3,1102.5,773.3,800.8,1352.1,2351.5,2352.2,1197.4,1858.2,3353.4,1364.5,581.6,1443.7,1859.3,3249.5,521.5,2854.7,931.4,2347.5,792.7,1146.0,1006.7,2011.8,1065.7,2873.8,2081.2,2083.7
665.7,1366.4,0.0,470.2,1558.5,1172.2,1581.9,2837.3,1213.5,1822.6,1268.1,1295.1,1631.3,343.3,1575.2,1053.1,685.6,626.8,1190.3,626.8,1844.4,1568.3,1651.3,1706.3,1820.3,2806.5,628.1,638.9,2394.6,1581.9,1376.8,686.1,1333.1,468.0,2522.4,1365.3,1619.6,235.6,224.4,150.7,270.6,801.1,2380.0,2380.7,1928.4,1040.6,2802.3,813.5,538.4,892.6,1308.3,3844.1,574.1,3041.5,1118.1,1529.8,342.6,328.4,449.7,1460.7,411.6,2056.2,2109.8,2112.2
660.0,1043.0,470.2,0.0,1235.0,1690.1,1258.4,3572.7,1575.9,1499.2,944.6,971.7,1307.8,407.0,1251.7,1150.3,1018.8,724.1,866.8,724.1,1520.9,1244.8,1327.8,1382.9,1496.8,2903.7,1030.7,315.4,2071.2,1258.4,1053.4,1019.4,1009.7,2.2,2199.0,1041.8,1296.1,599.5,627.0,340.4,220.5,477.6,2056.5,2057.2,1604.9,1327.0,2478.9,490.0,635.6,569.2,984.8,3520.6,671.4,3776.9,1853.5,1593.5,439.8,392.1,852.3,1137.2,271.6,2119.9,1786.3,1788.7
1158.0,599.7,1970.2,1646.8,0.0,228.2,477.6,2110.8,113.9,167.2,846.5,675.1,1067.9,1907.0,1011.8,1555.0,1423.5,1128.7,1814.5,1128.7,449.5,236.5,508.6,691.9,805.8,3308.4,1539.4,1352.9,3018.8,477.6,2001.0,1424.1,398.7,1644.6,1508.0,605.0,783.6,1252.9,2127.1,1840.4,1720.5,1870.2,1365.6,1366.2,142.9,2274.6,3426.5,1882.6,1136.2,1961.7,1932.5,2263.6,1076.0,2314.9,391.6,3093.5,1347.3,1892.1,1561.3,2084.9,1771.7,3619.9,1095.3,1097.8
1231.5,673.2,2043.7,1720.2,527.6,0.0,551.1,1955.6,147.7,240.7,920.0,748.6,1141.3,1980.4,1085.2,1628.4,1496.9,1202.2,1887.9,1202.2,523.0,309.9,582.0,765.4,879.3,3381.8,1612.8,1426.3,3092.3,551.1,2074.5,1497.5,472.1,1718.0,1581.4,678.4,857.1,1326.3,2200.5,1913.8,1794.0,1943.6,1439.0,1439.7,284.9,2348.0,3500.0,1956.0,1209.6,2035.2,2005.9,2337.1,1149.5,2159.7,236.4,3167.0,1420.7,1965.5,1634.7,2158.3,1845.1,3693.3,1168.8,1171.2
1419.1,860.9,2231.4,1907.9,715.3,489.3,0.0,2371.9,375.0,428.3,1107.7,936.2,1329.0,2168.1,1272.9,1816.1,1684.6,1389.9,2075.6,1389.9,710.7,497.6,769.7,953.0,1067.0,3569.5,1800.5,1614.0,3280.0,0.0,2262.2,1685.2,659.8,1905.7,1769.1,866.1,1044.7,1514.0,2388.2,2101.5,1981.6,2131.3,1626.7,1627.4,241.9,2535.7,3687.7,2143.7,1397.3,2222.8,2193.6,2524.8,1337.1,2576.1,652.7,3354.7,1608.4,2153.2,1822.4,2346.0,2032.8,3881.0,1356.4,1358.9
3114.1,2555.8,3926.3,3602.8,2410.3,1955.6,2433.7,0.0,1996.9,2123.3,2802.6,2631.2,3024.0,3863.1,2967.9,3511.0,3379.6,3084.8,3770.5,3084.8,2405.6,2192.5,2464.6,2648.0,2761.9,5264.4,3495.4,3309.0,4974.9,2433.7,3957.1,3380.1,2354.7,3600.6,3464.0,2561.0,2739.7,3208.9,4083.1,3796.5,3676.6,3826.2,3321.6,3322.3,2167.5,4230.7,5382.6,3838.6,3092.2,3917.8,3888.5,4219.7,3032.1,388.6,1719.2,5049.6,3303.3,3848.2,3517.3,4040.9,3727.7,5576.0,3051.4,3053.8
1117.2,558.9,1929.4,1606.0,413.4,147.7,436.8,1996.9,0.0,126.4,805.7,634.3,1027.1,1866.2,971.0,1514.2,1382.7,1087.9,1773.7,1087.9,408.7,195.6,467.7,651.1,765.0,3267.6,1498.6,1312.1,2978.0,436.8,1960.2,1383.2,357.9,1603.7,1467.2,564.1,742.8,1212.1,2086.2,1799.6,1679.7,1829.3,1324.7,1325.4,170.6,2233.8,3385.7,1841.7,1095.3,1920.9,1891.7,2222.8,1035.2,2201.0,277.6,3052.7,1306.5,1851.3,1520.5,2044.1,1730.8,3579.1,1054.5,1057.0
1051.4,493.1,1863.6,1540.1,347.6,251.6,371.0,2134.2,137.3,0.0,739.9,568.5,961.3,1800.4,905.2,1448.3,1316.9,1022.1,1707.8,1022.1,286.9,69.2,351.4,585.3,699.2,3201.7,1432.8,1246.3,2912.2,371.0,1894.4,1317.4,292.0,1537.9,1401.4,498.3,677.0,1146.2,2020.4,1733.8,1613.9,1763.5,1258.9,1259.6,166.3,2168.0,3319.9,1775.9,1029.5,1855.1,1825.8,2157.0,969.4,2338.3,414.9,2986.9,1240.6,1785.5,1454.6,1978.3,1665.0,3513.3,988.7,991.1
