566.7,1289.1,2115.9,919.9,717.5,701.0,439.2,416.7,539.8,621.6,828.4,487.0,5030.4,618.4,4791.2,963.0,0.0,650.3,9399.9,277.7,3244.2,1973.4,700.9,418.9,214.0,1194.4,4252.4,3284.3,3417.9,5331.6,2565.3,213.7
439.9,1694.7,1432.5,908.9,706.5,690.0,1226.0,233.6,413.0,326.6,817.4,360.2,5176.1,764.1,4466.6,952.0,856.3,0.0,9075.3,1064.5,2560.8,1290.0,689.9,231.5,753.6,869.8,3927.8,2959.7,2734.5,5007.0,1881.9,753.3
9029.8,10527.3,10265.2,9665.8,9463.4,9446.9,9982.9,9046.8,9003.0,8872.3,9574.3,9103.9,13933.0,9521.0,6741.9,9708.9,9613.2,9075.3,0.0,9821.4,11393.4,10122.6,9446.8,9049.0,9510.5,8205.5,5147.6,6285.5,11567.1,7282.3,10714.6,9510.2
806.0,1282.7,2355.2,985.6,770.2,548.1,161.5,656.0,779.1,860.9,881.1,726.2,4752.7,340.7,5030.5,971.6,265.4,889.6,9639.2,0.0,3483.5,2212.7,548.1,658.1,453.3,1433.7,4491.6,3523.6,3657.2,5570.9,2804.6,453.0
2904.7,2013.7,1551.0,2347.5,3338.3,2547.9,3857.7,2921.6,2877.8,2747.1,2345.0,2978.7,6800.8,3395.9,6887.2,2333.5,3488.1,2663.3,11495.9,3696.2,0.0,1270.8,2547.9,2923.8,3385.4,3290.4,6348.3,5380.2,3053.6,7427.6,2201.0,3385.1
1633.8,742.9,280.2,1076.6,2067.4,1277.1,2586.9,1650.8,1607.0,1476.3,1074.2,1707.9,5529.9,2125.0,5616.3,1062.7,2217.3,1392.4,10225.1,2425.4,1270.8,0.0,1277.1,1653.0,2114.5,2019.6,5077.5,4109.4,1782.7,6156.7,930.1,2114.3
820.5,913.2,1493.7,544.0,341.6,-0.1,911.5,670.4,793.6,875.4,452.5,740.7,4747.5,335.5,5045.0,587.2,541.9,904.1,9653.7,750.0,2621.9,1351.1,0.0,672.6,439.2,1448.2,4506.1,3538.0,2795.6,5585.4,1943.0,438.9
208.5,1046.6,1757.7,677.4,475.1,458.5,994.5,2.2,181.6,263.4,586.0,128.7,4944.7,532.7,4433.0,720.6,624.9,231.5,9041.7,833.0,2886.0,1615.1,458.5,0.0,522.2,836.2,3894.1,2926.0,3059.7,4973.4,2207.1,521.9
352.7,1075.1,1902.0,705.9,503.5,487.0,1023.0,202.7,325.9,407.7,614.4,273.0,4973.1,561.1,4577.2,749.0,653.4,436.3,9185.9,861.5,3030.2,1759.4,486.9,204.9,0.0,980.4,4038.4,3070.3,3203.9,5117.6,2351.3,550.4
824.3,2321.8,2059.7,1460.3,1257.9,1241.4,1777.4,841.3,797.5,666.8,1368.8,898.4,5727.5,1315.5,3596.8,1503.4,1407.7,869.8,8205.5,1615.9,3187.9,1917.1,1241.3,843.5,1305.0,0.0,3057.9,2089.8,3361.6,4137.2,2509.0,1304.7
3882.3,5379.7,5117.6,4518.2,4315.8,4299.3,4835.3,3899.2,3855.4,3724.7,4426.7,3956.3,8785.4,4373.4,1594.4,4561.4,4465.7,3927.8,5147.6,4673.8,6245.9,4975.0,4299.2,3901.4,4362.9,3057.9,0.0,1137.9,6419.6,2134.8,5567.0,4362.7
2914.2,4411.6,4149.5,3550.1,3347.8,3331.2,3867.2,2931.1,2887.3,2756.6,3458.7,2988.2,7817.4,3405.4,1506.9,3593.3,3497.6,2959.7,6285.5,3705.7,5277.8,4006.9,3331.2,2933.3,3394.9,2089.8,1137.9,0.0,5451.5,2047.3,4598.9,3394.6
2986.6,2095.6,1996.4,2429.4,3420.2,2629.9,3939.6,3003.5,2959.7,2829.0,2426.9,3060.6,6882.7,3477.8,6969.1,2415.4,3570.0,2745.2,11577.8,3778.1,3124.6,1853.8,2629.8,3005.7,3467.3,3372.3,6430.2,5462.1,0.0,7509.5,1083.1,3467.0
4961.5,6459.0,6196.9,5597.5,5395.1,5378.6,5914.6,4978.5,4934.6,4804.0,5506.0,5035.5,9864.7,5452.7,733.7,5640.6,5544.9,5007.0,7282.3,5753.1,7325.1,6054.3,5378.5,4980.6,5442.2,4137.2,2134.8,2047.3,7498.8,0.0,6646.2,5441.9
2134.0,1243.0,1143.8,1576.8,2567.6,1777.3,3087.0,2150.9,2107.1,1976.4,1574.3,2208.0,6030.1,2625.2,6116.5,1562.8,2717.4,1892.6,10725.2,2925.6,2272.0,1001.2,1777.2,2153.1,2614.7,2519.7,5577.6,4609.6,1083.1,6656.9,0.0,2614.4
353.0,1075.4,1902.2,706.2,503.8,487.3,1023.3,203.0,326.1,407.9,614.7,273.2,4973.4,561.4,4577.5,749.3,653.6,436.6,9186.2,861.8,3030.5,1759.7,487.2,205.1,0.3,980.7,4038.6,3070.6,3204.2,5117.9,2351.6,0.0
