0.0,2000.7,1738.6,843.2,640.8,624.3,1160.3,224.2,26.9,244.3,751.7,207.7,5110.4,698.4,4413.8,886.3,790.7,457.8,9022.6,998.8,2866.8,1596.0,624.2,226.4,687.9,817.0,3875.0,2906.9,3040.5,4954.2,2188.0,687.7
1984.3,0.0,994.1,508.0,788.7,708.5,1500.5,1117.5,1957.4,1826.8,505.5,1187.8,4961.3,924.4,5966.8,494.0,1130.8,1742.9,10575.5,1339.0,2122.4,851.5,708.4,1119.7,1028.1,2370.0,5428.0,4459.9,2296.1,6507.2,1443.5,1027.8
1776.4,885.4,0.0,1219.2,2210.0,1419.7,2729.4,1793.3,1749.5,1618.8,1216.8,1850.4,5672.5,2267.6,5758.9,1205.2,2359.8,1535.0,10367.6,2568.0,1551.0,280.2,1419.6,1795.5,2257.1,2162.1,5220.0,4252.0,1925.3,6299.3,1072.7,2256.8
1009.3,425.3,1005.7,0.0,530.5,450.2,1242.2,859.3,982.4,1064.2,107.0,929.6,4842.4,666.2,5978.5,235.8,872.6,1092.9,10587.2,1080.7,2134.0,863.2,450.2,861.5,769.8,2381.7,5439.6,4471.5,2307.7,6518.9,1455.1,769.6
1019.0,571.6,1152.0,202.4,0.0,459.9,1251.9,869.0,992.2,1074.0,110.9,939.3,4852.1,675.9,5243.5,245.5,882.3,1102.6,9852.2,1090.4,2280.3,1009.5,459.9,871.2,779.6,1646.7,4704.7,3736.6,2454.0,5783.9,1601.4,779.3
820.5,913.3,1493.7,544.1,341.7,0.0,911.6,670.5,793.7,875.5,452.6,740.8,4747.6,335.6,5045.0,587.2,542.0,904.1,9653.7,750.1,2622.0,1351.2,-0.1,672.7,439.2,1448.2,4506.2,3538.1,2795.7,5585.4,1943.1,439.0
917.2,1121.2,1701.6,824.1,608.8,386.7,0.0,767.1,890.3,972.1,719.7,837.4,4591.2,179.2,5141.7,810.1,667.2,1000.8,9750.4,720.1,2829.9,1559.1,386.6,769.3,564.5,1544.9,4602.8,3634.7,3003.6,5682.1,2151.0,564.2
206.3,1044.5,1755.5,675.2,472.9,456.3,992.3,0.0,179.4,261.2,583.8,126.5,4942.5,530.5,4430.8,718.4,622.7,233.6,9039.5,830.8,2883.8,1612.9,456.3,2.2,520.0,834.0,3891.9,2923.8,3057.5,4971.2,2204.9,519.7
26.9,1973.8,1711.7,816.3,614.0,597.4,1133.4,197.3,0.0,217.4,724.9,180.8,5083.6,671.6,4387.0,859.5,763.8,431.0,8995.7,971.9,2840.0,1569.1,597.4,199.5,661.1,790.2,3848.1,2880.0,3013.7,4927.4,2161.1,660.8
241.5,1840.4,1578.3,877.5,675.1,658.6,1194.6,258.5,214.7,0.0,786.0,315.6,5144.7,732.7,4253.5,920.6,824.9,388.5,8862.3,1033.1,2706.6,1435.7,658.5,260.7,722.2,656.8,3714.7,2746.6,2880.3,4794.0,2027.7,721.9
923.6,527.1,1107.5,107.0,444.8,364.5,1156.5,773.6,896.7,978.5,0.0,843.9,4756.7,580.5,5148.1,150.1,786.9,1007.2,9756.8,995.0,2235.8,964.9,364.5,775.8,684.2,1551.3,4609.3,3641.2,2409.5,5688.5,1556.9,683.9
79.8,1971.2,1709.0,813.7,611.3,594.8,1130.8,194.7,52.9,214.7,722.2,0.0,5080.9,668.9,4384.3,856.8,761.1,428.3,8993.0,969.3,2837.3,1566.5,594.7,196.8,658.4,787.5,3845.4,2877.4,3011.0,4924.7,2158.4,658.1
5518.7,5056.2,5636.6,4759.1,5039.8,4959.6,5751.6,5368.6,5491.8,5573.6,4756.7,5438.9,0.0,5175.5,9743.2,4745.2,5381.9,5602.3,14351.9,5590.1,6764.9,5494.1,4959.5,5370.8,5279.2,6146.4,9204.3,8236.2,6938.6,10283.6,6086.0,5278.9
1346.9,942.0,1522.4,644.9,925.7,845.4,639.8,1196.8,1320.0,1401.8,642.5,1267.1,4412.0,0.0,5571.4,631.0,806.3,1430.5,10180.1,540.9,2650.7,1379.9,845.3,1199.0,994.1,1974.6,5032.5,4064.4,2824.4,6111.8,1971.8,993.9
4421.1,5918.6,5656.4,5057.1,4854.7,4838.2,5374.2,4438.0,4394.2,4263.5,4965.6,4495.1,9324.3,4912.3,0.0,5100.2,5004.5,4466.6,6741.9,5212.7,6784.7,5513.9,4838.1,4440.2,4901.8,3596.8,1594.4,1506.9,6958.4,733.7,6105.8,4901.5
773.5,866.3,1446.7,497.1,294.7,214.4,1006.4,623.5,746.6,828.4,405.6,693.8,4842.4,430.4,4998.0,0.0,636.8,857.1,9606.7,844.9,2575.0,1304.1,214.4,625.7,534.1,1401.2,4459.2,3491.1,2748.7,5538.4,1896.1,533.8
