0.0,539.8,541.8,1364.6,1050.3,454.7,2927.9,631.2,1223.6,945.4,673.2,1458.3,982.3,3114.2,889.0,4596.3,4593.3,1392.6,3112.0,1292.6,1848.7,4529.0,1846.2,1720.1,911.1,615.5,1172.1,1049.5,1721.8,1521.5,1512.3,3478.7,1802.2,1954.7,1771.5,1770.1,1716.7,1801.3,1415.0,1480.3,859.9,1223.6,1429.4,1514.8,1322.5,1824.0,4594.7,1131.8,557.6,392.3,209.4,2175.6,1922.7,1747.1,377.7,1215.9
550.3,0.0,2.0,841.9,527.7,123.3,2781.0,115.2,701.0,405.7,341.7,1385.9,459.7,2574.4,544.0,4449.4,4446.4,1320.2,2572.2,1138.1,2840.3,4382.1,1773.8,1601.7,838.7,284.0,1099.7,977.1,1603.4,2027.5,2018.3,3331.8,1683.7,2946.4,1624.6,1623.3,1569.8,2649.0,892.4,1135.3,514.8,700.9,1282.5,1442.3,1774.6,1284.2,4447.9,1059.3,297.7,393.3,340.8,2103.1,1850.3,1600.2,305.3,1143.4
552.3,2.0,0.0,844.0,529.7,125.3,2783.0,117.2,703.0,403.6,343.7,1387.9,461.7,2572.4,541.9,4451.4,4448.5,1322.2,2570.2,1136.1,2842.4,4384.1,1775.8,1599.6,840.7,286.0,1101.7,979.1,1601.3,2025.5,2016.3,3333.8,1681.7,2948.4,1626.6,1625.3,1571.9,2651.0,894.4,1133.2,512.8,703.0,1284.6,1444.4,1772.5,1282.1,4449.9,1061.3,299.7,395.3,342.9,2105.1,1852.3,1602.3,307.3,1145.4
1342.4,756.6,758.6,0.0,654.0,856.1,3337.8,671.9,139.6,880.9,1110.6,2939.1,585.9,2003.9,1085.9,5006.2,5003.2,2188.0,2001.7,208.6,3397.1,4938.9,2506.7,2143.6,1720.5,1168.3,1832.5,1844.8,2145.4,2569.5,2560.3,3888.6,2225.7,3503.2,2181.4,2180.0,1384.2,3205.7,1117.7,1677.2,1056.8,926.2,1839.3,2995.6,2316.5,1363.0,5004.6,1792.2,854.5,950.1,1073.7,2836.0,3601.5,2157.0,1038.1,2011.2
1197.0,611.2,613.3,314.2,0.0,710.8,3192.4,526.6,173.3,914.7,929.2,1973.4,440.6,1858.5,1119.7,4860.8,4857.9,1907.7,1856.3,242.3,3251.8,4793.5,2361.3,2177.4,1426.2,871.5,1687.2,1564.6,2179.1,2603.2,2594.0,3743.2,2259.4,3357.8,2036.0,2034.7,1238.9,3060.4,972.3,1711.0,1090.5,780.8,1693.9,2029.8,2350.3,1396.7,4859.3,1646.8,709.1,804.7,928.3,2690.6,3456.2,2011.6,892.8,1730.9
427.0,139.3,141.3,957.5,643.3,0.0,2896.6,230.7,816.6,545.0,272.7,1262.6,575.2,2713.7,488.5,4565.0,4562.0,1196.9,2711.6,885.6,1653.0,4497.7,1650.5,1546.2,715.4,215.0,976.4,853.8,1547.9,1325.8,1316.6,3447.4,1628.3,1759.0,1740.2,1738.8,1685.4,1605.6,1008.0,1079.8,459.4,816.5,1398.1,1319.1,1719.1,1423.5,4563.4,936.1,413.3,508.9,217.6,1979.9,1727.0,1715.8,182.0,1020.2
4332.0,4184.3,4186.3,4764.1,4449.9,4283.8,0.0,4099.6,4623.2,4589.9,4502.2,5156.7,4381.9,7060.8,4728.2,967.0,964.0,5480.7,7058.7,4692.2,5072.2,1276.9,5791.2,5785.9,4999.2,4444.5,5283.0,5137.6,5787.7,5970.8,5471.2,5563.7,5868.0,5178.2,1493.1,1491.7,2269.4,4880.8,4814.6,5319.5,4699.1,4623.1,3514.4,5213.1,5958.8,5468.4,965.4,5219.9,3957.2,3939.7,4501.4,6120.5,5276.6,1430.3,4465.8,5304.0
670.4,146.9,148.9,726.8,412.5,246.4,2665.9,0.0,585.8,552.6,464.9,1509.0,344.5,1663.5,690.9,4334.3,4331.3,1443.4,1661.3,654.9,2725.2,4267.0,1897.0,1748.6,961.9,407.2,1222.8,1100.2,1750.3,2174.4,2165.2,3216.7,1830.6,2831.2,1509.5,1508.1,1454.7,2533.8,777.3,1282.2,661.8,585.8,1167.4,1565.5,1921.5,1431.1,4332.7,1182.5,182.5,278.2,464.0,2226.3,2929.6,1485.1,428.5,1266.6
1202.8,617.0,619.1,213.3,514.4,716.6,3198.2,532.4,0.0,741.4,971.0,2799.6,446.4,1864.3,946.4,4866.6,4863.7,2048.4,1862.1,69.0,3257.6,4799.3,2367.1,2004.1,1581.0,1028.7,1693.0,1705.2,2005.8,2429.9,2420.7,3749.0,2086.1,3363.6,2041.8,2040.5,1244.6,3066.2,978.1,1537.7,917.3,786.6,1699.7,2856.0,2177.0,1223.5,4865.1,1652.6,714.9,810.5,934.1,2696.4,3462.0,2017.4,898.6,1871.6
955.9,405.7,403.6,873.6,933.4,528.9,3186.7,520.8,741.4,0.0,229.6,2058.2,865.3,2168.7,205.0,4855.1,4852.1,1307.0,2166.6,732.4,2448.5,4787.8,1984.8,1262.7,839.6,287.3,1310.7,963.9,1264.4,1688.5,1679.3,3737.5,1344.7,2554.6,2030.3,2028.9,1975.5,3054.6,1298.1,796.3,175.9,1106.6,1688.2,2114.7,1435.6,878.5,4853.5,1159.4,703.4,799.0,746.5,2314.2,2522.6,2005.9,710.9,1130.2
