0.0,230.3,221.1,77.4,108.1,458.0,504.4,429.9,1556.4,1180.3,1742.6,70.1
230.3,0.0,451.4,307.7,122.2,688.3,734.6,271.3,1397.8,1021.7,1584.0,300.3
221.1,451.4,0.0,143.7,329.2,351.6,397.9,651.1,1777.5,1401.4,1963.7,151.1
77.4,307.7,143.7,0.0,185.5,380.6,427.0,507.3,1633.8,1257.6,1820.0,7.3
108.1,122.2,329.2,185.5,0.0,566.1,612.4,321.9,1448.3,1072.2,1634.5,178.1
534.3,764.6,427.9,457.0,642.4,0.0,46.3,964.3,2090.7,1714.6,2276.9,464.3
488.0,718.3,381.6,410.6,596.1,169.6,0.0,917.9,2044.4,1668.3,2230.6,418.0
429.9,271.3,651.1,507.3,321.9,887.9,934.3,0.0,1176.2,800.1,1362.4,500.0
1556.4,1397.8,1777.5,1633.8,1448.3,2014.4,2060.7,1176.2,0.0,376.1,564.9,1626.4
1180.3,1021.7,1401.4,1257.6,1072.2,1638.3,1684.6,800.1,376.1,0.0,562.3,1250.3
1742.6,1584.0,1963.7,1820.0,1634.5,2200.6,2246.9,1362.4,564.9,562.3,0.0,1812.6
70.1,300.3,151.1,7.3,178.1,388.0,434.3,500.0,1626.4,1250.3,1812.6,0.0
