0.0,2242.7,850.1,907.0,906.0,817.2,738.0,987.9,1059.7,803.8,753.5,1477.5,1760.8,801.7,895.1,1227.5,288.1,261.8,708.8,481.3,657.8,1364.8,1288.7,1153.7,1265.2,1100.4,1681.8,1445.6,1311.6,759.7,1282.6,1299.3,769.6,1224.1,1001.3,658.6,341.7,991.5,720.7,819.6,738.0,959.4,1457.7,1331.3,934.3,838.1,684.5,1497.7,801.1,934.4,349.4,1069.9,881.0,963.2,208.3,713.3,924.7,1483.2,1123.9,1337.9,2405.4,630.1,1583.4,680.2,654.2,837.8,334.1,550.8,615.1,800.6,1379.2,2896.8,3035.1,2793.1,2546.5,2375.7,2322.3,2890.4,2558.5,3014.8,2681.5,2703.2,3008.8,2811.7,2748.4,3268.8,739.9,1430.5,793.4,1026.5,1065.9,974.8,2544.9,2577.7,2964.3,2045.7,2194.1,1408.9,1139.6,871.4,804.0,1700.5,1375.9,428.4,862.0,1828.2,1833.6,1661.0,864.1,1084.6,2458.7,1307.7,979.8,409.1,2446.0,2293.0,1993.4,1086.6,1086.6,1692.8,1579.7,1217.8,1891.7,2002.1,1676.1,1467.6,782.7,1228.1,1207.3,1393.7,2876.5,1692.5,3599.1,2246.6,2909.3,2720.8,1079.8,1132.4,1580.9,2592.8
3411.5,0.0,3416.5,3853.0,3852.0,3763.3,3684.0,3436.9,3508.7,3252.8,3202.5,2859.3,2896.9,3747.8,3334.0,4173.6,3208.0,3380.1,3654.8,3427.4,3603.9,4310.8,4234.8,4099.8,4211.2,4046.5,4627.8,4391.6,4257.7,3208.7,4228.7,4245.3,3715.6,4593.2,3947.3,3604.7,3287.7,3937.6,3666.7,4049.8,3684.1,3905.4,4403.7,4277.3,3880.3,3784.2,3630.6,4443.7,3250.0,3880.4,3295.5,4015.9,3827.1,3909.2,3541.8,3297.4,3373.7,2865.0,4035.9,3869.1,2134.1,3576.2,2719.5,3626.2,3600.2,3286.7,3146.0,3293.6,3199.2,3746.7,4325.2,2949.4,3087.7,2639.6,2393.0,2222.1,2374.9,2943.0,2405.0,3067.4,2528.0,2755.8,3061.4,2864.3,2800.9,3321.4,3306.3,3400.0,3739.4,3074.5,4011.9,3920.8,2391.4,2630.3,3016.8,978.9,2042.4,4354.9,4085.7,3817.5,2378.1,2537.1,2950.0,1843.8,1725.6,3402.2,3407.7,3235.0,2279.4,1921.2,2351.0,2881.7,1816.4,1765.0,779.2,932.2,1363.0,1950.2,1950.2,3266.8,3153.7,2791.9,1261.3,1371.6,3250.2,2968.6,1646.3,2802.1,2622.7,2894.6,2768.8,3193.4,659.9,2116.4,2801.6,2613.1,2495.1,2547.7,3154.9,3456.4
507.9,1923.2,0.0,624.3,623.3,534.6,780.4,668.4,740.2,484.3,434.0,1158.0,1441.3,844.2,577.6,1270.0,304.4,476.4,751.2,523.8,375.2,1407.2,1331.2,1196.2,1307.6,1142.9,1724.2,1488.0,1354.1,440.2,1325.0,1341.7,812.0,1266.6,1043.7,701.0,384.1,708.9,763.1,862.0,780.5,1001.8,1500.1,1373.7,651.6,738.9,727.0,1540.1,481.6,976.8,391.8,1112.3,923.5,680.5,638.2,346.2,605.2,1163.7,1166.3,1407.5,2447.8,672.5,1263.9,722.6,371.5,518.2,242.4,390.0,248.0,518.0,1421.6,2939.3,3077.6,2835.5,2588.9,2418.1,2364.7,2932.8,2601.0,3057.2,2723.9,2745.6,3051.2,2854.2,2790.8,3311.2,390.1,1402.1,510.7,707.0,1108.3,692.1,2587.4,2620.1,3006.7,1726.2,1874.6,1451.3,1182.1,913.8,924.4,1705.6,1496.3,420.9,867.0,2009.6,2015.0,1842.4,356.2,1089.6,2640.1,1428.1,984.9,449.2,2451.0,2298.0,1998.4,1091.6,1091.6,1874.2,1761.1,1399.3,1896.8,2007.1,1857.6,1210.3,787.7,1348.5,699.4,1136.3,3057.9,1435.1,3604.1,2428.0,3090.7,2902.2,908.9,961.6,1762.3,2597.8
656.2,2071.5,485.3,0.0,541.2,452.5,928.7,816.7,836.3,632.6,582.3,1306.2,1589.6,992.5,725.9,1418.2,452.7,624.7,899.5,672.0,293.0,1555.5,1479.4,1344.5,1455.9,1291.1,1872.5,1636.3,1502.3,588.5,1473.3,1490.0,960.3,1414.8,1192.0,849.3,532.4,626.8,782.0,1010.3,928.7,1150.1,1648.4,1522.0,27.3,656.8,875.2,1688.4,629.8,1125.1,540.1,1260.6,1071.7,598.4,786.5,494.4,753.5,1312.0,1314.6,1325.4,2596.1,820.8,1412.2,870.9,289.4,666.5,390.7,538.3,396.2,435.9,1569.9,3087.5,3225.8,2983.8,2737.2,2566.4,2513.0,3081.1,2749.3,3205.5,2872.2,2893.9,3199.5,3002.4,2939.1,3459.5,375.1,1320.0,428.6,855.3,1256.6,67.8,2735.6,2768.4,3155.0,1874.4,2022.9,1599.6,1330.3,1062.1,981.3,2142.1,1553.2,870.0,1303.5,2066.5,2071.9,1899.3,980.6,1526.1,2697.0,1485.0,1421.4,850.6,2887.5,2734.5,2434.9,1528.1,1528.1,1931.1,1818.0,1456.1,2333.3,2443.6,1914.4,1194.1,1224.2,1434.7,683.2,1120.1,3114.8,1418.9,4040.6,2484.9,3147.6,2959.1,423.6,476.2,1819.2,3034.3
905.8,2321.2,735.0,249.7,0.0,702.1,641.3,1066.4,1086.0,882.3,832.0,1555.9,2071.9,705.0,975.6,1306.3,702.4,785.6,787.5,560.1,542.7,1443.5,1367.4,1232.5,1343.9,1179.2,1760.5,1524.3,1390.4,838.1,1361.3,1378.0,672.9,1302.9,1080.0,602.8,632.2,876.5,489.5,722.9,641.3,1038.1,1536.4,1410.0,277.0,364.3,587.8,1576.4,879.5,1013.1,701.0,973.2,784.3,305.9,1036.2,744.1,1003.1,1561.7,1027.2,1241.2,2484.1,708.8,2014.3,583.5,539.1,916.2,640.4,788.0,645.9,685.5,1457.9,2975.6,3113.9,2871.8,2625.2,2454.4,2401.0,2969.1,2637.3,3093.5,2760.2,2781.9,3087.5,2890.5,2827.1,3347.5,624.8,1333.8,136.1,1105.0,1144.6,317.5,2623.7,2656.4,3043.0,2124.1,2272.6,1487.6,1042.9,774.7,980.3,2141.1,1579.3,869.0,1302.5,2065.5,2070.9,1898.3,1010.8,1525.1,2696.0,1511.1,1420.3,849.6,2886.5,2733.5,2433.9,1527.1,1527.1,1930.0,1817.0,1455.1,2332.3,2442.6,1918.1,944.4,1223.2,1185.0,433.5,870.4,3113.8,1169.2,4039.6,2483.9,3146.6,2958.1,173.9,226.5,1818.2,3033.3
994.6,2409.9,823.8,338.4,88.8,0.0,730.0,1155.1,1174.7,971.0,920.7,1644.7,2160.7,793.8,1064.4,1395.0,791.1,874.3,876.3,648.8,631.5,1532.3,1456.2,1321.2,1432.7,1267.9,1849.3,1613.1,1479.1,926.9,1450.1,1466.8,761.7,1391.6,1168.8,691.5,721.0,174.3,578.2,811.6,730.1,1126.9,1625.2,1498.8,365.7,453.0,676.6,1665.2,968.3,1101.9,789.7,1061.9,873.1,394.6,1124.9,832.9,1091.9,1650.4,1115.9,1330.0,2572.9,797.6,2103.0,672.2,627.8,1005.0,729.1,876.7,734.7,774.3,1546.7,3064.3,3202.6,2960.6,2714.0,2543.2,2489.8,3057.9,2726.0,3182.3,2849.0,2870.7,3176.3,2979.2,2915.9,3436.3,713.6,1422.5,224.9,1193.7,1233.4,406.2,2712.4,2745.2,3131.7,2212.9,2361.3,1576.4,1131.7,863.5,891.5,2052.3,1490.5,780.2,1213.8,1976.7,1982.2,1809.5,922.1,1436.4,2607.2,1422.3,1331.6,760.9,2797.7,2644.7,2345.2,1438.3,1438.3,1841.3,1728.2,1366.4,2243.5,2353.8,1829.4,855.6,1134.5,1096.2,344.8,781.7,3025.0,1080.5,3950.9,2395.2,3057.8,2869.3,876.1,928.7,1729.4,2944.6
1099.2,2673.2,1219.6,1276.5,1302.5,1213.8,0.0,1290.2,1218.4,1234.3,1184.0,2040.8,1838.9,63.8,1325.6,680.1,797.7,864.5,691.1,463.6,1027.3,1199.1,912.3,1021.5,1133.0,720.0,1327.2,1032.9,874.7,1190.2,818.1,751.8,343.6,730.5,453.8,506.3,711.1,1388.1,568.4,489.9,0.1,941.7,1440.0,1313.6,1303.7,685.9,354.9,1303.5,1231.5,518.6,779.9,331.9,143.1,1332.6,902.3,1143.8,1355.2,2046.6,794.2,1008.3,2387.7,612.4,1781.3,350.5,1023.6,1268.2,764.5,981.3,1045.6,1140.5,966.5,2879.1,3017.4,2775.4,2528.8,2358.0,2304.6,2872.7,2540.8,2997.1,2663.8,2685.5,2991.1,2794.0,2730.6,3251.1,1109.4,1100.8,1162.9,1457.0,964.6,1344.2,2527.2,2560.0,2946.5,2476.1,2624.6,996.2,401.7,541.8,425.0,1973.0,588.7,700.9,1134.5,1211.5,1319.1,1465.4,1136.6,1357.1,2263.1,520.5,1252.3,681.6,2718.5,2565.5,2265.9,1359.1,1359.1,1076.1,1384.1,1022.3,2164.2,2274.6,904.6,722.2,1055.2,440.9,674.7,648.2,2680.9,947.0,3871.6,2051.1,2713.7,2525.2,815.2,867.8,1385.3,2865.3
1408.0,2823.4,900.2,883.9,634.2,545.5,1095.9,0.0,71.7,1200.4,1150.1,1973.9,1772.0,1159.7,1477.8,1848.3,1204.6,1376.6,1421.8,1194.3,850.7,2077.7,2001.7,1866.7,1978.1,1813.4,2394.8,2201.2,2043.0,1156.3,1986.3,1920.1,1127.6,1763.4,1549.7,1237.0,1284.2,719.8,1123.7,822.9,1096.0,1672.4,2170.7,2044.3,911.2,998.5,958.0,2210.6,1197.6,1614.5,1292.0,1427.8,1239.0,940.1,1538.4,1084.1,229.3,1979.6,1206.1,1039.3,3118.4,1343.1,1714.4,1038.1,847.1,1234.3,1142.6,1290.2,985.9,472.2,2134.8,3609.8,3748.1,3506.1,3259.5,3088.7,3035.3,3603.4,3271.5,3727.8,3394.5,3416.2,3721.7,3524.7,3461.3,3981.8,789.9,1033.9,770.3,1607.2,1778.9,951.7,3257.9,3290.7,3677.2,2626.3,2774.8,2164.5,1497.6,1181.9,1123.3,1725.9,1567.0,589.0,887.4,2147.4,2152.9,1980.2,376.6,1110.0,2777.9,1498.7,1005.2,510.2,2471.4,2318.4,2018.8,1112.0,1112.0,2012.0,1898.9,1537.1,1917.1,2027.5,1905.8,932.0,808.1,1172.7,421.2,858.1,3195.7,1156.9,3624.5,2565.9,3228.5,3040.0,1240.3,1292.9,1900.1,2618.2
1336.3,2751.6,828.4,812.2,562.5,473.7,1024.2,71.7,0.0,1128.7,1078.4,1902.1,1700.3,1088.0,1406.1,1776.6,1132.8,1304.9,1350.0,1122.6,779.0,2006.0,1929.9,1795.0,1906.4,1741.7,2323.0,2129.4,1971.2,1084.5,1914.6,1848.3,1055.8,1691.7,1478.0,1165.3,1212.5,648.1,1052.0,751.2,1024.2,1600.6,2098.9,1972.5,839.5,926.8,886.2,2138.9,1125.9,1542.8,1220.2,1356.1,1167.2,868.4,1466.6,1012.3,301.0,1907.9,1134.4,967.6,3046.6,1271.3,1642.6,966.4,775.3,1162.6,1070.8,1218.4,914.1,400.4,2063.1,3538.1,3676.4,3434.3,3187.7,3016.9,2963.5,3531.6,3199.8,3656.0,3322.7,3344.4,3650.0,3453.0,3389.6,3910.0,718.2,962.1,698.6,1535.4,1707.1,880.0,3186.2,3218.9,3605.5,2554.6,2703.0,2092.8,1425.8,1110.2,1235.2,1797.7,1495.2,660.7,959.1,2141.0,2224.6,2052.0,448.3,1181.8,2849.7,1427.0,1077.0,582.0,2543.1,2390.1,2090.5,1183.7,1183.7,2005.5,1970.7,1608.8,1988.9,2099.2,1834.1,860.3,879.8,1100.9,349.5,786.3,3267.5,1085.2,3696.2,2637.6,3300.3,3111.8,1259.9,1312.5,1971.9,2689.9
1592.1,3007.5,1084.3,1068.0,818.3,729.6,1280.0,184.1,255.8,0.0,1334.2,2158.0,1956.1,1343.8,1661.9,2032.4,1388.7,1560.7,1605.9,1378.4,1034.8,2261.8,2185.8,2050.8,2162.2,1997.5,2578.9,2385.3,2227.0,1340.4,2170.4,2104.2,1311.6,1947.5,1733.8,1421.1,1468.3,903.9,1307.8,1007.0,1280.1,1856.5,2354.8,2228.3,1095.3,1182.6,1142.0,2394.7,1381.7,1798.6,1476.1,1611.9,1423.1,1124.2,1722.5,1268.2,120.9,2163.7,1390.2,1223.4,3302.5,1527.2,1898.5,1222.2,1031.2,1418.4,1326.7,1474.3,1170.0,656.3,2318.9,3793.9,3932.2,3690.2,3443.6,3272.8,3219.4,3787.5,3455.6,3911.9,3578.6,3600.3,3905.8,3708.8,3645.4,4165.8,974.0,1218.0,954.4,1791.3,1963.0,1135.8,3442.0,3474.8,3861.3,2810.4,2958.9,2348.6,1681.7,1366.0,939.2,1541.8,1511.1,404.9,703.3,1963.4,1968.8,1796.1,192.5,925.9,2593.8,1442.8,821.1,326.1,2287.3,2134.3,1834.7,927.9,927.9,1827.9,1714.8,1353.0,1733.0,1843.4,1811.3,1510.5,624.0,1363.2,999.7,1436.6,3011.6,1735.4,3440.4,2381.8,3044.4,2855.9,1056.2,1108.8,1716.0,2434.1
