0.0,1553.2,1397.4,1409.6,1259.5,1569.4,1697.5,1587.6,1524.6,1983.9,2340.2,2048.2,2081.3,2072.9,1407.9,1488.9,1271.1,1843.4,1624.6,2526.4,1524.6,2275.5,1455.6,1613.9,1553.2,1286.8,1616.1,2000.8,2268.0,2041.2,2396.9,2670.4,2212.3,2232.3,2730.7,1805.1,2265.8,1639.0,1568.9,1697.5,1841.1,2265.4,2073.2,2859.0,2608.2,2689.3,1515.4,1752.3,1023.1,3765.9,2611.1,1936.4,4142.1,2676.9,2784.9,2348.8,2360.8,5161.5,3261.5,2689.7,3032.3,3871.0,2742.3,2728.9,3069.5,3068.8,3089.1,2318.9,861.0,2471.3,3261.5,2868.9,2610.8,1938.9
4680.5,0.0,155.9,527.9,293.7,278.8,364.4,297.0,147.2,325.6,849.4,557.4,2343.4,897.3,526.3,198.3,465.8,752.6,133.8,1035.6,147.2,2395.3,650.3,1875.9,0.0,481.6,706.1,981.3,777.2,2161.0,2516.7,2307.5,721.5,741.5,1711.2,2067.2,774.9,434.3,278.4,364.4,750.3,774.6,897.0,2118.9,2728.0,1198.5,1777.4,241.1,1003.8,2275.1,1120.2,271.7,2395.5,2301.0,3074.6,2468.6,2480.6,3416.0,1770.7,1198.9,2040.3,3990.8,2862.1,1238.1,2712.8,2479.5,1598.3,2438.7,1238.3,2591.1,1770.7,2512.3,1120.0,2058.7
4773.9,155.9,0.0,372.1,137.9,172.0,300.2,190.2,127.3,419.1,942.9,650.9,2061.3,990.8,370.5,91.5,310.0,846.0,227.2,1129.1,127.3,2113.2,494.5,1593.8,155.9,325.7,655.0,1074.7,870.7,1878.9,2234.6,2508.1,814.9,835.0,1804.7,1785.1,868.4,601.5,171.6,300.2,843.8,868.1,990.4,2212.4,2445.9,1291.9,1495.3,334.6,721.7,2368.5,1213.7,292.4,2488.9,2514.6,3168.0,2186.5,2198.5,3509.4,1864.1,1292.4,2133.8,3708.7,2580.0,1331.5,2907.1,2572.9,1691.7,2156.6,956.2,2309.0,1864.1,2706.6,1213.5,1776.6
4852.1,234.1,78.2,0.0,91.5,250.3,378.4,268.5,205.5,497.3,1021.1,729.1,2014.9,1069.0,324.1,169.8,263.6,924.2,305.5,1207.3,205.5,2066.8,448.1,1547.5,234.1,279.3,608.6,1153.0,948.9,1832.5,2188.2,2461.7,893.1,913.2,1882.9,1738.7,946.6,555.1,249.8,378.4,922.0,946.3,1068.7,2290.6,2399.6,1370.2,1448.9,412.8,675.3,2446.7,1291.9,370.7,2567.2,2468.2,2576.2,2140.1,2152.1,3587.6,1942.4,1370.6,2212.0,3662.3,2533.7,1409.7,2860.8,2860.1,1769.9,2110.2,909.8,2262.7,1942.4,2660.3,1291.7,1730.2
4911.8,293.7,137.9,234.2,0.0,309.9,438.1,328.1,265.2,557.0,1080.8,788.7,1923.4,1128.7,232.6,229.4,172.1,744.4,365.1,1266.9,265.2,1975.3,356.6,1456.0,293.7,187.8,517.1,1212.6,1008.6,1741.0,2096.7,2370.2,952.8,972.9,1942.5,1647.2,1006.3,463.6,309.5,438.1,742.1,1005.9,1128.3,2558.8,2308.1,1429.8,1357.4,577.0,583.8,2506.4,1351.6,430.3,2642.3,2376.7,2484.7,2048.6,2060.6,4861.3,2002.0,1430.3,2271.7,3570.8,2442.2,1469.4,2769.3,2768.6,1829.6,2018.7,818.3,2171.2,2002.0,2568.7,1351.4,1638.7
4803.6,696.3,438.5,810.6,576.4,0.0,314.3,248.3,516.7,845.6,972.6,680.6,2863.4,1020.5,809.0,445.1,748.5,875.7,544.9,1158.8,516.7,2915.3,972.9,2396.0,696.3,764.2,829.3,1104.4,900.4,2681.0,3036.7,2430.7,844.6,864.7,1834.4,2587.2,898.1,1181.7,525.1,314.3,873.5,897.8,1020.1,2242.1,3248.1,1321.6,2297.4,761.2,1523.8,2398.2,1243.4,895.3,2915.5,2424.2,3594.6,2988.6,2771.9,3539.1,1893.9,1322.1,2163.5,4510.8,3382.2,1361.2,2836.0,2602.7,1721.4,2958.7,1758.3,3111.2,1893.9,2635.5,1243.2,2578.7
4489.3,382.0,300.2,672.3,438.1,387.2,0.0,110.0,378.4,531.4,658.3,366.3,2549.1,706.2,670.7,306.7,610.1,561.4,230.6,844.5,378.4,2601.0,658.6,2081.7,382.0,625.9,515.0,790.2,586.1,2366.7,2722.4,2116.4,530.3,550.4,1520.1,2272.9,583.8,867.4,386.8,0.0,559.2,583.5,705.9,1927.8,2933.8,1007.4,1983.2,446.9,1209.6,2083.9,929.1,581.0,2601.2,2109.9,3280.3,2674.3,2457.7,3224.8,1579.6,1007.8,1849.2,4196.5,3067.9,1046.9,2521.7,2288.4,1407.1,2644.5,1444.0,2796.9,1579.6,2321.2,928.9,2264.4
4599.3,297.0,190.2,562.3,328.1,277.3,110.0,0.0,268.4,560.2,768.3,476.3,2251.5,816.2,560.7,196.8,500.2,671.4,340.6,954.5,268.4,2303.4,684.7,1784.1,297.0,515.9,625.0,900.1,696.1,2069.1,2424.8,2226.4,640.3,660.4,1630.1,1975.3,693.8,596.1,276.8,110.0,669.2,693.5,815.8,2037.8,2636.2,1117.3,1685.5,475.7,911.9,2193.9,1039.1,433.6,2630.1,2219.9,3309.1,2376.7,2388.7,3334.8,1689.5,1117.8,1959.2,3898.9,2770.3,1156.9,2631.7,2398.3,1517.1,2346.8,1146.4,2499.3,1689.5,2431.2,1038.9,1966.8
4745.2,127.2,191.2,563.2,329.0,314.1,429.2,332.3,0.0,390.4,914.2,622.2,2408.1,962.1,561.6,233.6,501.1,817.3,198.6,1100.4,0.0,2460.0,685.6,1940.7,127.2,516.8,770.9,1046.1,842.0,2225.8,2581.5,2372.3,786.2,806.3,1776.0,2131.9,839.7,469.5,313.6,429.2,815.1,839.4,961.8,2183.7,2792.8,1263.3,1842.2,305.9,1068.6,2339.8,1185.0,307.0,2460.3,2365.8,3139.3,2533.3,2545.3,3480.7,1835.5,1263.7,2105.1,4055.5,2926.9,1302.8,2777.6,2544.3,1663.0,2503.5,1303.1,2655.9,1835.5,2577.1,1184.8,2123.5
4681.6,114.5,208.0,580.1,345.8,330.9,365.6,349.1,199.3,0.0,850.6,558.6,2281.6,898.5,578.4,250.4,517.9,753.7,135.0,1036.8,199.3,2333.5,702.4,1814.2,114.5,533.7,707.3,982.5,778.4,2099.2,2454.9,2728.4,722.6,742.7,1712.4,2005.4,776.1,599.9,330.5,365.6,751.5,775.8,898.2,2120.1,2666.3,1199.7,1715.7,179.4,942.1,2276.2,1121.4,313.5,2333.8,2734.9,3012.8,2406.8,2418.8,3417.1,1771.9,1200.1,2041.5,3929.0,2800.4,1239.2,2714.0,2480.7,1599.4,2377.0,1176.5,2529.4,1771.9,2513.5,1121.2,1996.9
3831.0,833.0,926.4,1298.5,1064.3,1049.4,624.3,734.2,917.8,982.3,0.0,257.1,3000.1,127.1,1296.9,968.9,1236.4,410.0,681.6,186.2,917.8,2204.7,744.3,2532.6,833.0,940.8,600.7,211.0,255.8,2312.3,2161.7,1537.2,692.4,113.8,940.9,2580.5,147.2,1318.4,1048.9,624.3,412.2,253.2,126.7,1348.6,2373.0,349.0,2434.1,897.8,1660.5,1425.6,350.0,1031.9,3052.2,1530.8,3731.3,2113.6,1878.5,2645.7,921.3,349.5,1270.1,3635.8,2507.1,467.8,1942.6,1709.2,748.8,2316.4,1895.0,3247.8,921.3,1742.0,349.8,2715.4
4123.1,575.9,669.3,1041.4,807.2,792.3,367.2,477.1,660.7,725.2,292.0,0.0,2743.0,339.9,1039.8,711.8,979.3,396.8,424.5,478.2,660.7,2794.9,635.9,2275.5,575.9,832.4,492.3,423.9,219.8,2560.6,2374.6,1750.1,435.3,184.1,1153.8,2466.8,217.5,1061.3,791.8,367.2,399.1,217.2,339.6,1561.5,2585.9,641.1,2177.0,640.7,1403.4,1717.7,562.8,774.8,2795.1,1743.6,3474.2,2326.4,2091.4,2858.6,1213.3,641.5,1482.9,3848.6,2720.0,680.7,2155.4,1922.1,1040.9,2838.3,1637.9,2990.7,1213.3,1954.9,562.6,2458.3
