0.0,5804.2,5090.9,5093.7,536.3,605.7,678.0,771.0,703.0,1029.5,612.2,1250.2,1069.2,4751.1,162.7,786.5,4560.4,1071.7,1382.7,1364.3,1505.3,1499.2,2103.6,4068.7,3715.5,4097.0,3991.7,3338.2,1863.8,3782.1,4266.5,3995.1,3995.1,3471.9,3687.2,3926.9,3987.1,4397.9,4375.5,3649.3,1551.2,1565.3,833.0,3900.0,1614.1,5155.1,3715.7,689.9,3648.5,4562.9,345.8,344.5,1252.6,1034.2,649.1,3638.1,3779.3,3715.1,1734.4,3410.6,3909.0,2286.5,3526.9,5951.8,1252.1,1028.4,3694.9,1026.5,1347.3,1986.3,4203.4,2598.0,3471.4,985.3,3626.8,3580.2,3831.3,3638.4,910.0,3229.5,1567.1,3976.7,773.2,3569.7,1247.3,446.6,770.9,2670.3,1818.4,808.8,1637.5,499.7,4294.6,724.6
4837.1,0.0,4508.3,4511.1,5143.3,5212.6,5284.9,6500.0,4380.2,6138.9,4280.9,5961.9,4533.0,4168.5,4825.3,4971.6,3977.7,6181.1,6173.6,6155.2,6296.2,6290.1,6815.3,8213.2,7860.0,8241.4,8136.2,7482.6,6575.5,3101.5,3585.9,3314.5,3314.5,2791.3,3006.6,3246.3,3306.5,3717.3,3694.9,7793.7,6342.1,5029.1,4296.8,8044.5,6405.1,10427.5,7860.2,4802.0,7793.0,3980.2,4612.8,4614.1,5964.3,6098.2,6370.8,7782.6,7923.7,7859.5,6435.2,2730.0,3228.4,3362.4,7353.9,9778.8,6361.5,6137.9,3014.3,5081.5,6048.1,4633.2,3522.8,7309.8,2790.8,5040.2,2946.2,7724.6,3150.7,2957.8,5621.7,3466.3,6268.0,3296.1,6502.2,2889.1,3916.5,5053.6,4937.8,7371.2,6519.3,4942.0,5101.3,4554.6,3614.0,5331.5
6882.6,6568.3,0.0,2.8,6595.5,6664.8,6737.1,6830.1,7257.4,5877.8,7109.8,6478.0,7566.8,10736.8,6819.2,6352.0,10546.1,5920.0,5376.6,5565.2,5706.2,5260.1,4148.5,3704.9,3351.7,3733.1,3627.9,2974.3,5071.4,9669.8,10154.2,9882.8,9882.8,9359.6,9575.0,9814.7,9874.8,10285.6,10263.2,3285.4,5752.1,8062.9,7330.6,3536.2,5325.2,5919.2,3351.9,6507.5,3284.7,10548.6,6900.2,6898.8,6480.4,5725.1,6708.2,3274.3,3415.4,3351.3,6298.4,9298.3,9796.7,9930.7,13922.2,10919.1,6030.6,5876.8,9582.6,7524.2,5712.5,7089.3,10091.1,3654.1,9359.1,7482.9,9514.6,3216.3,9719.0,9526.1,6137.8,10034.6,5932.4,9864.4,6832.3,9457.4,7691.2,6625.7,6549.2,5522.8,5275.8,6374.3,8135.1,6997.3,10182.3,6783.7
6879.8,6565.5,11073.8,0.0,6592.7,6662.0,6734.3,6827.4,7254.6,5875.0,7107.0,6475.2,7564.1,10734.0,6816.4,6349.2,10543.3,5917.2,5373.9,5562.4,5703.5,5257.4,4145.7,3702.1,3348.9,3730.4,3625.1,2971.6,5068.6,9667.0,10151.4,9880.0,9880.0,9356.8,9572.2,9811.9,9872.0,10282.8,10260.4,3282.7,5749.3,8060.1,7327.9,3533.4,5322.4,5916.4,3349.1,6504.7,3281.9,10545.8,6897.4,6896.1,6477.6,5722.4,6705.4,3271.5,3412.6,3348.5,6295.6,9295.5,9793.9,9927.9,13919.4,10916.3,6027.9,5874.0,9579.8,7521.4,5709.7,7086.5,10088.3,3651.3,9356.4,7480.1,9511.8,3213.6,9716.2,9523.3,6135.0,10031.9,5929.6,9861.7,6829.6,9454.7,7688.5,6622.9,6546.5,5520.0,5273.0,6371.5,8132.3,6994.5,10179.5,6780.9
1344.1,7572.8,6050.1,6052.9,0.0,132.1,141.7,297.5,1719.0,671.1,1571.4,1079.8,2028.4,5710.3,1280.8,1814.5,5519.6,713.2,1024.3,1005.9,1146.9,1140.8,1661.7,2979.1,4356.2,4737.6,4632.4,3978.8,1421.9,4741.2,5225.7,4954.3,4954.3,4431.0,4646.4,4886.1,4946.3,5357.1,5334.7,4289.9,1192.7,2524.5,1792.2,2386.5,1255.7,6923.7,4356.4,1705.8,4289.2,5522.1,1361.7,1360.4,1082.2,675.7,589.8,4278.8,4419.9,4355.7,2750.3,4369.8,4868.1,3245.7,4486.1,6849.6,893.7,670.0,4654.1,1985.7,2363.2,3002.2,5162.6,2156.1,4430.6,1944.5,4586.0,4220.8,4790.5,4597.6,1925.9,4188.7,2583.1,4935.9,299.7,4528.9,2206.5,1087.3,1786.9,2984.1,2777.5,1836.8,2596.7,1458.9,5253.7,251.0
1385.4,7614.1,6091.4,6094.2,802.9,0.0,944.6,338.8,1760.3,712.4,1612.7,1121.1,2069.7,5751.6,1322.1,1855.8,5560.9,754.5,1065.6,1047.2,1188.2,1182.1,1703.0,3020.4,4397.5,4778.9,4673.7,4020.1,1463.2,4782.5,5267.0,4995.6,4995.6,4472.3,4687.7,4927.4,4987.6,5398.4,5376.0,4331.2,1234.0,2565.8,1833.5,2427.8,1297.0,6965.0,4397.7,1747.1,4330.5,5563.4,1403.1,1401.7,1123.5,717.1,631.1,4320.1,4461.2,4397.1,2791.6,4411.1,4909.4,3287.0,4527.4,6890.9,935.0,711.3,4695.4,2027.0,2404.5,3043.5,5203.9,2197.4,4471.9,1985.8,4627.3,4262.1,4831.8,4638.9,1967.2,4230.0,2624.4,4977.2,341.0,4570.2,2247.8,1128.6,1828.2,3025.4,2818.8,1878.1,2638.0,1500.2,5295.0,118.9
1333.9,7562.6,6039.9,6042.6,751.4,883.5,0.0,287.2,1708.7,660.8,1561.1,1069.5,2018.1,5700.0,1270.5,1804.2,5509.3,703.0,1014.0,995.6,1136.6,1130.5,1651.4,2968.8,4345.9,4727.4,4622.2,3968.6,1411.6,4731.0,5215.4,4944.0,4944.0,4420.8,4636.2,4875.9,4936.0,5346.8,5324.4,4279.7,1182.5,2514.2,1782.0,2376.2,1245.5,6913.4,4346.1,1695.6,4278.9,5511.8,1351.5,1350.1,1072.0,665.5,579.6,4268.5,4409.7,4345.5,2740.0,4359.5,4857.9,3235.4,4475.8,6839.3,883.4,659.7,4643.8,1975.5,2352.9,2992.0,5152.3,2145.8,4420.3,1934.2,4575.8,4210.6,4780.2,4587.3,1915.6,4178.4,2572.8,4925.6,289.4,4518.6,2196.3,1077.0,1776.6,2973.8,2767.3,1826.5,2586.4,1448.6,5243.5,1002.4
1046.7,7275.4,5752.6,5755.4,464.2,596.3,605.8,0.0,1421.5,373.6,1273.9,782.3,1730.9,5412.8,983.3,1517.0,5222.1,415.8,726.8,708.4,849.4,843.3,1364.2,2681.6,4058.7,4440.2,4335.0,3681.4,1124.4,4443.8,4928.2,4656.8,4656.8,4133.6,4349.0,4588.7,4648.8,5059.6,5037.2,3992.5,895.3,2227.0,1494.8,2089.0,958.3,6626.2,4058.9,1408.4,3991.7,5224.6,1064.3,1062.9,784.7,378.3,292.4,3981.3,4122.5,4058.3,2452.8,4072.3,4570.7,2948.2,4188.6,6552.1,596.2,372.5,4356.6,1688.3,2065.7,2704.8,4865.1,1858.6,4133.1,1647.0,4288.6,3923.4,4493.0,4300.1,1628.4,3891.2,2285.6,4638.4,2.2,4231.4,1909.1,789.8,1489.4,2686.6,2480.1,1539.3,2299.2,1161.4,4956.3,715.2
581.6,5984.2,4578.0,4580.8,997.0,1066.3,1138.7,1231.7,0.0,1490.2,134.7,1430.1,556.3,4238.2,679.0,517.6,4047.5,1532.4,1641.8,1623.4,1764.5,1758.3,2283.6,4529.4,4176.2,4557.7,4452.4,3798.8,2043.7,3269.2,3753.6,3482.2,3482.2,2959.0,3174.3,3414.1,3474.2,3885.0,3862.6,4110.0,1810.3,1052.4,320.1,3008.4,1873.3,5335.1,4176.4,365.6,4109.2,4050.0,445.0,443.7,1432.5,1566.4,1109.8,4098.8,4239.9,4175.8,1914.3,2897.7,3396.1,1773.6,3014.0,5438.9,1712.8,1489.1,3182.0,935.2,1527.2,983.6,3690.5,2778.0,2958.5,893.9,3113.9,4040.8,3318.4,3125.5,1089.9,2716.6,1747.1,3463.8,1233.9,3056.8,734.4,907.3,446.6,2850.3,1998.4,586.5,1124.6,408.4,3781.7,1185.3
1161.8,6062.5,5867.8,5870.6,579.3,711.4,721.0,536.7,1536.6,0.0,1389.0,897.5,1846.1,5528.0,1098.4,1632.2,5337.2,42.2,472.9,454.5,595.5,589.4,1110.3,2427.7,2496.9,2770.9,2665.7,2012.1,870.5,4558.9,5043.3,4772.0,4772.0,4248.7,4464.1,4703.8,4764.0,5174.8,5152.4,2779.6,641.4,2342.2,1609.9,1835.1,704.3,5413.3,2846.0,1523.5,2778.8,5339.7,1179.4,1178.1,899.9,124.4,407.5,2768.4,2909.6,2845.4,2568.0,4187.5,4685.8,3063.4,4303.8,6298.2,222.6,1.1,4471.8,1803.4,2180.9,2819.9,4980.3,1604.7,4248.3,1762.2,4403.7,2710.5,4608.2,4415.3,1743.6,4006.4,2400.8,4753.6,538.9,4346.6,2024.2,905.0,1604.5,2359.7,2153.1,1654.5,2414.4,1276.6,5071.4,830.4
