0.0,2629.7,2371.8,1749.3,2460.4,788.6,2242.8,786.2,1069.3,1517.8,1478.1
2629.7,0.0,257.9,880.4,543.1,3418.2,4872.5,3415.9,3698.9,4147.4,4107.8
2371.8,257.9,0.0,622.5,326.8,3160.3,4614.5,3158.0,3441.0,3889.5,3849.8
1749.3,880.4,622.5,0.0,711.1,2537.9,3992.1,2535.5,2818.6,3267.1,3227.4
2460.4,584.7,326.8,711.1,0.0,3248.9,4703.2,3246.6,3529.6,3978.1,3938.4
779.4,3409.1,3151.2,2528.7,3239.8,0.0,1454.2,2.3,280.7,911.0,841.1
2233.7,4863.3,4605.4,3983.0,4694.0,1454.2,0.0,1456.6,1271.8,2365.2,2295.4
777.1,3406.8,3148.9,2526.4,3237.5,2.3,1456.6,0.0,283.0,908.7,838.8
1060.1,3689.8,3431.9,2809.4,3520.5,280.7,1271.8,283.0,0.0,1191.7,1121.8
1524.4,4154.1,3896.2,3273.7,3984.8,911.0,2365.2,908.7,1191.7,0.0,1227.8
1468.9,4098.6,3840.7,3218.3,3929.3,841.1,2295.4,838.8,1121.8,1227.8,0.0
