0.0,2771.6,2803.7,1644.1,1728.1,1594.1,1873.9,2035.4,1994.5,2048.8,2482.9,2581.3,618.1,394.2,750.1,228.9,647.7,444.8,1185.7,1556.1,896.3,3183.3,1743.0,1742.9,3276.0,1238.0,3206.6,1553.7,49.0,687.6,1996.8,2621.2,13738.8,2773.2,2803.2,662.3,2578.8,2173.8,14052.5,2542.6,4366.9,3094.6,1882.5,125.1,3433.7,1188.9,1240.2,537.4,481.2,1360.5,1594.1,1344.3,1294.1,1245.4,1061.5,2884.4,1446.6,3209.0,2973.0,896.3,2044.9,852.9,664.8,2732.1,13514.3,14264.5,2355.8,13436.0,13241.7,2047.1
1674.2,0.0,32.1,253.2,124.9,203.2,483.0,3686.9,603.5,657.9,436.3,412.6,1104.1,1849.8,2027.1,1684.6,2299.2,1900.5,2837.2,3207.6,2547.8,561.2,352.1,352.0,935.3,2889.5,4858.1,3205.2,1723.2,2339.1,605.9,452.5,12743.1,1.5,31.6,2313.8,410.2,782.8,13056.8,672.5,2763.7,1491.3,279.3,1799.3,1830.5,2840.4,2891.7,1898.6,1936.9,3012.0,3245.7,2995.8,2945.6,2896.9,660.7,1281.2,3098.1,4860.5,1011.3,1238.5,441.7,2504.4,1307.9,819.0,12518.6,13268.8,741.7,12440.3,12246.0,656.2
1642.2,393.2,0.0,221.1,92.9,171.1,450.9,3654.9,571.5,625.8,404.2,380.6,1072.0,1817.8,1995.0,1652.5,2267.2,1868.4,2805.2,3175.5,2515.7,529.1,320.0,319.9,903.2,2857.5,4826.0,3173.1,1691.1,2307.0,573.8,420.5,12711.0,394.7,424.7,2281.7,378.1,750.8,13024.8,640.5,2731.6,1459.3,247.2,1767.2,1798.4,2808.3,2859.7,1866.6,1904.8,2979.9,3213.6,2963.7,2913.5,2864.8,628.6,1249.1,3066.1,4828.5,979.2,1206.5,409.6,2472.4,1275.8,786.9,12486.5,13236.8,709.7,12408.2,12214.0,624.1
1596.1,559.4,591.4,0.0,259.1,125.1,404.9,3608.8,525.4,579.7,570.4,546.8,1026.0,1771.7,1949.0,1606.5,2221.1,1822.4,2759.1,3129.5,2469.6,695.4,273.9,273.8,1069.4,2811.4,4779.9,3127.0,1645.1,2260.9,527.7,586.7,12877.2,560.9,590.9,2235.6,544.3,704.7,13191.0,507.1,2897.8,1625.5,413.4,1721.2,1964.7,2762.3,2813.6,1820.5,1858.7,2933.8,3167.5,2917.6,2867.4,2818.8,582.6,1415.4,3020.0,4782.4,1145.4,1160.4,575.8,2426.3,1229.7,953.1,12652.7,13403.0,875.9,12574.5,12380.2,578.0
1695.6,404.2,436.3,274.6,0.0,224.6,504.4,3708.3,518.3,572.6,415.3,391.6,1125.5,1871.2,2048.5,1706.0,2320.6,1921.9,2858.6,3229.0,2569.1,540.2,266.8,266.7,914.2,2910.9,4879.5,3226.5,1744.6,2360.4,520.6,431.5,12722.1,405.8,435.8,2335.2,389.2,697.6,13035.8,651.5,2742.7,1470.3,258.2,1820.7,1809.5,2861.8,2913.1,1920.0,1958.3,3033.3,3267.0,3017.2,2966.9,2918.3,682.1,1260.2,3119.5,4881.9,990.3,1259.9,420.7,2525.8,1329.2,798.0,12497.6,13247.8,720.7,12419.3,12225.0,570.9
1546.1,509.4,541.4,125.1,209.1,0.0,279.8,3558.8,400.3,454.7,520.4,496.8,976.0,1721.7,1899.0,1556.5,2171.1,1772.4,2709.1,3079.5,2419.6,645.4,148.9,148.8,1019.4,2761.4,4729.9,3077.0,1595.1,2210.9,402.7,536.7,12827.2,510.9,540.9,2185.6,494.3,579.6,13141.0,756.7,2847.8,1575.5,363.4,1671.2,1914.7,2712.3,2763.6,1770.5,1808.7,2883.8,3117.5,2867.6,2817.4,2768.8,532.6,1365.4,2970.0,4732.4,1095.5,1110.4,525.8,2376.3,1179.7,903.1,12602.7,13353.0,825.9,12524.5,12330.2,453.0
1703.3,666.6,698.7,282.3,366.3,157.2,0.0,3716.0,304.5,358.8,677.7,654.0,1133.2,1878.9,2056.2,1713.7,2328.4,1929.6,2866.3,3236.7,2576.9,802.6,53.0,52.9,1176.6,2918.6,4887.2,3234.3,1752.3,2368.2,306.8,693.9,12984.5,668.2,698.2,2342.9,651.6,483.8,13298.2,913.9,3005.1,1732.7,520.6,1828.4,2071.9,2869.5,2920.8,1927.7,1966.0,3041.1,3274.8,3024.9,2974.7,2926.0,689.8,1522.6,3127.2,4889.7,1252.7,1267.6,683.1,2533.6,1337.0,1060.4,12760.0,13510.2,983.1,12681.7,12487.4,357.1
2031.8,4803.5,4835.5,3553.1,3637.1,3503.1,3782.9,0.0,3903.4,3957.7,4514.8,4613.1,2527.1,1965.5,2114.0,1933.7,1751.9,2016.2,1332.7,1703.1,2288.0,4073.4,3651.9,3651.8,5307.9,1517.6,1273.4,1700.6,2080.8,1791.7,3905.7,4653.0,15770.6,4805.0,4835.1,1668.4,4610.7,4082.7,16084.4,4574.5,6275.8,5003.5,3791.4,2156.9,5342.7,1335.9,1519.8,1901.4,1795.8,1507.4,1741.1,1623.9,1573.7,1525.0,2970.5,4793.4,1593.6,1275.9,5004.8,2928.2,3953.8,1182.5,2573.7,4763.9,15546.1,16296.4,4387.6,15467.8,15273.6,3956.0
1843.7,552.3,584.4,422.7,148.1,321.0,541.9,3856.4,0.0,586.9,563.4,539.7,1273.6,2019.3,2196.6,1854.1,2468.7,2070.0,3006.7,3377.1,2717.3,688.3,281.2,281.0,1062.4,3059.0,5027.6,3374.7,1892.7,2508.6,2.3,579.6,12870.2,553.9,583.9,2483.3,537.3,711.9,13184.0,799.6,2890.8,1618.4,406.4,1968.8,1957.6,3009.9,3061.2,2068.1,2106.4,3181.5,3415.2,3165.3,3115.1,3066.4,830.2,1408.3,3267.6,5030.0,1138.4,1408.0,568.8,2673.9,1477.4,946.1,12645.7,13396.0,868.8,12567.4,12373.1,585.2
1922.1,630.7,662.8,501.1,226.5,399.3,620.3,3934.8,78.4,0.0,641.8,618.1,1352.0,2097.7,2275.0,1932.5,2547.1,2148.4,3085.1,3455.5,2795.6,453.2,359.5,359.4,827.2,3137.4,5105.9,3453.0,1971.1,2586.9,80.7,658.0,12948.5,632.2,662.3,2561.7,615.7,790.3,13262.3,878.0,2655.6,1383.3,484.7,2047.2,1722.5,3088.3,3139.6,2146.5,2184.7,3259.8,3493.5,3243.7,3193.4,3144.8,908.6,1173.2,3346.0,5108.4,903.3,1486.4,333.6,2752.3,1555.7,1024.5,12724.1,13474.3,947.2,12645.8,12451.5,1.7
