0.0,111.8,941.4,787.5,680.9,842.8,742.2,214.2,694.1,1119.4
263.0,0.0,829.6,675.7,569.1,731.0,630.4,102.4,582.3,1007.6
1020.0,827.0,0.0,425.6,260.6,481.0,1224.7,781.4,1339.3,2138.5
1053.2,860.3,584.9,0.0,339.3,295.9,1258.0,814.6,1372.5,2171.8
759.4,566.5,260.6,165.1,0.0,220.4,964.2,520.8,1078.7,1877.9
935.7,742.8,467.5,187.1,221.8,0.0,1140.5,697.1,1255.1,2054.3
842.5,649.5,1224.7,1070.8,964.2,1126.1,0.0,603.9,1161.8,913.8
238.6,102.4,784.0,630.0,523.4,685.4,584.8,0.0,557.9,983.2
559.5,563.9,1341.9,1187.9,1081.3,1243.3,1142.7,557.9,0.0,613.4
984.8,989.2,2138.5,1984.5,1877.9,2039.9,913.8,983.2,613.4,0.0
