0.0,720.1,1306.3,5281.2,6878.4,4177.4,1684.0,1309.0,743.4,820.4,7265.2,1010.7,425.6,601.4,1291.1,1999.9
720.1,0.0,889.4,4800.2,6397.4,3760.5,1267.1,892.1,326.5,252.5,6784.2,529.7,417.3,241.5,810.1,1583.0
1153.3,583.6,0.0,5383.8,6981.0,4070.9,1577.5,2.7,636.9,836.1,7367.8,1113.4,727.7,551.9,1393.7,1893.4
5000.4,4519.4,5408.8,0.0,1748.0,8279.9,5786.6,5411.5,4845.9,4666.7,2134.8,3989.7,4940.6,4761.0,3709.4,6102.5
6597.6,6116.6,7006.0,1748.0,0.0,9877.1,7383.8,7008.7,6443.1,6263.9,386.8,5586.9,6537.8,6358.2,5306.6,7699.7
4144.3,3721.1,4029.4,8521.3,10118.5,0.0,2749.7,4032.1,3466.5,3973.6,10505.3,4250.9,3718.7,3542.9,4531.2,2143.3
1685.1,1262.0,1570.2,6062.2,7659.4,2783.9,0.0,1573.0,1007.4,1514.5,8046.1,1791.7,1259.5,1083.7,2072.0,606.4
1156.0,586.4,2.7,5386.6,6983.8,4073.6,1580.2,0.0,639.6,838.9,7370.5,1116.1,730.5,554.6,1396.4,1896.1
789.9,254.6,562.9,5054.8,6652.0,3692.3,1199.0,565.6,0.0,507.1,7038.8,784.3,364.3,188.5,1064.7,1514.9
820.4,252.5,1141.8,4947.4,6544.6,4012.9,1519.6,1144.6,579.0,0.0,6931.4,677.0,669.8,494.0,957.3,1835.5
6984.4,6503.4,7392.8,2134.8,386.8,10263.9,7770.5,7395.5,6829.9,6650.7,0.0,5973.7,6924.6,6744.9,5693.3,8086.4
1010.7,529.7,1419.1,4270.5,5867.7,4290.2,1796.9,1421.8,856.2,677.0,6254.4,0.0,950.9,771.3,280.3,2112.8
425.6,572.4,880.7,5221.4,6818.6,3751.8,1258.5,883.4,317.8,760.6,7205.4,950.9,0.0,175.8,1231.3,1574.4
601.4,396.6,704.9,5196.8,6794.0,3576.0,1082.6,707.6,142.0,649.1,7180.8,926.3,175.8,0.0,1206.7,1398.5
1291.1,810.1,1699.4,3990.1,5587.3,4570.5,2077.2,1702.2,1136.6,957.3,5974.1,280.3,1231.3,1051.6,0.0,2393.1
2001.0,1577.9,1886.1,6378.1,7975.3,2177.4,606.4,1888.9,1323.3,1830.4,8362.0,2107.6,1575.4,1399.6,2387.9,0.0
