0.0,2757.7,1643.0,2670.8,805.6,3189.2,1882.9,3171.5,3191.9,1134.0,2660.3,1204.6
2757.7,0.0,5664.0,2534.2,4316.3,7210.3,4907.5,2491.5,785.3,1689.8,3044.8,3930.9
1653.0,5674.1,0.0,3223.1,1357.8,1546.3,1156.5,3894.1,6108.3,3984.4,4447.4,1795.6
2670.8,2534.2,3213.0,0.0,1865.3,4759.3,4160.7,2971.1,2968.4,844.4,2600.6,4799.8
805.6,4316.3,1347.7,1865.3,0.0,2894.0,2295.4,4753.2,4750.5,2626.5,4382.7,2934.6
3199.3,7220.4,1546.3,4769.4,2904.1,0.0,2702.7,5440.4,7654.6,5530.6,5993.6,3341.9
2583.3,4907.5,1156.5,4153.4,2288.1,2702.7,0.0,3075.1,4302.5,4914.6,3628.4,1216.5
3171.5,2491.5,3894.1,2971.1,4753.2,5440.4,3075.1,0.0,1886.5,2126.7,553.3,2098.5
3191.9,785.3,6098.2,2968.4,4750.5,7644.5,4302.5,1886.5,0.0,2123.9,2439.8,3325.9
1134.0,1689.8,3974.3,844.4,2626.5,5520.5,4922.0,2126.7,2123.9,0.0,1756.1,5269.5
3724.8,3044.8,4447.4,2600.6,4382.7,5993.6,3628.4,553.3,2439.8,1756.1,0.0,2651.8
1204.6,3930.9,1795.6,4792.5,2927.2,3341.9,1216.5,2098.5,3325.9,5269.5,2651.8,0.0
