0.0,1351.2,1334.8,941.7,250.2,1292.0,1485.5,2246.5,961.9,3948.7,1565.6,4045.5,1925.0
1322.9,0.0,868.5,1605.4,993.9,1165.3,1019.2,2910.2,998.3,2597.4,214.4,4709.2,573.8
1298.9,834.9,0.0,1581.5,970.0,1660.4,723.5,2886.3,413.0,3432.3,1049.2,4685.3,1408.6
941.7,1633.8,1617.4,0.0,884.1,1574.5,1768.1,1304.8,1747.2,4231.2,1848.1,3103.8,2207.5
250.2,1022.3,1005.9,884.1,0.0,963.0,1156.6,2188.9,1135.7,3619.7,1236.7,3987.9,1596.1
1292.0,1165.3,1696.3,1574.5,963.0,0.0,1847.0,2879.3,1826.1,1677.4,1248.6,4678.3,1608.0
1480.8,1016.8,761.5,1763.4,1151.9,1842.3,0.0,3068.2,891.4,3614.2,1231.1,4867.2,1590.5
2290.9,2983.0,2966.5,1349.2,2233.3,2923.7,3117.3,0.0,2041.7,5580.4,3197.3,2014.6,3556.7
961.9,999.4,359.1,1746.0,1134.5,1825.0,888.1,1997.3,0.0,3596.9,1213.8,3796.3,1573.2
3920.3,2597.4,3465.9,4202.9,3591.4,1677.4,3616.6,5507.7,3595.8,0.0,2680.7,7306.7,2127.9
1537.2,214.4,1082.8,1819.8,1208.3,1248.6,1233.6,3124.6,1212.7,2680.7,0.0,4923.6,657.0
4045.5,4737.6,4721.2,3103.8,3987.9,4678.3,4871.9,1970.2,3796.3,7335.0,4951.9,0.0,5311.3
1896.6,573.8,1442.2,2179.2,1567.7,1608.0,1593.0,3484.0,1572.1,2127.9,657.0,5283.0,0.0
