0.0,2276.1,2039.2,519.4,2501.0,3529.0,1053.2,409.6,1092.3,652.4,4002.6,1465.3,827.0,652.8,688.6,1250.0,1208.5,768.7,274.6,814.5,849.1,359.4,912.5,611.3,977.6,1263.6,1052.9,654.2,1001.6,907.1,805.1,519.4,811.2,998.5,831.8,1090.3,909.8,656.8,814.4,401.0,612.8,689.8,3934.6,1454.6
2251.4,0.0,1325.6,2496.4,1787.4,5462.2,1572.9,2386.5,2578.9,2139.0,5935.8,3398.5,1669.7,2586.0,2621.8,1026.2,999.2,2348.3,2015.0,2301.1,1409.2,2577.9,1294.8,2432.4,2910.8,3196.8,1223.2,2587.4,1274.6,1571.2,2423.1,2496.4,2744.4,1277.6,2318.4,2577.0,1297.4,1626.2,1783.9,2195.1,2433.9,2623.0,5867.8,984.4
2014.5,1325.6,0.0,2259.4,503.2,5225.3,1335.9,2149.6,2342.0,1902.1,5698.8,3161.6,1432.8,2349.1,2384.8,789.2,698.6,2111.4,1778.0,2064.2,1172.2,2340.9,994.2,2195.5,2673.9,2959.9,986.3,2350.4,1037.6,1334.3,2186.2,2259.4,2507.5,1040.7,2081.5,2340.1,996.8,1389.3,1546.9,1958.2,2197.0,2386.0,5630.9,747.5
563.0,2472.3,2235.4,0.0,2697.2,3563.3,1249.4,226.1,1089.1,649.2,4036.9,1499.6,823.9,687.1,722.8,1446.2,1769.9,1354.1,965.2,811.4,1137.8,678.9,1124.5,533.5,1011.9,1297.9,1249.1,688.5,1197.8,904.0,625.8,0.0,845.5,1194.8,828.6,1087.2,1121.8,868.7,688.5,397.8,535.0,724.1,3968.9,1650.8
2476.3,1787.4,503.2,2721.2,0.0,5687.1,1797.8,2611.4,2803.8,2363.9,6160.6,3623.4,1894.6,2810.9,2846.6,1251.0,1160.4,2573.2,2239.8,2526.0,1634.1,2802.7,1456.0,2657.3,3135.7,3421.7,1448.1,2812.3,1499.4,1796.1,2648.0,2721.2,2969.3,1502.5,2543.3,2801.9,1458.7,1851.1,2008.7,2420.0,2658.8,2847.9,6092.7,1209.3
3520.5,5467.3,5230.4,3511.3,5692.2,0.0,4244.4,3401.5,4084.1,3644.2,473.6,2239.5,3818.9,3173.3,2972.1,4441.2,4764.9,3507.9,3512.7,3806.4,4132.8,3226.4,4119.5,3193.1,2542.9,2300.4,4244.1,3174.7,4192.8,3899.0,3620.8,3511.3,2786.1,4189.8,3823.6,4082.2,4116.8,3863.7,3683.5,3392.8,3194.5,2973.3,405.7,4645.8
1049.5,1541.7,1304.8,1294.4,1766.6,4260.2,0.0,1184.6,1376.9,937.1,4733.8,2196.5,467.7,1384.0,1419.8,515.6,839.3,1146.3,813.0,1099.2,207.2,1375.9,645.4,1230.5,1708.9,1994.9,318.5,1385.4,267.2,369.2,1221.2,1294.4,1542.5,264.1,1116.5,1375.0,642.8,424.2,581.9,993.2,1231.9,1421.0,4665.9,720.2
389.0,2298.3,2061.4,423.4,2523.2,3389.3,1075.4,0.0,915.1,475.2,3862.8,1325.6,649.9,513.1,548.8,1272.2,1595.9,1180.1,791.2,637.3,963.8,504.9,950.5,359.5,837.9,1123.9,1075.1,514.5,1023.8,730.0,451.8,423.4,671.5,1020.7,654.6,913.2,947.8,694.7,514.5,223.8,361.0,550.0,3794.9,1476.8
1002.1,2447.8,2210.8,1036.6,2672.6,4002.4,1224.8,602.7,0.0,405.6,4476.0,1938.7,799.3,1126.2,1162.0,1421.6,1745.3,1793.2,1404.3,567.7,1113.2,1118.1,1551.5,972.7,1451.0,1737.0,1224.5,1127.6,1173.2,879.4,963.3,1036.6,1284.7,1170.2,291.7,113.8,1548.8,1330.2,1026.0,735.4,974.1,1163.2,4408.1,1626.2
670.8,2116.4,1879.5,705.3,2341.3,3671.1,893.5,319.4,514.1,0.0,4144.7,1607.4,468.0,794.9,830.7,1090.3,1414.0,1461.9,1073.0,162.1,781.9,786.8,1220.1,641.3,1119.7,1405.7,893.2,796.3,841.9,548.1,632.0,705.3,953.3,838.9,253.7,512.2,1217.5,998.9,694.7,404.0,642.8,831.9,4076.7,1294.9
3994.1,5940.9,5704.0,3984.9,6165.8,473.6,4718.0,3875.1,4557.7,4117.8,0.0,2713.1,4292.4,3646.9,3445.6,4914.8,5238.5,3981.5,3986.2,4279.9,4606.4,3700.0,4593.0,3666.7,3016.5,2774.0,4717.7,3648.3,4666.4,4372.6,4094.4,3984.9,3259.7,4663.3,4297.2,4555.8,4590.4,4337.3,4157.0,3866.4,3668.1,3446.9,67.9,5119.4
1456.9,3403.7,3166.7,1447.6,3628.5,2239.5,2180.7,1337.8,2020.4,1580.6,2713.1,0.0,1755.2,1109.6,908.4,2377.5,2701.2,1444.2,1449.0,1742.7,2069.1,1162.7,2055.8,1129.4,479.2,236.7,2180.4,1111.0,2129.1,1835.3,1557.1,1447.6,722.4,2126.1,1760.0,2018.5,2053.1,1800.1,1619.8,1329.1,1130.9,909.6,2645.2,2582.1
810.5,1666.8,1429.9,845.0,1891.7,3810.8,443.9,735.2,927.6,487.7,4284.4,1747.2,0.0,934.7,970.4,640.7,964.4,1271.4,938.1,649.8,332.3,926.5,770.5,781.1,1259.5,1545.5,443.6,936.0,392.3,98.5,771.8,845.0,1093.1,389.2,667.1,925.6,767.9,549.3,707.0,543.8,782.6,971.6,4216.5,845.3
652.8,2599.6,2362.7,643.6,2824.5,3181.8,1376.7,533.7,1216.4,776.5,3655.3,1118.1,951.1,0.0,341.3,1573.4,1897.2,972.6,644.9,938.6,1265.1,358.7,1251.7,192.8,630.4,916.4,1376.4,1.4,1325.0,1031.3,753.1,643.6,464.0,1322.0,955.9,1214.5,1249.1,996.0,815.7,525.1,191.3,342.5,3587.4,1778.0
688.6,2635.4,2398.4,679.3,2860.2,2980.5,1412.4,569.5,1252.1,812.3,3454.1,916.8,986.9,341.3,0.0,1609.2,1932.9,771.3,680.7,974.4,1300.8,394.4,1287.5,361.1,429.2,715.2,1412.1,342.7,1360.8,1067.0,788.8,679.3,262.8,1357.8,991.6,1250.2,1284.8,1031.8,851.5,560.8,362.6,1.2,3386.2,1813.8
1225.3,1026.2,789.2,1470.2,1251.0,4436.0,546.7,1360.4,1552.7,1112.9,4909.6,2372.4,643.5,1559.8,1595.6,0.0,323.7,1322.2,988.8,1275.0,383.0,1551.7,619.3,1406.3,1884.7,2170.7,197.1,1561.2,248.4,545.1,1397.0,1470.2,1718.3,251.4,1292.3,1550.8,622.0,600.0,757.7,1169.0,1407.7,1596.8,4841.7,204.6
1197.6,999.2,697.1,1793.9,1158.9,4759.7,870.4,1684.1,1876.5,1436.6,5233.3,2696.1,967.3,1883.6,1919.3,323.7,0.0,1294.4,961.1,1598.7,706.7,1875.4,295.6,1730.0,2208.4,2494.4,520.8,1884.9,572.1,868.8,1127.2,1793.9,2042.0,575.1,1616.0,1874.5,298.3,572.3,730.0,1492.7,1731.5,1920.5,5165.4,282.0
768.7,2373.0,2136.1,1310.6,2597.9,3516.4,1150.1,1200.8,1883.4,1443.5,3990.0,1452.7,1246.9,972.6,771.3,1346.9,1305.4,0.0,532.3,1605.6,946.0,896.3,1009.4,992.3,965.0,1251.0,1149.8,974.0,1098.5,1148.4,902.0,1310.6,798.6,1095.4,1622.9,1881.5,1006.7,753.6,911.3,978.0,993.8,772.6,3922.0,1551.5
274.6,2045.1,1808.2,921.7,2270.0,3521.1,822.2,811.9,1494.5,1054.6,3994.7,1457.4,919.0,644.9,680.7,1019.0,977.5,537.7,0.0,1216.7,618.1,351.5,681.5,603.5,969.8,1255.8,821.9,646.3,770.6,820.5,574.1,921.7,803.4,767.5,1234.0,1492.6,678.8,425.8,583.4,803.2,604.9,681.9,3926.8,1223.6
832.9,2278.6,2041.6,867.4,2503.4,3833.2,1055.6,481.5,676.3,162.1,4306.8,1769.5,630.1,957.0,992.8,1252.4,1576.1,1624.0,1235.1,0.0,944.0,948.9,1382.3,803.5,1281.8,1567.8,1055.3,958.4,1004.0,710.2,794.1,867.4,1115.5,1001.0,415.8,674.3,1379.6,1161.1,856.8,566.2,804.9,994.0,4238.9,1457.0
842.3,1427.0,1190.1,1127.6,1651.9,4093.4,204.1,1017.7,1210.1,770.2,4567.0,2029.7,300.9,1217.2,1253.0,400.8,724.6,939.1,605.8,932.3,0.0,1209.1,438.2,1063.6,1542.0,1828.0,203.8,1218.6,152.4,202.4,771.9,1127.6,1375.6,149.4,949.6,1208.2,435.6,217.0,374.7,826.3,1065.1,1254.2,4499.0,605.4
359.4,2591.5,2354.5,635.4,2816.3,3234.9,1368.5,525.6,1208.2,768.4,3708.4,1171.2,943.0,358.7,394.4,1565.3,1889.0,896.3,351.5,930.5,1256.9,0.0,1040.0,317.2,683.5,969.5,1368.2,360.1,1316.9,1023.1,744.9,635.4,517.1,1313.9,947.8,1206.3,1037.4,784.3,807.6,516.9,318.7,395.7,3640.5,1769.9
902.0,1295.2,993.1,1160.5,1455.0,4126.3,673.2,1050.7,1679.2,1239.3,4599.9,2062.6,770.0,1250.1,1285.9,619.7,296.0,998.8,665.5,1401.4,469.1,1029.5,0.0,1096.6,1574.9,1860.9,672.9,1251.5,621.5,671.5,831.6,1160.5,1408.6,618.5,1418.7,1677.3,2.7,276.7,434.4,725.0,1098.0,1287.1,4532.0,578.0
611.3,2446.0,2209.1,490.0,2670.9,3201.5,1223.1,380.2,1062.8,622.9,3675.1,1137.9,797.6,192.8,361.1,1419.9,1743.6,992.3,603.5,785.1,1111.5,317.2,1098.2,0.0,650.2,936.2,1222.8,194.2,1171.5,877.7,599.5,490.0,483.8,1168.5,802.3,1060.9,1095.5,842.4,662.2,371.5,1.5,362.3,3607.2,1624.5
977.6,2924.4,2687.5,968.4,3149.3,2551.4,1701.5,858.6,1541.2,1101.3,3024.9,487.7,1276.0,630.4,429.2,1898.3,2222.0,965.0,969.8,1263.4,1589.9,683.5,1576.6,650.2,0.0,286.0,1701.2,631.8,1649.9,1356.1,1077.9,968.4,243.2,1646.8,1280.7,1539.3,1573.9,1320.8,1140.6,849.9,651.6,430.4,2957.0,2102.9
