0.0,689.0,871.1,1368.2,1605.8,1642.7,1424.2,1686.8,951.0,987.1,951.1,1075.1,1160.1,1313.2,1020.6,961.5,854.1,823.6,1546.2,885.6,1581.1,959.3,1248.4,978.6,986.7,1161.6,1070.6,1105.2,1119.7,1016.8,973.8,1568.5,1015.7,1067.3,1528.5,779.6,1345.3,688.9,826.3,1424.7,856.1,1614.9,2381.0,1761.2,1575.8,1846.6,1341.4,1276.9,1626.5,1332.9,2410.6,978.6,2107.6,826.3,654.4,1165.2,1071.2,701.3,1290.7
2709.2,0.0,753.5,857.7,1095.3,1132.2,913.7,1176.3,373.8,600.5,373.6,1716.5,1801.6,1954.6,1662.0,1602.9,1495.6,1168.9,1035.7,266.8,1070.6,448.8,737.9,1620.1,600.1,1803.1,1712.0,1746.7,1761.2,1658.3,1615.3,1058.0,505.2,556.8,1018.0,160.8,834.8,0.1,1171.6,2066.2,1497.6,1104.4,3022.5,1250.7,1065.3,1336.1,1982.9,1918.3,1116.0,1974.4,3052.1,1620.1,2749.1,1467.7,1295.9,1806.7,1712.7,1342.8,785.0
2472.3,542.9,0.0,620.8,858.5,895.4,676.9,939.4,203.6,363.6,203.8,1479.7,1564.8,1717.8,1425.2,1366.1,1258.7,932.0,798.9,310.5,833.8,128.6,501.1,1383.2,363.3,1566.2,1475.2,1509.8,1524.3,1421.4,1378.5,821.1,268.4,320.0,781.2,515.9,598.0,542.8,934.7,1829.3,1260.7,867.6,2785.6,1013.9,828.4,1099.3,1746.0,1681.5,879.1,1737.5,2815.2,1383.2,2512.3,1230.9,1059.0,1569.8,1475.9,1105.9,419.6
2746.2,816.7,790.5,0.0,559.1,596.0,377.6,488.3,477.4,637.4,477.6,1753.5,1838.6,1991.6,1699.0,1639.9,1532.5,1205.9,499.6,584.4,534.4,485.8,201.8,1657.0,637.1,1840.1,1749.0,1783.7,1798.2,1695.2,1652.3,521.8,346.0,294.4,481.9,789.7,298.7,816.6,1208.6,2103.2,1534.5,568.2,3059.5,393.1,207.6,478.4,2019.9,1955.3,258.3,2011.4,3089.0,1657.0,2786.1,1504.7,1332.9,1843.7,1749.7,1379.8,822.0
2880.0,1038.3,992.8,304.0,0.0,333.8,181.6,265.0,637.7,839.8,637.6,1887.3,1972.4,2125.4,1832.8,1773.7,1666.4,1339.7,237.3,661.2,382.1,712.7,357.4,1790.8,839.4,1973.9,1882.8,1917.5,1932.0,1829.0,1786.1,66.6,548.3,496.7,562.9,866.5,379.7,1038.2,1342.4,2237.0,1668.4,193.1,3193.3,196.1,362.8,281.5,2153.7,2089.1,349.1,2145.2,3222.9,1790.8,2919.9,1638.5,1466.7,1977.5,1883.5,1513.6,1049.0
2775.1,933.4,888.0,501.8,302.0,0.0,120.4,462.7,532.9,734.9,532.7,1782.5,1867.6,2020.6,1728.0,1668.9,1561.5,1234.8,242.4,556.4,225.6,607.9,252.5,1686.0,734.6,1869.0,1778.0,1812.6,1827.1,1724.2,1681.3,264.7,443.5,391.9,458.1,761.7,274.8,933.3,1237.5,2132.1,1563.5,390.9,3088.4,498.1,709.3,583.4,2048.8,1984.3,651.0,2040.3,3118.0,1686.0,2815.1,1533.7,1361.8,1872.6,1778.7,1408.7,944.1
2698.4,856.7,811.2,425.0,181.6,218.5,0.0,342.6,456.1,658.2,456.0,1705.7,1790.8,1943.8,1651.2,1592.2,1484.8,1158.1,122.0,479.6,200.6,531.1,175.8,1609.3,657.9,1792.3,1701.3,1735.9,1750.4,1647.5,1604.5,144.3,366.7,315.1,381.3,685.0,198.1,856.6,1160.8,2055.4,1486.8,314.2,3011.7,377.7,632.6,463.0,1972.1,1907.6,530.6,1963.6,3041.3,1609.3,2738.3,1456.9,1285.1,1795.9,1701.9,1332.0,867.4
2650.1,808.4,762.9,376.7,322.5,359.4,141.0,0.0,407.8,609.9,407.6,1657.4,1742.5,1895.5,1602.9,1543.8,1436.4,1109.8,263.0,431.3,297.8,482.8,127.5,1560.9,609.5,1744.0,1652.9,1687.6,1702.1,1599.1,1556.2,285.2,318.4,266.8,333.0,636.6,149.8,808.3,1112.5,2007.1,1438.4,331.6,2963.4,518.6,584.3,604.0,1923.8,1859.2,635.0,1915.3,2992.9,1560.9,2690.0,1408.6,1236.8,1747.6,1653.6,1283.6,819.1
2335.4,406.0,379.7,483.9,721.6,758.4,540.0,802.5,0.0,226.7,-0.2,1342.8,1427.9,1580.9,1288.3,1229.2,1121.8,795.1,662.0,106.9,696.8,75.0,364.2,1246.3,226.4,1429.3,1338.3,1372.9,1387.4,1284.5,1241.6,684.2,131.5,183.0,644.3,312.2,461.1,405.9,797.8,1692.4,1123.8,730.6,2648.7,877.0,691.5,962.4,1609.1,1544.6,742.2,1600.6,2678.3,1246.3,2375.3,1094.0,922.1,1432.9,1338.9,969.0,411.3
2200.1,270.7,244.5,618.6,856.2,893.1,674.7,937.2,201.4,0.0,201.5,1207.5,1292.6,1445.6,1153.0,1093.9,986.5,659.8,796.7,308.3,831.5,209.7,498.8,1111.0,237.1,1294.0,1203.0,1237.6,1252.1,1149.2,1106.3,818.9,266.1,317.7,779.0,361.3,595.8,270.6,662.5,1557.1,988.5,865.3,2513.4,1011.7,826.2,1097.0,1473.8,1409.3,876.9,1465.3,2543.0,1111.0,2240.1,958.7,786.8,1297.6,1203.7,833.7,546.0
