0.0,4091.6,5092.7,1555.7,369.7,4.5,992.5,1024.3,1134.4,1343.5,1267.8,1133.5,883.7,982.4,555.9,1615.1,1470.5,1432.2,873.6,1125.9,3113.1,2489.9,955.3,365.3,994.5,1721.9,1284.1,1375.1,680.3,1394.7,527.6,1672.9,2506.3,1284.0,1406.6,1188.8,553.8,1842.9,310.5,1065.1,2025.5,2238.3,2877.4,1694.4,1983.8,886.4,597.0,1395.6,1464.7,2026.7
4083.8,0.0,2758.3,5107.8,4207.5,4079.3,4785.7,4050.3,4927.6,5136.7,5061.0,4926.7,4676.9,4775.6,4332.7,4722.8,4578.1,4241.3,4666.9,4919.2,949.2,2003.2,3343.9,4142.1,4787.8,4121.7,3486.5,3055.7,4473.6,4203.8,4320.9,5466.2,5101.8,4093.1,4432.6,4624.4,4330.6,4242.7,4148.3,4091.1,5818.7,5861.9,6670.6,5487.6,5777.0,4679.6,3734.7,5188.8,5257.9,5820.0
4716.6,2339.3,0.0,1972.5,3288.2,4712.1,3862.2,5205.6,4555.0,4764.2,4688.5,4575.0,4304.4,4403.1,4717.5,5419.0,5274.4,5613.4,3988.6,3918.0,3143.9,4197.9,5538.6,4526.8,4415.2,5903.2,5681.2,5250.3,4101.0,5575.9,4631.0,4465.0,2369.3,5465.2,5182.5,4992.8,4715.4,5498.4,3442.0,5246.3,4817.6,3255.8,6298.1,5115.0,5404.5,4307.1,4778.2,4187.7,4885.3,5447.4
1555.7,4163.5,2321.2,0.0,1212.1,1551.2,2096.6,3440.0,2789.5,2998.6,2922.9,2809.5,2538.8,2637.5,2951.9,3653.5,3508.8,3847.9,2223.0,2152.5,5578.6,5153.5,2264.9,2761.3,2649.7,4137.6,2593.8,4204.2,2335.5,3810.4,2865.4,2699.5,603.8,3699.7,3417.0,3227.2,2949.8,3732.8,1366.0,3480.8,3052.1,1490.3,4532.5,3349.5,3638.9,2541.5,3012.7,2422.1,3119.8,3681.9
369.7,4215.2,3636.9,1212.1,0.0,365.2,1224.8,1256.6,1366.7,1575.8,1500.1,1365.8,1116.0,1214.7,788.2,1847.4,1702.8,1664.5,1106.0,1358.3,3236.7,2613.6,1078.9,597.6,1226.9,1954.2,1407.8,1498.8,912.7,1627.0,760.0,1905.3,2738.7,1516.3,1639.0,1421.2,786.2,2075.2,180.0,1297.4,2257.8,2470.6,3109.7,1926.7,2216.1,1118.7,829.3,1627.9,1697.0,2259.1
4.5,4087.1,5088.2,1551.2,365.2,0.0,988.0,1019.8,1129.9,1339.0,1263.3,1129.0,879.2,977.9,551.4,1610.6,1466.0,1427.7,869.1,1121.4,3108.6,2485.4,950.8,360.8,990.0,1717.4,1279.7,1370.6,675.9,1390.2,523.1,1668.4,2501.8,1279.5,1402.1,1184.3,549.3,1838.4,306.0,1060.6,2021.0,2233.8,2872.9,1689.9,1979.3,881.9,592.5,1391.1,1460.2,2022.3
965.0,4769.1,4210.8,2096.6,1197.4,960.6,0.0,1454.0,803.5,1012.7,936.9,901.1,552.8,651.5,965.9,1667.5,1522.8,1861.9,237.0,244.1,3790.6,3167.5,1877.7,775.3,663.7,2151.6,2206.6,2218.2,349.5,1824.4,879.4,791.1,1624.5,1713.7,1431.0,1241.2,963.9,1746.8,1138.1,1494.8,1143.6,1356.4,2546.5,1363.5,1653.0,555.5,1026.7,513.7,1133.8,1695.9
1033.7,4082.0,5567.9,3453.6,1266.1,1029.2,1467.6,0.0,1609.5,1818.7,1742.9,1608.7,1358.8,1457.6,1014.6,755.4,610.8,490.0,1348.8,1601.1,3103.5,2480.4,1190.6,824.0,1469.7,800.7,1519.5,1531.1,1155.5,170.2,1002.8,2148.1,2981.5,341.8,465.3,873.2,1012.6,921.7,1206.8,123.7,2500.7,2713.4,3352.6,2169.5,2459.0,1361.6,522.4,1870.7,1939.8,2501.9
1151.7,4955.7,4733.0,2618.7,1384.0,1147.2,632.7,1640.6,0.0,209.1,133.4,134.4,469.5,152.0,1152.5,1854.1,1709.5,2048.5,513.9,811.7,3977.2,3354.1,2064.3,961.9,332.3,2338.2,2393.2,2404.8,536.1,2011.0,1066.1,965.9,2146.6,1900.3,1617.6,1427.8,1150.5,1933.5,1324.7,1681.4,1318.4,1531.2,2368.7,1185.6,1475.1,472.2,1213.3,542.1,955.9,1518.0
1360.8,5164.9,4942.1,2827.9,1593.1,1356.3,841.9,1849.8,209.1,0.0,149.1,343.5,678.6,361.1,1361.7,2063.2,1918.6,2257.7,723.0,1020.9,4186.4,3563.2,2273.5,1171.1,541.4,2547.4,2602.4,2613.9,745.2,2220.2,1275.2,1175.0,2355.7,2109.5,1826.8,1637.0,1359.6,2142.6,1533.9,1890.6,1527.6,1740.3,2577.8,1394.8,1684.2,681.3,1422.4,751.2,1165.1,1727.2
1413.7,5217.7,4995.0,2880.7,1646.0,1409.2,894.8,1902.6,262.0,277.7,0.0,396.4,731.5,414.0,1414.5,2116.1,1971.5,2310.5,775.9,1073.8,4239.2,3616.1,2326.3,1223.9,594.3,2600.3,2655.2,2666.8,798.1,2273.0,1328.1,1227.9,2408.6,2162.3,1879.6,1689.8,1412.5,2195.5,1586.8,1943.4,1580.5,1793.2,2630.7,1447.7,1737.1,734.2,1475.3,804.1,1218.0,1780.0
1150.8,4954.9,4944.1,2829.8,1383.1,1146.3,631.9,1639.8,134.4,343.5,267.8,0.0,468.6,151.1,1151.7,1853.2,1708.6,2047.7,513.0,677.4,3976.4,3353.2,2063.5,961.1,331.4,2337.4,2392.4,2403.9,535.2,2010.2,1065.2,831.5,2357.7,1899.5,1616.8,1427.0,1149.6,1932.6,1323.9,1680.6,1184.1,1396.8,2367.8,1184.8,1474.2,471.3,1212.4,407.7,955.1,1517.2
983.7,4787.8,4565.0,2450.8,1216.0,979.2,464.8,1472.7,407.9,617.1,541.4,407.1,0.0,256.0,984.6,1686.1,1541.5,1880.6,346.0,598.2,3809.3,3186.1,1896.4,794.0,268.1,2170.3,2225.3,2236.8,368.2,1843.1,898.1,1145.2,1978.7,1732.4,1449.7,1259.9,982.5,1765.5,1156.8,1513.5,1497.8,1710.6,2565.2,1382.2,1671.6,2.7,1045.3,867.9,1152.5,1714.6
999.7,4803.8,4581.0,2466.7,1232.0,995.2,480.8,1488.7,152.0,361.1,285.4,151.1,587.5,0.0,1000.6,1702.1,1557.5,1896.5,361.9,614.2,3825.2,3202.1,1912.3,809.9,180.3,2186.3,2241.2,2252.8,384.1,1859.0,914.1,982.6,1994.6,1748.3,1465.6,1275.9,998.5,1781.5,1172.8,1529.4,1335.2,1547.9,2385.4,1202.4,1491.8,590.2,1061.3,558.8,972.7,1534.8
623.5,4407.6,5157.6,3043.4,855.8,619.0,1057.4,1092.5,1199.3,1408.4,1332.7,1198.4,948.6,1047.3,0.0,1339.9,1195.3,1500.4,938.5,1190.8,3429.1,2805.9,1516.2,257.8,1059.4,1520.0,1845.1,1856.6,745.2,1462.9,592.5,1737.8,2571.2,1352.2,1103.5,913.7,2.1,1419.3,796.6,1133.3,2090.4,2303.2,2770.9,1587.8,1877.3,951.3,665.1,1460.5,1358.1,1920.2
1371.8,4168.5,5906.0,3791.7,1604.2,1367.3,1805.7,409.5,1947.6,2156.8,2081.0,1946.8,1696.9,1795.7,1352.7,0.0,629.0,335.4,1686.9,1939.2,3190.0,2566.9,1277.1,1162.1,1807.8,844.9,1606.0,1617.6,1493.6,496.7,1340.9,2486.2,3319.6,187.2,537.1,547.1,1350.7,965.9,1544.9,327.2,2838.8,3051.5,3391.5,2208.5,2498.0,1699.7,860.5,2208.8,1978.8,2540.9
1475.0,4271.7,6009.2,3894.9,1707.4,1470.5,1908.9,512.7,2050.8,2260.0,2184.2,2050.0,1800.1,1898.8,1455.9,144.6,0.0,438.6,1790.1,2042.4,3293.2,2670.1,1380.3,1265.3,1911.0,948.1,1709.2,1720.7,1596.8,599.9,1444.1,2589.4,3422.8,290.4,640.3,650.3,1453.9,1069.1,1648.1,430.4,2942.0,3154.7,3494.7,2311.7,2601.2,1802.8,963.7,2312.0,2082.0,2644.1
