0.0,131.4,616.1,365.7,526.1,551.1,402.5,276.2,292.2,527.0,11.8,134.6,1898.3,296.1,1575.0,1932.8,1080.7,717.3,292.5,440.1,12.8,6389.7,525.6,2369.9,843.2,1377.7,965.5,615.3,401.5,1496.7,844.0,259.4,273.7,844.1,416.4,897.5
466.9,0.0,650.1,234.3,560.1,585.0,932.0,144.8,1701.7,1585.8,455.2,3.2,1741.0,1697.8,2633.7,2991.5,949.3,751.2,382.0,308.6,454.1,6258.3,559.5,2238.5,877.2,1246.2,2024.2,649.3,931.0,1820.0,877.9,127.9,142.3,878.0,906.2,931.4
588.3,460.4,0.0,694.7,257.1,282.3,281.9,605.2,1051.6,935.7,576.5,463.6,1091.0,1047.7,1983.6,2341.4,1247.5,448.5,349.2,769.1,575.5,6556.5,256.5,2536.7,450.2,1544.5,1374.2,0.8,280.9,1169.9,451.0,522.1,602.7,451.1,256.1,628.7
537.9,410.0,721.0,0.0,631.0,656.0,1002.9,554.8,1772.6,1656.7,526.1,413.2,1812.0,1768.7,2704.7,3062.5,1020.2,822.1,452.9,141.0,525.1,6329.2,630.4,2309.4,948.1,1317.2,2095.2,720.2,1002.0,1891.0,948.9,198.9,552.3,949.0,977.2,1002.4
392.7,264.9,575.9,525.4,0.0,510.8,387.2,409.7,419.4,654.2,381.0,268.1,1666.8,423.3,1702.2,2060.0,1052.0,677.0,92.1,573.5,379.9,6360.9,485.3,2341.1,803.0,1348.9,1092.7,575.1,386.2,1745.8,803.7,326.6,407.1,803.8,361.4,857.2
523.3,395.4,282.3,629.7,199.1,0.0,564.2,540.2,1333.9,1218.0,511.5,398.6,613.8,1330.0,2265.9,2623.7,1182.5,166.2,438.3,704.0,510.5,6491.5,198.5,2471.7,509.4,1479.5,1656.5,281.5,563.2,1452.2,510.1,457.1,537.7,510.3,538.4,346.4
402.5,742.4,281.9,976.6,539.0,564.2,0.0,887.2,312.4,451.8,414.2,745.5,1284.9,316.3,1499.8,1857.6,1529.5,730.4,334.4,1051.0,415.3,6838.4,538.5,2818.6,732.1,1826.4,890.3,282.7,1.0,1363.8,732.9,804.0,884.6,733.0,25.8,910.6
579.4,451.5,762.5,346.7,672.5,697.5,1044.4,0.0,1814.1,1698.2,567.6,454.7,1853.5,1810.2,2746.2,3104.0,1061.7,863.6,494.4,421.1,566.6,6370.7,671.9,2350.9,989.6,1358.7,2136.7,761.7,1043.5,1932.5,990.4,240.4,2.5,990.5,1018.7,1043.9
292.2,399.2,955.0,633.4,1212.1,1237.3,312.4,544.0,0.0,234.8,303.9,402.4,1606.2,3.9,1282.8,1640.6,2202.5,1639.6,327.3,707.8,305.0,7511.5,1211.5,3491.7,1758.7,2499.5,673.3,955.8,311.4,1204.6,1406.0,1477.1,541.4,1406.1,326.3,1687.8
460.2,1336.4,875.9,1570.6,1133.0,1158.2,385.1,1481.2,168.1,0.0,472.0,1339.6,1527.1,164.2,1203.7,1561.5,2123.5,1560.6,495.4,1645.0,473.0,7432.4,1132.5,3412.7,1679.7,2420.4,594.3,876.7,386.0,1125.5,1326.9,1398.1,1478.7,1327.0,410.9,1608.8
11.8,119.7,604.4,353.9,514.4,539.3,414.2,264.5,303.9,538.8,0.0,122.9,1910.1,307.8,1586.7,1944.5,1069.0,705.5,280.7,428.3,1.0,6377.9,513.8,2358.1,831.5,1365.9,977.2,603.6,413.3,1508.5,832.2,247.6,262.0,832.3,428.2,885.7
463.7,335.9,646.9,231.1,556.9,581.9,928.8,141.6,1698.5,1582.6,452.0,0.0,1737.9,1694.6,2630.5,2988.3,946.1,748.0,378.8,305.5,450.9,6255.1,556.3,2235.3,874.0,1243.1,2021.1,646.1,927.8,1816.8,874.7,124.8,139.1,874.8,903.0,928.2
1675.2,1547.3,1086.9,1781.6,1344.0,602.9,1280.8,1692.1,1607.4,1491.5,1663.4,1550.5,0.0,1603.5,2539.4,2897.2,2334.4,436.7,1436.1,1856.0,1662.4,7643.4,1343.4,3623.6,555.8,2631.4,1930.0,1087.7,1279.8,1725.7,738.8,1609.0,1689.6,738.9,1255.0,485.0
296.1,403.1,951.1,637.4,1208.2,1233.4,316.3,547.9,3.9,230.9,307.8,406.3,1602.2,0.0,1278.9,1636.7,2198.6,1635.7,331.2,711.7,308.9,7507.6,1207.6,3487.8,1754.8,2495.6,669.4,951.9,315.4,1200.6,1402.0,1473.2,545.4,1402.2,330.3,1683.9
1605.4,2481.5,2021.1,2715.8,2278.2,2303.4,1530.2,2626.3,1313.2,1197.3,1617.1,2484.7,2672.3,1309.3,0.0,1023.3,3268.6,2705.7,1640.5,2790.2,1618.2,8577.6,2277.6,4557.8,2824.8,3565.6,658.6,2021.9,1531.2,1018.5,2472.1,2543.2,2623.8,2472.2,1556.0,2753.9
1913.5,2789.6,2329.2,3023.9,2586.3,2611.5,1838.3,2934.4,1621.3,1505.4,1925.2,2792.8,2980.3,1617.4,1085.4,0.0,3576.7,3013.8,1948.6,3098.3,1926.3,8885.7,2585.7,4865.9,3132.9,3873.7,966.6,2330.0,1839.3,2578.7,2780.2,2851.3,2931.9,2780.3,1864.1,3062.0
1064.4,936.5,1247.5,1020.2,1157.5,1182.5,1529.5,1081.3,2299.2,2183.2,1052.6,939.7,2338.5,2295.2,3231.2,3589.0,0.0,1348.7,979.5,1094.6,1051.6,5636.4,1157.0,1616.6,1474.6,624.4,2621.7,1246.8,1528.5,2417.5,1475.4,821.3,1078.8,1475.5,1503.7,1528.9
689.4,561.6,448.5,795.8,365.3,166.2,730.4,706.4,1752.1,1636.1,677.6,564.7,447.7,1748.1,2684.1,3041.9,1348.7,0.0,604.5,870.2,676.6,6657.6,364.7,2637.8,395.2,1645.6,2074.6,447.7,729.4,1870.4,578.2,623.2,703.8,578.3,704.6,180.2
