0.0,1077.1,1185.1,930.6,860.4,349.5,902.5,1796.4,1796.4,212.4,4481.3,132.6,811.4,625.4,878.8,261.5,330.0,218.7,249.0,212.4,474.5,515.5,311.5,824.2,678.4,799.1,1042.2,856.4,907.9,770.1,408.7,779.1,304.0,670.0,501.2,638.3,1238.7,1138.2,1174.0,25.1,558.3,2376.7,1013.4,890.4,1038.4,987.8,22.6,1097.0,706.4,667.9,4487.7,797.7,1054.3,1180.2,2519.3,1138.4,685.6,597.5,1077.1,796.2,1081.2,5337.5,852.5,1170.6,928.1,1044.4,987.2,6876.0,1326.4,823.9,687.9,901.9,901.8,5138.1,683.6,356.4,1157.0,1796.9,706.1,601.5,5114.0,812.6,798.3,493.0,627.2,669.1
757.5,0.0,194.4,523.4,453.3,588.2,978.8,2397.0,2397.0,969.8,5238.8,624.9,1050.1,701.6,1117.4,862.1,930.6,819.4,1006.5,969.8,1075.1,1116.2,912.1,1062.8,917.0,1037.8,1280.8,1095.1,1220.7,1082.9,1009.4,1379.7,904.6,746.3,577.5,714.6,248.1,147.5,183.3,782.5,797.0,1386.0,1252.0,1129.1,1795.9,1226.4,780.1,106.4,782.7,906.6,5245.2,1036.3,1130.6,1256.5,1528.6,147.7,1443.1,1198.1,0.0,389.1,1681.9,6095.0,1165.3,179.9,520.9,1283.0,1225.9,7633.5,1639.2,900.1,1445.4,1502.5,1502.4,5738.8,1284.2,957.1,1233.3,2397.5,1306.8,1202.1,5871.4,1570.1,1037.0,1119.0,703.5,907.8
865.5,194.4,0.0,631.4,561.2,696.1,1086.8,2505.0,2505.0,1077.8,5346.7,732.9,1158.0,809.6,1225.4,970.1,1038.6,927.3,1114.5,1077.8,1183.1,1224.1,1020.1,1170.8,1025.0,1145.7,1388.8,1203.1,1328.7,1190.8,1117.3,1487.7,1012.6,854.3,685.4,822.6,356.0,255.5,135.3,890.5,905.0,1439.9,1360.0,1237.1,1903.9,1334.4,888.1,214.3,890.7,1014.6,5353.2,1144.3,1238.5,1364.5,1480.6,46.7,1551.1,1306.1,194.4,497.0,1789.8,6202.9,1273.2,287.9,628.9,1391.0,1333.9,7741.5,1747.1,1008.1,1553.4,1610.5,1610.4,5846.7,1392.2,1065.0,1341.3,2505.5,1414.7,1310.1,5979.4,1678.1,1145.0,1227.0,811.4,1015.7
603.0,998.9,1106.9,0.0,121.8,433.6,824.3,2242.5,2242.5,815.3,5084.2,470.4,895.5,547.1,962.9,707.6,776.1,664.8,852.0,815.3,920.6,961.6,757.6,908.3,762.5,883.2,1126.3,940.6,1066.2,928.4,854.8,1225.2,750.1,591.8,422.9,560.1,1160.5,1060.0,1095.7,628.0,642.5,2298.5,1097.5,974.6,1641.4,1071.9,625.6,1018.8,628.2,752.1,5090.7,881.8,976.0,1102.0,2441.1,1060.1,1288.6,1043.6,998.9,226.6,1527.3,5940.4,1010.7,1092.3,84.4,1128.5,1071.4,7479.0,1484.6,745.6,1290.9,1348.0,1347.9,5584.2,1129.7,802.5,1078.8,2243.0,1152.2,1047.6,5716.9,1415.6,882.5,964.5,548.9,753.2
481.2,877.1,985.1,70.2,0.0,311.8,702.5,2120.7,2120.7,693.5,4962.4,348.6,773.7,425.3,841.1,585.8,654.3,543.0,730.2,693.5,798.8,839.8,635.8,786.5,640.7,761.5,1004.5,818.8,944.4,806.6,733.1,1103.4,628.3,470.0,301.1,438.3,1038.7,938.2,973.9,506.2,520.7,2176.7,975.7,852.8,1519.6,950.1,503.8,897.0,506.4,630.3,4968.9,760.0,854.2,980.2,2319.3,938.3,1166.8,921.8,877.1,104.8,1405.5,5818.6,888.9,970.6,67.7,1006.7,949.6,7357.2,1362.8,623.8,1169.1,1226.2,1226.1,5462.4,1007.9,680.8,957.0,2121.2,1030.5,925.8,5595.1,1293.8,760.7,842.7,427.2,631.4
718.2,1276.5,1384.5,1130.0,1059.8,0.0,1101.9,1964.8,1964.8,930.6,5199.5,585.7,492.9,824.7,768.3,581.4,747.6,731.9,967.2,930.6,642.9,882.9,631.5,505.7,359.9,480.7,723.7,538.0,663.6,525.8,577.1,947.5,518.4,570.7,700.6,837.7,1438.1,1337.6,1373.4,743.3,371.1,2576.1,694.9,572.0,1453.9,669.3,740.9,1296.4,905.8,349.5,5206.0,479.2,1253.7,1379.6,2718.7,1337.8,1403.8,765.9,1276.5,995.6,1249.6,6055.7,608.1,1370.0,1127.5,725.9,668.8,7594.3,1082.0,1023.2,1406.2,1070.3,1070.2,5306.5,852.0,524.8,1356.4,1965.3,874.5,769.9,5832.2,1276.2,479.9,885.8,826.6,350.6
902.4,835.8,943.8,867.3,797.1,733.1,0.0,2541.9,2541.9,1114.8,5383.7,769.9,1195.0,277.1,1262.4,1007.0,1075.5,964.3,1151.4,1114.8,1220.0,1261.1,1057.1,1207.8,1062.0,1182.7,1425.7,1240.0,1365.6,1227.8,1154.3,1524.7,1049.6,633.5,401.3,551.3,997.4,896.9,932.7,927.5,941.9,2135.4,1396.9,1274.0,1940.8,1371.4,925.0,855.7,643.1,1051.5,5390.1,1181.2,151.8,886.5,2278.0,897.1,1588.0,1343.1,835.8,732.9,1826.8,6239.9,1310.2,929.3,864.7,1428.0,1370.8,7778.5,1784.1,78.6,1590.4,1647.5,1647.4,5883.7,1429.1,1102.0,254.5,2542.5,1451.7,1347.0,6016.4,1715.1,1181.9,1264.0,275.3,1052.7
1667.3,2637.5,2745.5,2491.0,2420.8,1742.3,2462.9,0.0,0.0,1879.6,5824.5,1692.9,2131.4,2185.7,2198.7,1437.9,1604.1,1588.4,1457.9,1879.6,1204.4,1384.5,1488.0,2144.2,1998.4,2119.1,2165.5,2176.4,1847.0,1709.2,1387.6,1017.3,1374.9,2230.4,2061.6,2198.7,2799.1,2698.6,2734.4,1692.3,1878.3,3937.1,2333.3,2210.4,1540.2,2190.6,1689.9,2657.4,2266.8,1987.9,5830.9,2117.6,2614.7,2740.6,4079.7,2698.8,1925.1,1536.6,2637.5,2356.6,715.1,6680.7,1791.6,2731.0,2488.5,2167.7,2190.0,8219.3,2265.5,2384.2,1927.5,1061.4,1061.3,3968.4,1206.9,1322.5,2717.4,627.1,1234.3,1106.1,6457.2,1362.5,2118.3,1336.6,2187.6,1989.1
1667.3,2637.5,2745.5,2491.0,2420.8,1742.3,2462.9,0.0,0.0,1879.6,5824.5,1692.9,2131.4,2185.7,2198.7,1437.9,1604.1,1588.4,1457.9,1879.6,1204.4,1384.5,1488.0,2144.2,1998.4,2119.1,2165.5,2176.4,1847.0,1709.2,1387.6,1017.3,1374.9,2230.4,2061.6,2198.7,2799.1,2698.6,2734.4,1692.3,1878.3,3937.1,2333.3,2210.4,1540.2,2190.6,1689.9,2657.4,2266.8,1987.9,5830.9,2117.6,2614.7,2740.6,4079.7,2698.8,1925.1,1536.6,2637.5,2356.6,715.1,6680.7,1791.6,2731.0,2488.5,2167.7,2190.0,8219.3,2265.5,2384.2,1927.5,1061.4,1061.3,3968.4,1206.9,1322.5,2717.4,627.1,1234.3,1106.1,6457.2,1362.5,2118.3,1336.6,2187.6,1989.1
212.4,1289.5,1397.5,1142.9,1072.8,561.9,1114.9,2008.7,2008.7,0.0,4386.2,344.9,1023.8,837.7,1091.1,473.8,542.3,431.1,153.9,0.0,686.8,445.8,523.8,1036.5,890.7,1011.5,1254.5,1068.8,1120.3,982.4,621.1,991.4,516.3,882.4,713.5,850.7,1451.1,1350.6,1386.3,187.3,770.7,2589.1,1225.7,1102.8,943.3,1200.1,189.7,1309.4,918.8,880.3,4392.6,1010.0,1266.6,1392.6,2731.7,1350.7,590.5,809.8,1289.5,1008.6,1293.6,5242.4,1064.8,1382.9,1140.4,1256.7,1199.6,6780.9,1538.7,1036.2,592.8,747.6,747.5,5350.5,895.9,568.8,1369.4,2009.2,918.5,813.8,5018.9,717.5,1010.7,397.9,839.5,881.5
