0.0,1330.4,1364.0,1350.5,1326.2,823.1,1479.9,1308.2,1521.7,1270.7,778.5,661.6,432.4,348.3,537.5,583.2,494.5,756.0,660.0,663.0,612.8,555.2,896.0,1029.9,619.7,975.9,1126.6,1095.6,604.2,604.0,810.4,463.3,433.2,453.0,1090.0,1044.1,607.1,965.0,1047.3,1225.4,2725.1,892.5,725.5,2464.9,1307.4,3593.8,1171.5,143.7,1159.9,1032.5,890.0,1592.2,1027.7,1448.9,705.5,3090.2,1252.0,871.5,1559.3,661.9,1685.1,1356.3,2163.1,1519.6,1451.0,848.5,746.1,144.6,1527.4,3529.1,1523.6,1354.8,923.5,709.1,4190.5,2725.0,1641.6,1106.7,1172.2,638.1,1416.5,967.0,696.2,702.7,700.7,313.1,311.8,1176.9,898.4,1056.7,1700.2,1476.7,497.4,464.4,2825.1,2353.5
1433.4,0.0,1264.3,816.7,254.7,580.5,946.1,774.4,987.9,736.9,576.8,887.3,1125.7,1274.8,1321.2,1509.8,1421.1,1539.7,1707.2,1446.7,1539.4,1481.7,1504.2,1638.1,1546.2,1902.5,2053.2,2022.1,1631.1,1630.9,1837.3,1156.6,1359.8,1146.3,2116.9,2071.0,1634.0,1991.9,2074.2,2252.3,4827.2,1819.1,1977.7,4781.6,2234.0,5700.4,2198.4,1577.1,2186.8,2305.7,1115.7,1058.5,493.9,489.4,1489.2,2556.4,2278.9,1898.4,1025.5,1705.3,1151.3,2282.9,1629.4,2446.2,491.5,606.0,1773.0,1578.0,993.6,5635.8,989.8,395.3,1850.1,1635.7,6098.5,5041.7,2568.2,572.9,2199.1,1421.8,2443.4,1993.9,1622.7,1629.3,1627.3,1239.6,1238.4,2103.5,506.9,1983.2,4871.3,517.2,1281.1,1491.3,4931.7,4670.2
2031.3,1190.0,0.0,1414.7,1125.8,1178.5,1544.0,1372.4,1585.9,1334.9,1174.8,1485.2,1723.6,1872.8,1378.8,1115.6,1172.7,1385.6,1007.2,1504.3,1373.9,1316.2,804.2,938.1,1380.7,1737.0,1887.6,1856.6,2109.4,2109.2,2315.6,1754.6,1957.7,1744.3,2459.1,2549.3,2112.3,2207.6,2387.2,2594.6,3486.1,1653.6,1812.1,3225.9,2068.5,4354.9,2540.6,1896.5,2529.0,2140.2,1713.6,1656.4,1091.9,627.2,1335.1,3154.3,2591.8,2376.7,1623.5,1005.3,1749.2,2117.4,2227.3,2280.7,625.1,1203.9,2251.3,1897.4,1591.6,4290.2,1587.7,721.3,1684.6,1470.2,6696.4,3486.1,2402.6,1170.8,2541.3,1479.3,2756.4,2205.6,1457.2,1463.8,1461.8,1837.6,1836.3,1937.9,1104.8,1817.7,3315.6,599.4,1338.7,1969.6,3586.2,3114.6
1454.5,656.7,1550.1,0.0,652.4,601.6,129.4,347.2,560.7,309.7,597.9,908.3,1146.8,1295.9,1342.3,1530.8,1442.2,1560.8,1607.6,1467.8,1560.5,1502.8,1790.0,1923.9,1567.3,1923.5,2074.2,2043.2,1652.2,1652.0,1858.4,1177.7,1380.9,1167.4,2138.0,2092.0,1655.0,2013.0,2095.3,2273.4,4687.2,1840.1,1998.7,4641.6,2255.0,5560.4,2219.5,1598.2,2207.9,2326.7,1136.8,727.8,353.9,775.1,1510.3,2416.4,2299.9,1919.5,598.3,1609.5,724.0,2304.0,1489.4,2467.2,777.3,627.1,1794.0,1599.1,566.4,5495.8,562.6,681.0,1871.1,1656.8,5958.5,4901.7,2589.2,310.1,2220.1,1442.8,2464.5,2015.0,1643.8,1650.4,1648.3,1260.7,1259.5,2124.5,528.0,2004.3,4731.3,802.9,1302.2,1512.4,4791.7,4530.2
1178.7,337.4,1009.6,562.1,0.0,325.9,691.4,519.7,733.2,482.2,322.1,632.6,871.0,1020.2,1066.5,1255.1,1166.4,1285.0,1452.5,1192.0,1284.7,1227.0,1249.5,1383.5,1291.6,1647.8,1798.5,1767.4,1376.4,1376.2,1582.7,901.9,1105.1,891.6,1862.2,1816.3,1379.3,1737.3,1819.5,1997.7,4572.5,1564.4,1723.0,4526.9,1979.3,5445.7,1943.7,1322.4,1932.1,2051.0,861.0,803.8,239.2,234.7,1234.5,2301.7,2024.2,1643.7,770.8,1450.6,896.6,2028.2,1374.7,2191.5,236.8,351.3,1518.3,1323.3,738.9,5381.1,735.1,140.6,1595.4,1381.0,5843.8,4787.0,2313.5,318.2,1944.4,1167.1,2188.7,1739.2,1368.1,1374.6,1372.6,984.9,983.7,1848.8,252.2,1728.5,4616.6,262.5,1026.4,1236.6,4677.0,4415.5
901.1,555.6,1449.0,575.7,551.3,0.0,705.1,533.4,746.9,495.9,44.5,354.9,593.4,742.5,788.9,977.4,888.8,1007.4,1054.2,914.4,1007.1,949.4,1290.2,1424.2,1013.9,1370.2,1520.8,1489.8,1098.8,1098.6,1305.0,624.3,827.5,614.0,1584.6,1538.7,1101.7,1459.6,1541.9,1720.0,4586.1,1286.8,1445.3,2859.1,1701.7,5459.4,1666.1,1044.8,1654.5,1773.4,583.4,817.4,252.9,674.1,956.9,2315.3,1746.6,1366.1,784.5,1056.2,910.2,1750.6,1388.3,1913.9,676.2,25.4,1240.7,1045.7,752.6,5394.7,748.8,580.0,1317.8,1103.4,5857.5,3119.3,2035.8,331.8,1666.7,889.5,1911.1,1461.6,1090.4,1097.0,1095.0,707.3,706.1,1571.1,123.6,1450.9,2194.8,701.9,748.8,959.0,4690.7,2747.8
1509.3,711.5,1604.9,444.4,707.3,656.5,0.0,402.0,615.6,364.5,652.8,963.2,1201.7,1350.8,1397.2,1585.7,1497.1,1615.7,1662.5,1522.7,1615.4,1557.7,1844.8,1978.8,1622.2,1978.4,2129.1,2098.1,1707.0,1706.9,1913.3,1232.6,1435.7,1222.3,2192.8,2146.9,1709.9,2067.9,2150.2,2328.3,4742.1,1895.0,2053.6,4696.5,2309.9,5615.3,2274.4,1653.1,2262.7,2381.6,1191.6,782.7,408.8,830.0,1565.2,2471.3,2354.8,1974.3,653.1,1664.4,778.9,2358.8,1544.3,2522.1,832.1,681.9,1848.9,1654.0,621.2,5550.7,617.4,735.9,1926.0,1711.7,6013.4,4956.6,2644.1,365.0,2275.0,1497.7,2519.4,2069.9,1698.7,1705.3,1703.2,1315.6,1314.3,2179.4,582.8,2059.2,4786.2,857.8,1357.1,1567.3,4846.6,4585.1
1467.8,670.1,1563.4,207.9,665.8,615.0,337.3,0.0,255.9,128.1,611.3,921.7,1160.2,1309.3,1355.7,1544.2,1455.6,1574.2,1621.0,1481.2,1573.9,1516.2,1803.3,1937.3,1580.7,1936.9,2087.6,2056.6,1665.5,1665.4,1871.8,1191.1,1394.3,1180.8,2151.3,2105.4,1668.4,2026.4,2108.7,2286.8,4700.6,1853.5,2012.1,4655.0,2268.4,5573.8,2232.9,1611.6,2221.2,2340.1,1150.2,741.2,367.3,788.5,1523.7,2429.8,2313.3,1932.8,251.1,1622.9,419.2,2317.3,1502.8,2480.6,790.7,640.5,1807.4,1612.5,261.6,5509.2,257.8,694.4,1884.5,1670.2,5971.9,4915.1,2602.6,323.5,2233.5,1456.2,2477.9,2028.4,1657.2,1663.8,1661.7,1274.1,1272.8,2137.9,541.3,2017.7,4744.7,816.3,1315.6,1525.8,4805.1,4543.6
1681.4,883.6,1777.0,421.5,879.3,828.5,550.8,255.9,0.0,341.6,824.8,1135.2,1373.7,1522.8,1569.2,1757.7,1669.1,1787.7,1834.5,1694.7,1787.4,1729.7,2016.9,2150.8,1794.2,2150.5,2301.1,2270.1,1879.1,1878.9,2085.3,1404.6,1607.8,1394.3,2364.9,2319.0,1882.0,2239.9,2322.2,2500.3,4914.1,2067.1,2225.6,4868.5,2482.0,5787.3,2446.4,1825.1,2434.8,2553.7,1363.7,954.7,580.8,1002.1,1737.2,2643.3,2526.9,2146.4,507.0,1836.4,338.3,2530.9,1716.3,2694.2,1004.2,854.0,2021.0,1826.0,180.6,5722.7,1.9,907.9,2098.0,1883.7,6185.4,5128.6,2816.1,537.1,2447.0,1669.8,2691.4,2241.9,1870.7,1877.3,1875.2,1487.6,1486.4,2351.4,754.9,2231.2,4958.2,1029.9,1529.1,1739.3,5018.6,4757.1
1430.4,632.6,1526.0,79.8,628.3,577.5,209.2,128.1,341.6,0.0,573.8,884.2,1122.7,1271.8,1318.2,1506.7,1418.1,1536.7,1583.5,1443.7,1536.4,1478.7,1765.9,1899.8,1543.2,1899.4,2050.1,2019.1,1628.1,1627.9,1834.3,1153.6,1356.8,1143.3,2113.8,2067.9,1630.9,1988.9,2071.2,2249.3,4663.1,1816.0,1974.6,4617.5,2230.9,5536.3,2195.4,1574.1,2183.8,2302.6,1112.7,703.7,329.8,751.0,1486.2,2392.3,2275.8,1895.3,379.2,1585.4,505.0,2279.9,1465.3,2443.1,753.2,603.0,1769.9,1575.0,347.3,5471.7,343.5,656.9,1847.0,1632.7,5934.4,4877.6,2565.1,286.0,2196.0,1418.7,2440.4,1990.9,1619.7,1626.3,1624.2,1236.6,1235.4,2100.4,503.9,1980.2,4707.2,778.8,1278.1,1488.3,4767.6,4506.1
