0.0,1114.6,82.8,960.0,1041.5,689.6,844.7,447.8,2760.3,2671.5,1116.3,842.4,2462.2,179.5,312.5,855.6,1244.3,992.7,1504.6,688.4,2746.7,1947.6,1657.4,5551.4,5553.5,855.4,794.0
1414.9,0.0,1437.3,553.7,836.1,914.1,1300.2,818.8,3565.2,3476.3,1.7,1297.9,3267.0,1235.4,1200.4,424.8,2049.1,561.9,2309.4,912.8,3551.5,2364.5,2074.4,6356.2,6358.3,424.5,1018.5
341.0,1085.5,0.0,871.8,953.3,601.4,756.5,461.9,3101.4,3012.5,1087.2,754.2,2803.2,161.5,224.3,874.4,1585.4,963.6,1845.6,600.2,3087.7,2288.6,1998.5,5892.5,5894.5,874.6,705.8
987.5,553.7,1009.9,0.0,408.7,486.7,872.8,955.7,3702.0,3613.2,555.4,870.5,3403.8,808.0,773.0,128.9,2186.0,363.3,2446.3,485.4,3688.4,2918.2,2628.1,6493.1,6495.1,129.2,591.1
1019.9,1264.4,1042.3,837.0,0.0,203.5,716.5,1042.9,3780.2,3691.4,1266.1,714.2,3482.1,840.4,805.4,839.6,2264.2,1073.9,2524.5,202.3,3766.6,2967.5,2677.3,6571.3,6573.4,839.8,307.9
816.4,1060.9,838.8,633.5,714.9,0.0,513.0,839.4,3576.7,3487.9,1062.6,510.7,3278.5,636.8,601.8,636.0,2060.7,870.4,2321.0,361.8,3563.1,2763.9,2473.8,6367.8,6369.9,636.3,104.4
361.6,1469.5,384.0,1255.8,1337.3,985.4,0.0,845.9,3121.9,3033.1,1471.2,1138.2,2823.7,480.8,608.3,1258.4,1605.9,1347.6,1866.2,984.2,3108.3,2309.2,2019.0,5913.0,5915.1,1258.7,1089.8
1006.0,914.5,1088.8,784.4,1066.8,1144.8,1530.8,0.0,3103.4,3014.6,916.2,1528.5,2805.2,1185.6,1318.6,655.5,1587.4,792.6,1847.7,1143.5,3089.8,2290.6,2000.5,5894.5,5896.6,655.2,1249.1
2451.1,3615.9,2473.5,3015.9,3097.4,2745.5,2811.1,3154.9,0.0,137.3,3617.6,2808.8,432.9,2570.3,2697.8,3018.5,1913.8,3494.0,2174.1,2744.3,212.5,3715.5,3425.4,4931.3,4933.3,3018.8,2849.9
2362.2,3527.0,2384.6,2927.1,3008.5,2656.7,2722.3,3066.0,137.3,0.0,3528.7,2720.0,344.0,2481.4,2609.0,2929.7,1825.0,3405.1,2085.3,2655.5,75.2,3626.7,3336.5,4842.4,4844.5,2929.9,2761.1
1416.6,1.7,1439.1,555.4,837.8,915.8,1301.9,820.6,3566.9,3478.0,0.0,1299.6,3268.7,1237.1,1202.1,426.5,2050.9,563.6,2311.1,914.6,3553.2,2362.8,2072.6,6358.0,6360.0,426.3,1020.2
363.9,1471.8,386.3,1258.1,1339.6,987.7,2.3,848.2,3124.2,3035.4,1473.5,0.0,2826.0,483.1,610.6,1260.7,1608.2,1349.9,1868.5,986.5,3110.6,2311.4,2021.3,5915.3,5917.4,1261.0,1092.1
2123.9,3288.8,2146.4,2688.8,2770.3,2418.4,2484.0,2827.8,404.0,315.1,3290.5,2481.7,0.0,2243.2,2370.7,2691.4,1586.7,3166.9,1847.0,2417.2,390.3,3388.4,3098.3,4604.2,4606.2,2691.7,2522.8
179.5,994.1,202.0,780.4,861.9,510.1,665.1,370.5,2939.9,2851.0,995.8,662.8,2641.7,0.0,133.0,783.0,1423.9,872.2,1684.1,508.8,2926.2,2127.1,1837.0,5731.0,5733.0,783.3,614.4
952.7,861.2,1035.5,731.1,1013.5,1091.4,1477.5,237.6,3050.1,2961.3,862.9,1475.2,2751.9,1132.3,0.0,602.2,1534.1,739.3,1794.4,1090.2,3036.5,2237.3,1947.2,5841.2,5843.2,601.9,1195.8
990.1,424.8,1012.5,128.9,411.3,489.3,875.3,826.8,3573.1,3484.3,426.5,873.0,3274.9,810.5,775.5,0.0,2057.1,234.4,2317.4,488.0,3559.5,2789.3,2499.2,6364.2,6366.2,-0.3,593.6
781.9,1946.7,804.3,1346.8,1428.2,1076.4,1142.0,1485.7,1850.5,1761.7,1948.4,1139.7,1552.3,901.1,1028.6,1349.3,0.0,1824.8,309.0,1075.1,1836.9,2046.3,1756.2,4641.6,4643.7,1349.6,1180.8
1426.0,265.7,1448.4,564.8,847.2,925.2,1311.3,829.9,3576.3,3487.4,267.4,1309.0,3278.1,1246.5,1211.5,435.9,2060.2,0.0,2320.5,923.9,3562.6,2630.1,2340.0,6367.4,6369.4,435.6,1029.6
1042.2,2207.0,1064.6,1607.0,1688.5,1336.7,1402.2,1746.0,2110.8,2022.0,2208.7,1400.0,1812.6,1161.4,1288.9,1609.6,309.0,2085.1,0.0,1335.4,2097.2,2306.6,2016.5,4901.9,4904.0,1609.9,1441.0
817.6,1062.1,840.1,634.7,716.2,1.2,514.2,840.6,3578.0,3489.1,1063.8,511.9,3279.8,638.1,603.1,637.3,2061.9,871.7,2322.2,0.0,3564.3,2765.2,2475.1,6369.0,6371.1,637.6,105.6
2437.4,3602.2,2459.8,3002.3,3083.7,2731.9,2797.5,3141.2,212.5,75.2,3603.9,2795.2,419.2,2556.6,2684.2,3004.9,1900.2,3480.3,2160.5,2730.7,0.0,3701.9,3411.7,4917.6,4919.7,3005.1,2836.3
1858.8,2552.4,2009.0,2390.3,2672.6,2774.6,2765.4,2059.3,3548.7,3459.9,2550.7,2763.1,3250.5,2105.7,2233.3,2261.4,2032.7,2398.4,2293.0,2773.3,3535.1,0.0,453.6,6339.8,6341.9,2261.1,2878.9
1568.7,2262.3,1718.8,2100.1,2382.5,2484.4,2475.3,1769.2,3258.6,3169.8,2260.6,2473.0,2960.4,1815.6,1943.2,1971.2,1742.6,2108.3,2002.9,2483.2,3245.0,453.6,0.0,6049.7,6051.7,1971.0,2588.8
5048.7,6213.6,5071.2,5613.6,5695.1,5343.2,5408.8,5752.6,4889.9,4801.1,6215.3,5406.5,4591.7,5168.0,5295.5,5616.2,4511.5,6091.7,4771.8,5342.0,4876.3,6313.2,6023.1,0.0,2.1,5616.5,5447.6
5050.8,6215.6,5073.2,5615.7,5697.1,5345.3,5410.9,5754.6,4892.0,4803.1,6217.3,5408.6,4593.8,5170.0,5297.6,5618.3,4513.6,6093.7,4773.9,5344.0,4878.3,6315.3,6025.1,2.1,0.0,5618.5,5449.7
990.4,424.5,1012.8,129.2,411.6,489.5,875.6,826.5,3572.8,3484.0,426.3,873.3,3274.6,810.8,775.8,-0.3,2056.8,234.1,2317.1,488.3,3559.2,2789.0,2498.9,6363.9,6366.0,0.0,593.9
