0.0,1973.3,1625.7,5268.2,1481.2,6407.5,1801.4,1614.1,4593.6,3440.8,13847.5,2200.3,1770.5,5041.9,6486.7,3963.6,16121.2,2401.9,3176.0,3631.4,1767.8,1611.2
1973.3,0.0,347.7,4214.9,538.5,5354.2,480.5,671.4,2784.5,2387.4,12526.6,1147.0,148.2,3721.0,5165.8,2642.7,14800.2,2714.3,1366.9,1822.3,156.2,668.5
1625.7,347.7,0.0,3867.2,367.8,5006.5,688.0,500.7,3132.1,2039.8,12734.0,799.3,377.9,3928.5,5373.3,2850.2,15007.7,2366.7,1714.6,2170.0,385.9,497.7
5268.2,4214.9,3867.2,0.0,4010.3,3242.5,4330.5,4143.2,7122.7,4233.8,16376.6,4025.1,4299.6,7571.0,9015.8,6492.7,18650.2,6009.2,5705.1,6160.5,4296.9,4140.2
1882.2,437.5,667.3,4411.3,0.0,5550.6,424.2,132.9,3112.4,2583.8,12470.2,1343.4,289.3,3664.6,5109.4,2586.3,14743.9,2623.2,1694.8,2150.2,286.6,129.9
6407.5,5354.2,5006.5,3242.5,5149.6,0.0,5469.8,5282.5,8262.0,3636.3,17515.8,5164.4,5438.9,8710.3,10155.1,7632.0,19789.5,7148.5,6844.4,7299.8,5436.2,5279.5
1787.7,480.5,674.2,4316.8,387.6,5456.0,0.0,520.5,3155.4,2489.3,12046.0,1248.8,332.3,3240.5,4685.3,2162.2,14319.7,2528.7,1737.8,2193.2,329.6,517.6
1749.3,304.6,534.4,4278.4,349.3,5417.7,291.3,0.0,2979.5,2451.0,12337.3,1210.5,156.4,3531.7,4976.5,2453.5,14611.0,2490.3,1561.9,2017.3,153.7,479.2
4613.4,3064.5,3294.3,7142.5,3213.4,8281.8,3155.4,3346.3,0.0,5315.1,15201.4,4074.6,2916.3,6395.8,9797.4,5317.6,17475.1,5354.4,1970.3,2425.7,2913.6,3343.3
3440.8,2387.4,2039.8,4233.8,2182.8,3636.3,2503.1,2315.7,5295.2,0.0,14549.1,2197.7,2472.2,5743.5,7188.3,4665.3,16822.8,4181.8,3877.7,4333.1,2469.5,2312.8
13833.7,12526.6,12720.3,16362.8,12433.7,17502.1,12046.0,12566.6,15201.4,14535.3,0.0,13294.8,12378.4,9020.0,13456.6,10933.5,2273.7,14574.7,13783.9,14239.3,12375.6,12563.6
2200.3,1147.0,799.3,4025.1,942.3,5164.4,1262.6,1075.2,4054.7,2197.7,13308.6,0.0,1231.7,4503.0,5947.8,3424.8,15582.3,2941.3,2637.2,3092.6,1229.0,1072.3
1790.4,148.2,377.9,4245.2,390.3,5384.5,332.3,523.2,2916.3,2417.7,12378.4,1177.2,0.0,3572.8,5017.6,2494.5,14652.0,2531.4,1498.8,1954.2,8.0,520.3
5028.1,3721.0,3914.7,7557.2,3628.1,8696.5,3240.5,3761.0,6395.8,5729.8,9020.0,4489.3,3572.8,0.0,4651.0,2128.0,11293.7,5769.1,4978.3,5433.7,3570.1,3758.0
6472.9,5165.8,5359.5,9002.0,5072.9,10141.3,4685.3,5205.8,9828.2,7174.6,13456.6,5934.1,5017.6,4651.0,0.0,2661.0,15730.3,7213.9,8097.0,7402.5,5014.9,5202.8
3949.9,2642.7,2836.4,6478.9,2549.8,7618.2,2162.2,2682.7,5317.6,4651.5,10933.5,3411.0,2494.5,2128.0,2661.0,0.0,13207.2,4690.9,3900.0,4355.4,2491.8,2679.8
16107.4,14800.2,14994.0,18636.5,14707.3,19775.8,14319.7,14840.2,17475.1,16809.0,2273.7,15568.5,14652.0,11293.7,15730.3,13207.2,0.0,16848.4,16057.5,16513.0,14649.3,14837.3
2401.9,2714.3,2366.7,6009.2,2222.2,7148.5,2542.4,2355.1,5334.6,4181.8,14588.5,2941.3,2511.5,5782.9,7227.7,4704.6,16862.2,0.0,3917.0,4372.4,2508.8,2352.2
3195.9,1647.0,1876.7,5725.0,1795.8,6864.2,1737.8,1928.7,1970.3,3897.5,13783.9,2657.0,1498.8,4978.3,8066.2,3900.0,16057.5,3936.9,0.0,694.5,1496.1,1925.8
3651.3,2102.4,2332.1,6180.4,2251.2,7319.6,2193.2,2384.1,2425.7,4352.9,14239.3,3112.4,1954.2,5433.7,7371.7,4355.4,16512.9,4392.3,694.5,0.0,1951.5,2381.2
1787.7,156.2,385.9,4253.2,387.6,5392.5,329.6,520.5,2913.6,2425.7,12375.6,1185.2,8.0,3570.1,5014.9,2491.8,14649.3,2528.7,1496.1,1951.5,0.0,517.6
1752.3,307.6,537.3,4281.3,352.2,5420.6,294.2,2.9,2982.4,2453.9,12340.2,1213.4,159.4,3534.7,4979.5,2456.4,14613.9,2493.3,1564.9,2020.3,156.7,0.0
