0.0,6848.1,2535.6,951.8,950.6,2490.5,766.2,1199.2,1285.3,5543.7,726.4,1389.7,3814.3,1428.2,1011.2,1514.4,1513.5,1605.4,1490.4,1387.4,1460.7,1463.7,1411.4,1529.9,1439.2,1873.5,1408.8,1431.8,1515.6,1560.3,1584.1,1722.5,1588.8,1588.1,1415.6,821.6,835.5,832.7,733.9,997.4,1088.1,728.4,769.2,1000.1,697.8,806.9,1165.8,1465.1,1338.5,1430.5,1458.9,625.3,1231.7,1306.2,1209.9,1194.6,777.2,1236.7,1382.0,1686.4,2592.3,3698.4,3232.4,3057.1,2783.8,1532.2,2256.4,1189.8,1241.1,1585.8,1723.7,1563.5,1588.2,1558.0,1239.3,6414.3,6652.1,1187.3,1412.2,2514.0,2623.2,2815.0,2710.8,5779.7,443.5,1418.9,7085.7,1431.2,1731.8,5804.0,1654.7,867.8,869.2,1167.6,978.8,1106.4,1488.7,2535.6,624.9,1442.1,1801.8,837.3,5081.5,882.5,4125.3,1703.9,2337.8,1250.1,3413.2,3265.1,3830.5,3913.3,3974.8,1811.0,4839.0
6467.2,0.0,7559.1,7184.1,8192.8,7514.0,7560.7,8716.9,8803.1,5954.4,7965.8,5732.7,5603.2,8474.3,8149.0,6359.1,6358.1,5948.4,5833.4,5730.5,5294.9,5291.9,5425.6,5365.6,5661.5,4992.8,5422.9,5774.9,5858.6,5903.4,5927.1,5613.4,5931.8,5931.2,5758.6,8061.0,8074.9,8072.2,7973.4,8045.6,8136.2,7967.9,7888.5,8048.2,7745.9,8046.4,8416.3,8511.1,8007.0,8476.6,8505.0,7864.8,8277.8,7458.5,8460.3,7762.6,7729.3,8581.0,6497.4,6461.1,6246.0,3676.0,2974.4,3207.8,3450.6,5367.9,4731.1,5616.1,5667.4,5928.8,5614.5,5906.5,5931.2,5901.0,8578.4,548.0,785.8,5613.6,5634.5,3830.7,3583.2,3490.8,3503.1,1512.3,7785.4,5761.9,941.8,5774.2,4549.6,1536.6,6770.1,7916.0,7917.3,8418.0,8116.6,8356.9,5831.7,7559.1,7864.4,5664.5,5986.4,7876.3,5417.9,5965.6,3627.6,8846.6,5352.5,7907.8,3386.7,3238.7,6791.4,5883.7,3477.1,5995.6,1656.8
2544.6,7602.9,0.0,1592.8,2601.5,69.2,1969.4,3125.6,3211.8,2953.3,2374.6,2448.4,4891.5,2883.0,2557.7,1581.4,1580.4,1917.4,1802.4,2446.2,2042.8,2045.8,2165.7,2226.1,2377.2,2628.3,2163.0,2490.6,1863.8,1908.6,1932.3,2007.7,1937.0,1762.3,2474.3,2469.8,2483.7,2480.9,2382.1,2454.3,2544.9,2376.6,2297.2,2456.9,2154.6,2455.1,2825.0,2919.8,2415.7,2885.3,2913.7,2273.5,2686.5,1867.2,2869.1,2171.3,2138.0,2989.7,3115.4,3645.2,3669.5,6872.0,5769.2,5593.8,5651.8,2228.5,3011.2,1771.9,1925.0,1934.1,2006.6,1911.8,1762.4,1906.3,2987.1,7169.1,7406.9,1769.3,2350.2,5137.5,5159.9,5351.8,5704.3,6534.4,2194.2,2477.6,7840.5,2489.9,3830.7,6558.8,3784.2,2324.7,2326.1,2826.7,2525.3,2765.6,1800.7,0.0,2273.1,2380.2,2806.5,2285.1,7818.3,2785.7,6304.0,3255.4,4402.2,2316.6,5591.9,5443.9,6242.8,4979.7,6153.6,2815.7,5930.8
951.8,7175.0,1583.8,0.0,1008.6,1538.7,376.6,1612.9,1699.1,4025.0,781.7,2020.6,3378.8,1370.3,875.2,1153.5,1152.6,1489.5,1374.5,2018.3,1614.9,1617.9,1737.8,1798.3,1949.4,2200.4,1735.2,2062.7,1436.0,1480.7,1504.5,1579.8,1509.2,1334.4,2046.4,876.9,890.8,888.0,789.3,861.4,952.1,783.8,704.4,864.1,561.8,862.2,1232.2,1407.1,903.0,1372.6,1401.0,680.6,1173.7,354.5,1276.2,658.6,545.2,1477.0,1522.6,2132.5,2156.8,5432.5,5341.3,5166.0,5223.9,1800.6,2583.3,1344.0,1497.2,1506.2,1578.7,1483.9,1334.5,1478.4,1474.4,6741.2,6979.0,1341.5,1922.4,4709.6,4732.0,4923.9,5276.5,6106.6,601.3,2049.8,7412.6,2062.1,2237.8,6130.9,1795.3,731.8,733.2,1233.9,842.8,1172.8,1372.8,1583.8,680.3,1952.3,2431.6,701.3,5232.4,2410.7,5929.1,1751.7,4027.3,812.9,5217.0,5068.9,3823.2,3476.0,5778.6,2440.8,5555.9
961.6,8375.1,2783.9,1016.9,0.0,2738.9,831.3,248.6,334.7,5225.2,235.2,3220.7,2927.7,513.0,439.9,2353.7,2352.7,2689.7,2574.7,3218.5,2815.1,2818.1,2938.0,2998.4,3149.5,3400.6,2935.3,3262.9,2636.1,2680.9,2704.6,2780.0,2709.3,2534.6,3246.6,140.0,208.2,205.5,415.0,322.0,232.6,233.1,493.5,324.6,461.3,179.7,225.4,549.9,659.9,515.3,543.8,481.0,466.9,925.8,269.4,621.6,842.4,286.1,828.1,1020.8,1705.8,3571.5,3105.5,2930.2,2656.9,3000.8,3783.4,2544.1,2697.3,2706.3,2778.9,2684.1,2534.6,2678.6,288.8,7941.4,8179.2,2541.6,3122.5,2387.1,2496.3,2688.1,2583.9,7306.7,654.0,3249.9,8612.8,3262.2,1604.9,7331.1,1108.8,405.1,406.5,227.1,407.5,166.0,2573.0,2783.9,480.7,3152.5,3440.2,476.0,4759.4,1833.1,4675.9,1038.3,2722.4,724.6,5216.6,5068.6,3350.2,3003.1,4525.5,3449.4,6564.5
2499.5,7557.8,69.2,1547.7,2556.4,0.0,1924.4,3080.6,3166.7,2908.2,2329.5,2403.3,4846.4,2837.9,2512.6,1536.3,1535.4,1872.3,1757.3,2401.1,1997.7,2000.7,2120.6,2181.0,2332.1,2583.2,2118.0,2445.5,1818.7,1863.5,1887.3,1962.6,1891.9,1717.2,2429.2,2424.7,2438.6,2435.8,2337.0,2409.2,2499.8,2331.5,2252.1,2411.8,2109.5,2410.0,2779.9,2874.8,2370.6,2840.2,2868.6,2228.4,2641.4,1822.1,2824.0,2126.3,2092.9,2944.6,3070.3,3600.1,3624.4,6826.9,5724.1,5548.7,5606.7,2183.4,2966.1,1726.8,1879.9,1889.0,1961.5,1866.7,1717.3,1861.2,2942.0,7124.0,7361.8,1724.2,2305.1,5092.4,5114.8,5306.7,5659.2,6489.4,2149.1,2432.6,7795.4,2444.8,3785.6,6513.7,3739.1,2279.6,2281.0,2781.6,2480.2,2720.5,1755.6,69.2,2228.0,2335.1,2761.4,2240.0,7773.2,2740.6,6258.9,3210.3,4357.1,2271.5,5546.8,5398.8,6197.7,4934.6,6108.5,2770.6,5885.7
766.2,7551.6,1960.4,376.6,823.1,1915.3,0.0,1071.6,1157.8,4401.6,596.1,2397.2,3492.7,1106.6,689.7,1530.1,1529.2,1866.1,1751.1,2394.9,1991.5,1994.5,2114.4,2174.9,2326.0,2577.0,2111.8,2439.3,1812.6,1857.3,1881.1,1956.4,1885.8,1711.0,2423.1,691.3,705.2,702.5,603.7,675.9,766.5,598.2,518.8,678.5,376.2,676.7,1046.6,1143.5,1016.9,1108.9,1137.4,495.1,910.1,731.1,1090.7,873.0,359.6,1109.2,1337.0,1657.5,2270.8,4018.8,3552.9,3377.6,3104.2,2177.2,2959.9,1720.6,1873.8,1882.8,1955.3,1860.5,1711.1,1855.0,1111.8,7117.8,7355.6,1718.1,2299.0,2834.5,2943.6,3135.5,3031.2,6483.2,415.8,2426.4,7789.2,2438.7,2052.3,6507.5,1609.7,546.3,547.6,1048.3,657.2,987.2,1749.4,1960.4,494.7,2328.9,2808.2,515.8,5348.0,2787.3,6305.7,1675.0,4403.9,928.6,5593.6,5445.5,3938.8,3591.7,6155.2,2817.4,5932.5
1150.7,8402.2,2811.0,1050.1,167.3,2765.9,864.5,0.0,86.2,5252.2,424.3,3247.8,3017.8,603.1,467.0,2380.7,2379.8,2716.7,2601.7,3245.5,2842.1,2845.1,2965.0,3025.4,3176.6,3427.6,2962.4,3289.9,2663.2,2707.9,2731.7,2807.0,2736.4,2561.6,3273.6,307.3,377.4,374.6,604.1,349.1,259.6,422.3,520.5,351.7,488.3,348.8,252.4,639.9,606.7,605.4,633.8,670.2,494.0,952.8,296.5,648.7,875.5,376.2,995.4,1188.1,1795.8,5071.5,3272.8,3097.5,2824.2,3027.8,3810.5,2571.2,2724.4,2733.4,2805.9,2711.1,2561.7,2705.6,378.8,7968.4,8206.2,2568.6,3149.5,2554.4,2663.6,2855.4,2751.2,7333.8,821.3,3277.0,8639.8,3289.3,1772.2,7358.1,1276.1,432.1,433.5,254.1,434.5,193.0,2600.0,2811.0,669.8,3179.5,3964.4,724.6,4679.8,2081.7,4596.3,1199.1,2971.0,822.2,5137.0,4989.0,3270.6,2923.5,4445.8,3973.6,7088.7
1236.9,8488.3,2897.1,1136.2,253.4,2852.0,950.7,86.2,0.0,5338.4,510.5,3333.9,3103.9,689.2,553.1,2466.9,2465.9,2802.9,2687.9,3331.6,2928.3,2931.3,3051.2,3111.6,3262.7,3513.8,3048.5,3376.1,2749.3,2794.1,2817.8,2893.2,2822.5,2647.8,3359.8,393.4,463.5,460.8,690.3,435.2,345.8,508.4,606.7,437.8,574.5,435.0,338.6,726.1,692.8,691.5,720.0,756.3,580.1,1039.0,382.6,734.8,961.7,462.3,1081.5,1274.2,1882.0,5157.6,3359.0,3183.7,2910.3,3114.0,3896.6,2657.3,2810.5,2819.5,2892.1,2797.3,2647.8,2791.7,465.0,8054.6,8292.4,2654.8,3235.7,2640.6,2749.7,2941.6,2837.3,7419.9,907.4,3363.1,8726.0,3375.4,1858.4,7444.3,1362.3,518.3,519.6,340.3,520.7,279.2,2686.2,2897.1,756.0,3265.7,4050.6,810.8,4766.0,2167.8,4682.5,1285.3,3057.1,908.3,5223.1,5075.1,3356.8,3009.6,4532.0,4059.7,7174.8
2257.3,4279.8,3349.2,2974.2,3982.9,3304.1,3350.8,4507.1,4593.2,0.0,3756.0,1522.8,4377.3,4264.4,3939.1,2149.2,2148.3,1738.5,1623.5,1520.6,1085.0,1082.0,1215.7,1155.7,1451.6,782.9,1213.1,1565.0,1648.7,1693.5,1717.2,1403.6,1721.9,1721.3,1548.7,3851.2,3865.1,3862.3,3763.5,3835.7,3926.3,3758.0,3678.6,3838.3,3536.0,3836.5,4206.4,4301.2,3797.1,4266.7,4295.1,3654.9,4067.9,3248.6,4250.5,3552.8,3519.4,4371.1,2287.5,2927.9,5050.9,3549.0,2446.1,2270.8,2328.7,1158.1,521.3,1406.2,1457.5,1718.9,1404.7,1696.7,1721.4,1691.1,4368.5,3846.1,4083.9,1403.7,1424.6,1814.5,1836.9,2028.7,2381.3,3211.4,3575.6,1552.1,4517.5,1564.3,2533.4,3235.7,2560.3,3706.1,3707.5,4208.1,3906.7,4147.0,1621.8,3349.2,3654.5,1454.6,4682.1,4726.4,6998.5,4661.2,5503.4,5696.7,4003.3,4757.8,4791.3,4643.2,5423.1,7238.4,5352.9,4691.2,4326.1
