0.0,1776.2,1790.8,2047.4,1804.9,7559.6,2933.6,2124.4,4229.9,2164.1,2082.7,1601.6,1690.8,3813.3,1260.4,5501.5,5330.3,1890.3,2267.6
1802.7,0.0,298.2,2185.2,179.3,9362.2,1308.0,631.8,5789.1,2842.3,590.2,174.6,119.5,5372.4,3278.2,7304.1,7132.9,2046.3,775.0
1817.2,298.2,0.0,1466.2,326.9,9376.8,1455.6,333.6,6087.3,2856.8,292.0,189.2,212.7,5670.6,3077.6,7318.7,7147.5,2060.8,476.8
2047.4,2158.8,1466.2,0.0,2187.5,9606.9,3316.2,1148.3,6277.3,3087.0,1627.4,1984.1,2073.3,5860.6,3307.8,7548.9,7377.6,2291.0,1291.5
1831.4,179.3,326.9,2213.9,0.0,9390.9,1128.7,660.5,5968.4,2871.0,618.9,203.4,148.2,5551.7,3091.8,7332.9,7161.6,2075.0,803.7
7559.6,9335.8,9350.3,9606.9,9364.5,0.0,10493.2,9684.0,11842.0,6886.4,9642.3,9161.2,9250.4,11425.3,8872.4,2291.4,2229.3,7708.1,9827.2
2981.0,1328.9,1476.6,3500.4,1149.7,10540.6,0.0,1810.2,7118.0,4020.6,1768.5,1353.0,1297.9,6701.3,4241.4,8482.5,8311.3,3224.6,1953.4
2150.8,631.8,333.6,1148.3,660.5,9710.4,1789.2,0.0,6420.9,3190.4,479.1,522.8,546.4,6004.2,3411.2,7652.3,7481.1,2394.4,143.2
4229.9,5789.1,6087.3,6277.3,5968.4,11410.8,7097.1,6420.9,0.0,5694.0,6379.3,5963.7,5908.6,416.7,3117.3,9352.7,9181.5,4378.5,6564.1
1489.3,2762.7,2777.2,3033.9,2791.4,6886.4,3920.1,3110.9,5719.2,0.0,3069.2,2588.1,2677.3,5302.5,2749.7,4828.3,4657.1,1315.5,3254.1
2109.2,590.2,292.0,1627.4,618.9,9668.7,1747.6,479.1,6379.3,3148.8,0.0,481.1,504.7,5962.6,3369.6,7610.6,7439.4,2352.8,335.9
1628.0,174.6,189.2,2010.6,203.4,9187.6,1332.0,522.8,5963.7,2667.6,481.1,0.0,89.2,5547.1,2888.4,7129.5,6958.3,1871.6,666.0
1717.2,119.5,212.7,2099.8,148.2,9276.8,1276.9,546.4,5908.6,2756.8,504.7,89.2,0.0,5491.9,2977.6,7218.7,7047.5,1960.8,689.6
3813.3,5372.4,5670.6,5860.6,5551.7,10994.1,6680.4,6004.2,416.7,5277.3,5962.6,5547.1,5491.9,0.0,2700.6,8936.0,8764.8,3961.8,6147.4
1260.4,3278.2,3051.2,3307.8,3065.4,8441.3,4194.0,3384.8,3117.3,2724.4,3343.2,2862.0,2951.2,2700.6,0.0,6383.2,6212.0,1408.9,3528.0
5501.5,7277.7,7292.3,7548.9,7306.4,2291.4,8435.1,7625.9,9783.9,4828.3,7584.2,7103.1,7192.3,9367.2,6814.3,0.0,171.2,5650.0,7769.1
5330.3,7106.5,7121.0,7377.6,7135.2,2229.3,8263.9,7454.7,9612.7,4657.1,7413.0,6931.9,7021.1,9196.0,6643.1,171.2,0.0,5478.8,7597.9
173.8,1920.5,1935.0,2191.6,1949.2,7733.3,3077.9,2268.6,4403.7,1315.5,2227.0,1745.8,1835.0,3987.0,1434.2,5675.3,5504.0,0.0,2411.8
2294.0,775.0,476.8,1291.5,803.7,9853.6,1932.4,143.2,6564.1,3333.6,335.9,666.0,689.6,6147.4,3554.4,7795.5,7624.3,2537.6,0.0
