0.0,1595.2,1428.8,1460.4,3181.0,1615.9,1253.3,885.4,581.9,122.7,1857.0,2537.8,2566.7,1809.8,1852.3,3241.6
1595.2,0.0,2243.4,3330.5,3995.6,3486.0,1353.2,985.3,1258.2,1472.5,384.4,1053.6,3381.3,155.1,3722.4,4056.2
1428.8,2243.4,0.0,1318.8,1813.6,1474.3,1569.1,1746.5,1596.4,1306.1,2505.2,3186.0,1199.3,2458.1,1710.7,1874.2
1460.4,3330.5,1318.8,0.0,3071.0,761.3,856.1,1033.5,883.3,1337.7,3592.3,4273.2,2456.7,3545.2,510.7,3131.6
3272.7,4087.3,1905.3,3162.7,0.0,1860.4,3413.0,3590.4,3440.3,3150.0,4349.1,5029.9,965.7,4302.0,2203.6,205.7
1615.9,3486.0,1474.3,761.3,1860.4,0.0,1011.6,1188.9,1038.8,1493.2,3747.8,4428.6,2612.2,3700.7,421.4,1654.7
1253.3,1353.3,1569.1,856.1,3321.3,1011.6,0.0,367.9,664.9,1376.0,1314.4,2352.5,2707.0,1198.1,1247.9,3381.9
885.4,985.3,1746.5,1033.5,3498.7,1188.9,367.9,0.0,492.6,1008.1,946.5,1984.6,2884.4,830.2,1425.3,3559.2
581.9,1258.2,2010.8,883.3,3763.0,1038.8,664.9,492.6,0.0,704.6,1219.4,2257.4,3148.7,1103.1,1275.2,3823.5
122.7,1472.5,1306.1,1337.7,3058.3,1493.2,1376.0,1008.1,704.6,0.0,1734.3,2415.1,2444.0,1687.1,1729.6,3118.9
1857.0,384.4,2505.2,3592.3,4257.4,3747.8,1314.4,946.5,1219.4,1734.3,0.0,1383.7,3643.1,229.3,3984.2,4318.0
2537.8,1053.6,3186.0,4273.2,4938.2,4428.6,2400.8,2032.9,2305.7,2415.1,1432.0,0.0,4323.9,1154.4,4665.0,4998.8
2687.2,3501.8,1319.8,2577.2,860.2,2732.7,2827.5,3004.9,2854.8,2564.5,3763.6,4444.4,0.0,3716.5,2969.1,920.7
1809.8,155.1,2458.1,3545.2,4210.3,3700.7,1198.1,830.2,1103.1,1687.1,229.3,1154.4,3596.0,0.0,3937.0,4270.8
1852.3,3722.4,1710.7,510.7,3462.9,421.4,1247.9,1425.3,1275.2,1729.6,3984.2,4665.0,2848.6,3937.0,0.0,1997.9
3333.3,4147.9,1965.9,3223.3,205.7,1654.7,3473.6,3650.9,3500.8,3210.6,4409.7,5090.5,1026.2,4362.5,1997.9,0.0
