0.0,2975.0,1939.6,2059.2,3663.5,2723.2,1993.2,2867.9,3035.1,1100.8,1073.0,1100.8,1688.4,1293.0,1222.6,993.8,3663.5,1070.9,1225.0,970.7,2056.9,3033.5,2872.2,3030.6,1846.1,2893.2,229.5,3028.5,2975.0,2783.3,2785.4,3527.8,2204.8,341.8,4733.4,2203.4,1846.8,1911.8,2870.0
1257.5,0.0,1805.4,1131.5,1217.9,251.8,1859.1,107.0,664.5,1117.7,1089.9,1117.7,1705.2,1309.8,1239.5,1010.6,1217.9,1087.8,1241.8,987.5,1129.2,663.0,426.6,108.6,1014.6,81.8,1028.1,106.5,0.0,412.7,414.9,1082.2,1277.1,915.7,1566.7,1275.6,1013.9,984.1,424.4
2984.2,1779.6,0.0,863.9,2468.2,1527.9,301.1,1672.6,1839.7,835.5,1014.4,835.5,2037.9,1642.5,1572.2,905.5,2468.2,1012.3,1574.5,968.4,861.6,1838.2,1676.9,1835.2,650.8,1697.9,2754.7,1833.2,1779.6,1588.0,1590.1,2332.5,1009.5,2642.4,3538.1,1008.0,651.5,716.5,1674.7
3665.2,2460.6,1425.2,0.0,3149.2,2208.8,1478.9,2353.6,2520.7,586.5,558.7,586.5,1174.0,778.6,708.3,479.4,3149.2,556.6,710.6,456.3,1542.6,2519.2,2357.9,2516.2,1331.8,2378.9,3435.7,2514.2,2460.6,2269.0,2271.1,3013.5,145.6,3323.4,4219.1,144.1,1332.5,1397.5,2355.7
2439.1,1234.5,2460.6,1786.6,0.0,982.7,2514.2,1127.5,1319.7,2299.2,2271.4,2299.2,2886.8,2491.4,2421.0,2192.2,0.0,2269.3,2423.4,2169.1,1784.3,1318.1,1131.7,1290.1,1669.8,1152.7,2209.6,1288.1,1234.5,1067.9,1070.0,135.7,1932.2,2097.3,950.2,1930.7,1669.1,1639.2,1129.5
1456.3,251.8,1553.7,879.7,966.1,0.0,1607.3,144.8,412.7,1316.5,1288.7,1316.5,1904.1,1508.6,1438.3,1209.4,966.1,1286.6,1440.6,1186.3,877.4,411.2,174.8,307.4,762.9,170.0,1226.9,305.3,251.8,161.0,163.1,830.4,1025.3,1114.5,1315.0,1023.8,762.1,732.3,172.6
3037.9,1833.3,301.1,917.6,2521.9,1581.5,0.0,1726.3,1893.4,889.1,1068.1,889.1,2091.6,1696.2,1625.9,959.2,2521.9,1066.0,1628.2,1022.0,915.3,1891.9,1730.5,1888.9,704.5,1751.5,2808.4,1886.8,1833.3,1641.6,1643.8,2386.1,1063.1,2696.1,3591.7,1061.7,705.2,770.2,1728.3
1311.6,107.0,1698.4,1024.5,1110.9,144.8,1752.1,0.0,557.5,1171.7,1143.9,1171.7,1759.3,1363.9,1293.5,1064.7,1110.9,1141.8,1295.9,1041.6,1022.2,556.0,319.5,162.6,907.6,25.2,1082.1,160.6,107.0,305.7,307.9,975.2,1170.0,969.8,1459.7,1168.6,906.9,877.1,317.4
2210.2,1005.6,2206.7,1532.7,1694.2,753.9,2260.3,898.6,0.0,2371.4,2091.4,2371.4,2706.8,2311.3,2241.0,2012.1,1694.2,2089.3,2243.3,1989.0,1530.4,1.5,902.9,1061.2,1415.9,923.9,1980.7,1059.2,1005.6,687.9,690.0,1558.5,1678.3,1868.4,2043.1,1676.8,1415.2,1385.3,900.7
3115.7,1911.1,875.7,995.4,2599.7,1659.3,929.4,1804.1,1971.2,0.0,215.9,0.0,1173.5,778.1,707.8,107.1,2599.7,213.8,710.1,169.9,993.1,1969.7,1808.3,1966.7,782.3,1829.3,2886.2,1964.7,1911.1,1719.5,1721.6,2464.0,1141.0,2773.9,3669.5,1139.5,783.0,848.0,1806.2
3314.4,2109.9,1074.5,1194.1,2798.5,1858.1,1128.1,2002.9,2170.0,235.7,0.0,235.7,1109.2,713.8,643.5,128.7,2798.5,2.1,645.8,105.6,1191.8,2168.5,2007.1,2165.5,981.1,2028.1,3085.0,2163.4,2109.9,1918.2,1920.3,2662.7,1339.7,2972.6,3868.3,1338.3,981.8,1046.7,2004.9
3115.7,1911.1,875.7,995.4,2599.7,1659.3,929.4,1804.1,1971.2,0.0,215.9,0.0,1173.5,778.1,707.8,107.1,2599.7,213.8,710.1,169.9,993.1,1969.7,1808.3,1966.7,782.3,1829.3,2886.2,1964.7,1911.1,1719.5,1721.6,2464.0,1141.0,2773.9,3669.5,1139.5,783.0,848.0,1806.2
4244.5,3039.9,2004.5,2124.2,3728.5,2788.1,2058.2,2932.9,3100.0,1165.8,1138.0,1165.8,0.0,395.4,465.7,1058.7,3728.5,1135.9,463.4,1035.6,2121.9,3098.5,2937.1,3095.5,1911.1,2958.1,4015.0,3093.5,3039.9,2848.2,2850.4,3592.8,2269.8,3902.7,4798.3,2268.3,1911.8,1976.8,2934.9
