0.0,1825.1,760.2,369.4,103.3,1878.0,1401.5,1127.1,992.9,249.6,2088.2,2162.2,1877.8,718.3,417.9,816.2,407.4,803.5,574.6,643.1,528.6,221.0,886.5,970.7,449.4,1533.5,171.5,818.2,690.0,762.9,1664.8,753.1,710.1,100.8,455.6,1211.4,1825.4,819.7,853.9,837.9,1492.9,641.9,591.6,574.6,480.3,222.3,711.2,764.7,420.3,127.9,739.0,406.5,1638.3,1265.1,1557.5,1162.4,1142.9,1298.9,1152.7,1411.0,784.5,750.2,813.8,813.8,587.7,530.9,1664.8,1401.6,810.2,1152.7,1550.7,2160.9,1389.8,1926.5,310.5,1176.2,358.6,1090.7,653.6,948.6,864.9,2012.1,1500.8,1846.9,653.5,1598.6,700.9,827.9,1284.3,494.9,495.5,441.8,441.2,331.0,328.8,1414.3,1553.5,812.4,169.1,713.1,1456.4,3352.9,1415.1,945.8,1854.0,1538.5
1830.4,0.0,1525.2,2174.3,1898.9,1045.1,807.0,1081.5,967.9,1575.7,263.1,490.7,664.8,2338.1,1894.2,2250.7,2022.8,1773.2,2190.0,2258.4,2004.8,1655.6,1196.1,2590.6,1529.2,2968.0,1657.8,2252.7,2124.5,2197.4,2172.1,1518.1,1475.2,1896.4,1348.4,997.1,-0.2,2254.3,2288.4,1807.6,2000.2,2257.2,1645.1,2190.0,1956.5,1862.6,1476.2,2199.2,1896.6,1810.3,2173.6,2021.9,1086.2,2699.6,2956.6,2596.9,1907.9,2063.9,2768.1,980.6,2399.8,1515.3,2248.3,2248.3,2063.9,2007.2,2172.1,807.0,2244.7,2768.1,2985.2,489.3,2824.3,3361.0,1514.8,1941.3,1438.4,891.1,1773.1,2424.8,1203.4,660.6,948.7,3281.4,1332.6,650.1,2177.2,1408.7,807.8,1971.2,1971.7,1876.4,1875.7,1807.3,1805.0,983.8,515.4,2246.9,1655.4,2147.7,2932.5,1522.5,1758.1,945.5,374.6,636.6
774.2,1345.2,0.0,871.1,687.5,1196.8,720.3,655.4,789.6,1011.0,1608.3,1682.3,1196.5,1028.8,1024.2,1120.6,909.2,788.6,934.3,1175.6,1134.8,931.2,1111.0,1281.3,544.6,2009.2,673.3,1122.6,1165.7,1238.6,2594.2,136.9,197.9,685.0,363.9,571.1,1345.4,1295.4,1329.6,823.0,2422.3,1174.5,1521.0,934.3,1086.5,828.6,199.0,1240.4,1026.6,902.1,1214.7,908.3,957.1,1740.8,1575.4,1638.0,526.7,682.7,1548.0,605.4,929.6,134.0,1289.4,1289.4,1193.9,1137.2,2594.2,720.3,1285.9,1548.0,2026.4,1681.0,1865.4,2402.1,1429.7,560.0,453.8,980.6,788.6,1554.8,1794.3,1871.2,819.6,2322.6,1582.9,917.3,1307.2,1757.3,1174.2,1101.2,1101.7,917.5,916.8,937.3,935.0,602.2,872.3,1288.1,670.8,1188.8,1998.9,3047.7,2155.5,1686.2,1548.8,892.3
208.6,1848.7,800.9,0.0,299.8,1901.6,1425.1,1150.7,1016.5,273.2,2111.8,2185.8,1901.4,885.9,286.3,642.9,414.9,844.2,582.1,650.5,397.0,193.3,910.1,1138.4,490.2,1360.2,212.3,644.8,516.7,589.6,1688.4,793.8,750.9,297.3,496.4,1235.0,1849.0,646.4,680.6,878.6,1516.5,649.4,615.2,582.1,348.7,90.7,751.9,591.4,288.7,336.6,565.7,414.0,1661.9,1091.8,1565.0,989.0,1183.6,1339.6,1160.2,1434.6,792.0,791.0,640.4,640.4,456.1,399.3,1688.4,1425.2,636.9,1160.2,1377.4,2184.5,1216.4,1753.1,334.1,1161.6,399.3,1114.3,661.0,817.0,888.5,2035.7,1524.4,1673.6,677.1,1622.2,569.3,851.6,1307.9,363.3,363.9,268.5,267.8,199.5,197.2,1437.9,1577.1,639.1,209.8,539.8,1391.7,3696.8,1758.9,1289.6,2197.9,1222.7
911.5,1687.1,882.6,1008.4,0.0,1538.7,1062.2,997.3,1131.5,1148.3,1950.2,2024.2,1538.5,608.8,1161.5,1257.9,1046.5,925.9,1071.6,1086.7,1272.1,1068.5,1453.0,861.2,681.9,2146.5,810.6,1259.9,1303.0,1375.9,2936.1,875.5,832.6,822.3,578.0,913.0,1687.4,1432.7,1466.9,960.3,2764.2,1085.6,1862.9,1071.6,1223.8,965.9,833.6,1377.7,1163.9,1039.4,1352.0,1045.6,1299.0,1878.1,2001.2,1775.4,1265.3,1421.3,1596.4,947.4,1228.2,872.7,1426.7,1426.7,1331.2,1274.5,2936.1,1062.3,1423.2,1596.4,2163.7,2022.9,2002.7,2539.4,1209.3,1298.6,591.1,1322.6,925.9,1692.1,2136.2,1874.1,1161.5,2459.9,1924.8,1259.3,1444.5,2099.3,1516.1,1238.5,1239.0,1054.8,1054.1,1074.6,1072.3,944.1,1214.2,1425.4,808.1,1326.1,1518.8,3421.3,1483.5,1014.2,1922.4,1039.1
1840.9,1048.7,1194.7,1525.1,1341.5,0.0,476.5,750.9,885.1,1586.2,1311.8,1385.8,632.0,1682.9,1904.6,2261.2,2033.2,1442.6,1588.3,1603.4,2015.3,1666.0,1206.5,1935.3,1198.6,2978.5,1327.3,2263.1,2135.0,2207.9,2689.7,1187.6,1144.6,1339.0,1017.9,666.6,1049.0,2264.7,2298.9,1477.0,2517.8,1602.3,1616.5,1588.3,1967.0,1873.0,1145.7,2209.7,1907.0,1820.8,2184.0,2032.3,644.2,2710.1,2626.0,2607.3,1577.3,1733.3,2113.1,576.8,1744.9,1184.7,2258.7,2258.7,2074.4,2017.6,2689.7,476.4,2255.2,2113.1,2995.7,1384.5,2834.7,3371.4,1525.2,1610.7,1107.8,1076.1,1442.6,2435.3,1695.8,1235.7,506.7,3291.9,1678.4,746.3,2187.6,1852.9,1024.1,1981.6,1982.2,1886.8,1886.1,1817.7,1815.5,580.1,701.2,2257.4,1324.8,2158.1,2985.4,2567.6,2358.6,1516.9,1068.7,412.2
1364.4,810.7,718.2,1048.7,865.1,476.5,0.0,274.4,408.6,1109.7,1073.8,1147.8,476.2,1206.4,1428.2,1784.7,1556.7,966.1,1111.8,1127.0,1538.8,1189.5,730.1,1458.8,722.2,2502.0,850.8,1786.6,1658.5,1731.4,2213.2,711.1,668.1,862.6,541.4,190.1,810.9,1788.2,1822.4,1000.5,2041.3,1125.8,1140.0,1111.8,1490.5,1396.5,669.2,1733.2,1430.5,1344.3,1707.5,1555.8,279.2,2233.6,2149.6,2130.9,1100.9,1256.9,1636.6,173.5,1268.4,708.2,1782.2,1782.2,1597.9,1541.1,2213.2,-0.1,1778.7,1636.6,2519.2,1146.4,2358.2,2895.0,1048.7,1134.2,631.3,599.7,966.1,1958.8,1413.3,997.6,141.7,2815.4,1201.9,508.2,1711.1,1376.4,793.2,1505.1,1505.7,1410.3,1409.6,1341.3,1339.0,176.8,463.2,1780.9,848.4,1681.6,2508.9,2329.5,1882.1,1412.8,830.6,174.1
1090.0,1085.1,646.9,1433.8,1158.4,750.9,274.4,0.0,134.2,835.3,1348.2,1422.2,750.7,1597.6,1153.7,1510.3,1282.3,894.8,1449.5,1517.9,1264.3,915.1,455.6,1850.1,650.8,2227.6,1243.6,1512.2,1384.0,1457.0,1938.8,639.7,596.8,1155.9,470.0,84.3,1085.3,1513.8,1547.9,929.2,1766.9,1516.8,865.6,1449.5,1216.1,1122.1,597.9,1458.7,1156.1,1069.8,1433.1,1281.4,511.2,1959.2,2078.2,1856.4,1029.5,1185.5,2027.6,283.9,1659.4,636.9,1507.8,1507.8,1323.4,1266.7,1938.8,274.5,1504.3,2027.6,2244.8,1420.9,2083.8,2620.5,774.3,1062.9,560.0,325.2,894.8,1684.4,1138.9,1272.1,373.7,2540.9,927.5,471.5,1436.7,1101.9,518.8,1230.7,1231.3,1135.9,1135.2,1066.8,1064.6,287.2,426.4,1506.5,1241.2,1407.2,2234.5,2603.9,1607.7,1138.4,1105.0,448.5
955.8,925.4,682.0,1299.6,1024.2,885.1,408.6,134.2,0.0,701.1,1188.5,1262.5,884.9,1463.5,1019.5,1376.1,1148.1,929.9,1315.3,1383.7,1130.2,780.9,321.4,1715.9,685.9,2093.4,1109.4,1378.0,1249.9,1322.8,1804.6,674.9,631.9,1021.7,505.2,218.5,925.7,1379.6,1413.8,964.3,1632.7,1382.6,731.4,1315.3,1081.9,987.9,633.0,1324.6,1021.9,935.7,1298.9,1147.2,645.4,1825.0,2298.2,1722.2,1064.6,1220.6,1893.4,418.1,1525.2,672.0,1373.6,1373.6,1189.3,1132.5,1804.6,408.7,1370.1,1893.4,2110.6,1261.2,1949.6,2486.3,640.1,1098.0,595.1,191.0,929.9,1550.2,1004.7,1112.4,507.9,2406.8,793.3,605.7,1302.5,967.8,384.6,1096.5,1097.1,1001.7,1001.0,932.6,930.4,421.4,560.6,1372.3,1107.0,1273.0,2100.3,2490.3,1473.5,1004.2,991.4,582.7
254.7,1575.6,997.1,598.6,323.1,1628.4,1152.0,877.5,743.3,0.0,1838.7,1912.7,1628.2,762.4,318.5,675.0,447.0,1079.5,614.2,682.7,429.1,79.8,637.0,1014.8,686.3,1392.3,408.4,676.9,548.8,621.7,1415.3,989.9,947.0,320.6,692.5,961.8,1575.8,678.5,712.7,1134.0,1243.3,681.5,342.0,614.2,380.8,286.8,948.0,623.5,320.8,234.6,597.8,446.1,1388.8,1123.9,1597.1,1021.2,1421.7,1577.7,1192.3,1161.5,824.1,987.1,672.5,672.5,488.2,431.4,1415.3,1152.0,669.0,1192.3,1409.5,1911.3,1248.6,1785.3,60.9,1193.7,595.5,841.2,693.2,849.1,615.3,1762.5,1251.2,1705.7,403.9,1349.0,601.4,578.4,1034.8,395.4,396.0,300.6,299.9,231.6,229.3,1164.7,1303.9,671.2,405.9,571.9,1357.0,3098.2,1160.4,691.1,1599.3,1283.8
2262.0,431.5,1956.8,2605.8,2330.4,1476.6,1238.5,1513.0,1399.4,2007.3,0.0,224.6,1096.3,2769.6,2325.7,2682.3,2454.3,2204.7,2621.5,2689.9,2436.4,2087.1,1627.6,3022.1,1960.7,3399.6,2089.3,2684.2,2556.0,2629.0,2603.7,1949.6,1906.7,2327.9,1779.9,1428.7,431.3,2685.8,2719.9,2239.1,2431.7,2688.8,2076.6,2621.5,2388.1,2294.1,1907.7,2630.7,2328.1,2241.8,2605.1,2453.4,1517.8,3131.2,3388.1,3028.4,2339.4,2495.4,3199.6,1412.1,2831.4,1946.8,2679.8,2679.8,2495.4,2438.7,2603.7,1238.5,2676.3,3199.6,3416.8,223.2,3255.8,3792.5,1946.3,2372.8,1869.9,1322.7,2204.7,2856.4,1634.9,1092.1,1380.2,3712.9,1764.1,1081.6,2608.7,1840.3,1239.3,2402.7,2403.3,2307.9,2307.2,2238.8,2236.6,1415.3,946.9,2678.5,2086.9,2579.2,3195.6,1090.9,2021.2,1208.6,637.7,899.7
2037.4,207.0,1732.2,2381.2,2105.8,1252.1,1014.0,1288.4,1174.8,1782.7,302.3,0.0,871.7,2545.1,2101.2,2457.7,2229.7,1980.1,2396.9,2465.3,2211.8,1862.5,1403.1,2797.5,1736.1,3175.0,1864.8,2459.6,2331.5,2404.4,2379.1,1725.1,1682.1,2103.3,1555.4,1204.1,206.7,2461.2,2495.4,2014.5,2207.1,2464.2,1852.0,2396.9,2163.5,2069.5,1683.2,2406.2,2103.5,2017.3,2380.5,2228.8,1293.2,2906.6,3163.5,2803.9,2114.8,2270.8,2975.0,1187.5,2606.8,1722.2,2455.2,2455.2,2270.9,2214.1,2379.1,1013.9,2451.7,2975.0,3192.2,696.3,3031.2,3568.0,1721.7,2148.2,1645.3,1098.1,1980.1,2631.8,1410.4,867.6,1155.7,3488.4,1539.5,857.1,2384.1,1615.7,1014.7,2178.1,2178.7,2083.3,2082.6,2014.3,2012.0,1190.8,722.3,2453.9,1862.3,2354.6,3269.6,1315.5,2095.2,1282.6,711.7,973.7
1840.7,668.4,1194.5,1524.9,1341.3,632.0,476.2,750.7,884.9,1585.9,931.5,1005.5,0.0,1682.6,1904.4,2260.9,2033.0,1442.4,1588.0,1603.2,2015.0,1665.8,1206.3,1935.1,1198.4,2978.2,1327.0,2262.9,2134.7,2207.7,2284.2,1187.3,1144.4,1338.8,1017.6,666.4,668.6,2264.5,2298.6,1476.8,2112.3,1602.1,1616.3,1588.0,1966.7,1872.8,1145.4,2209.4,1906.8,1820.5,2183.8,2032.1,755.5,2709.8,2625.8,2607.1,1577.1,1733.1,2112.9,649.8,1744.6,1184.5,2258.5,2258.5,2074.1,2017.4,2284.2,476.2,2255.0,2112.9,2995.5,1004.2,2834.5,3371.2,1525.0,1610.5,1107.6,727.1,1442.4,2435.1,1315.5,855.4,617.9,3291.6,1678.2,366.0,2187.4,1520.8,643.8,1981.4,1982.0,1886.6,1885.9,1817.5,1815.3,653.0,320.9,2257.1,1324.6,2157.9,2985.2,2187.3,1949.2,1136.6,688.4,302.2
587.9,1363.6,559.1,684.9,501.3,1215.2,738.7,673.8,808.0,824.8,1626.7,1700.7,1214.9,0.0,838.0,934.4,722.9,602.4,748.0,763.2,948.6,745.0,1129.4,252.4,358.4,1823.0,487.0,936.4,979.4,1052.4,2612.6,551.9,509.0,498.8,254.5,589.5,1363.8,1109.2,1143.3,636.8,2440.7,762.1,1539.4,748.0,900.3,642.3,510.1,1054.1,840.3,715.9,1028.5,722.1,975.5,1554.5,1677.6,1451.8,941.7,1097.7,1272.9,623.8,904.6,549.1,1103.2,1103.2,1007.7,950.9,2612.6,738.7,1099.7,1272.9,1840.2,1699.4,1679.2,2215.9,885.7,975.1,267.6,999.0,602.4,1368.6,1812.7,1550.6,838.0,2136.3,1601.3,935.7,1120.9,1775.7,1192.6,914.9,915.5,731.3,730.6,751.1,748.8,620.6,890.7,1101.8,484.6,1002.6,2111.2,3860.6,1922.8,1453.5,2361.7,1380.5
