0.0,1844.6,924.2,808.8,609.9,880.5,523.3,859.4,575.5,707.2,269.0,758.7,1645.7,774.3,837.3,100.2,753.5,980.1,1328.5,3626.5,2638.3,4453.3,3905.5,1668.0,2016.1,2150.2,2065.6,732.0,403.4,2065.9,609.3,99.8,181.4,2727.9,1050.0,1029.5,1768.4,1084.0,1637.9,706.7,811.6,3680.4,313.0,1062.0,922.2,808.8,1882.6,8486.8,810.2,331.7,751.4,901.5,2171.3,1717.9,1895.4,497.7,4188.6,358.9,1885.1,1050.0,1216.6,2081.1,329.4,214.6,575.5,808.1,1852.2,956.3
1724.6,0.0,2038.8,1923.4,1724.5,1995.0,1637.9,1974.0,1700.2,1548.3,1599.2,1208.6,540.7,1360.0,1951.8,1772.2,2319.7,2546.3,2894.8,4741.1,3752.9,6558.1,5437.4,339.0,171.5,305.6,221.0,1846.5,1631.8,350.8,1486.3,1824.4,1747.6,883.3,2164.5,2144.1,2882.9,2198.6,3204.1,1547.7,1652.7,5212.3,1643.2,2628.3,2036.7,1923.4,2997.2,8453.7,1651.2,1675.0,1592.5,2467.8,456.2,388.9,425.0,2064.0,5303.2,1457.0,414.7,2164.5,2331.2,236.5,1672.7,1682.5,1700.2,1649.1,3178.1,2522.5
968.2,2213.0,0.0,950.0,751.1,749.4,664.5,728.3,1145.3,997.7,842.8,1127.1,2014.1,1064.8,978.5,1015.8,1563.3,1789.9,2705.4,3767.7,2779.5,3994.3,3446.4,2036.3,2384.5,2518.6,2434.0,873.2,800.9,2434.2,935.7,1068.0,991.2,3096.2,1191.2,1170.7,891.9,196.5,1555.4,997.1,1102.1,3221.3,886.8,2149.4,2.1,950.0,1006.2,6359.0,1100.6,918.6,1041.9,1711.4,2539.6,2086.2,2263.8,1307.6,4329.8,830.9,2253.4,1191.2,340.2,2449.5,916.3,926.1,1145.3,1098.5,1187.1,1766.1
742.6,1987.4,576.3,0.0,525.5,532.6,438.9,511.5,919.8,772.2,617.2,901.5,1788.5,839.2,752.9,790.3,1337.8,1564.3,1912.8,3542.1,2553.9,4522.8,3974.9,1810.8,2158.9,2293.0,2208.4,647.6,575.3,2208.7,710.1,842.4,765.7,2870.7,965.6,945.2,1420.5,736.1,2084.0,771.6,876.5,3749.9,661.2,1646.3,574.3,0.0,1534.7,6887.6,875.1,693.0,816.3,1485.8,2314.1,1860.7,2038.2,1082.0,4104.3,605.3,2027.8,965.6,868.8,2223.9,690.7,700.5,919.8,873.0,1715.7,1540.6
549.1,1794.0,382.9,267.5,0.0,339.1,245.5,318.1,438.0,578.7,423.8,708.0,1595.1,645.7,227.4,596.8,1144.3,1370.9,1719.4,3016.6,2028.4,4329.4,3781.5,1617.3,1965.5,2099.6,2014.9,122.1,381.9,2015.2,516.7,649.0,572.2,2677.2,440.1,419.6,1227.0,542.7,1890.5,578.1,683.1,3556.4,467.8,1452.9,380.8,267.5,1341.3,6694.1,681.6,499.6,622.9,1292.4,2120.6,1667.2,1844.7,888.6,3578.7,411.9,1834.4,440.1,675.3,2030.5,497.3,507.1,438.0,679.5,1522.2,1347.1
431.4,1676.2,528.6,413.2,214.3,0.0,127.7,463.8,608.5,460.9,306.0,590.3,1477.3,528.0,441.7,479.1,1026.5,1253.1,1601.6,3230.9,2242.7,4475.1,3927.2,1499.5,1847.7,1981.8,1897.2,336.4,264.1,1897.4,398.9,531.2,454.4,2559.5,654.4,633.9,1372.8,688.4,2036.3,460.4,565.3,3702.2,350.0,1335.1,526.6,413.2,1487.0,8318.4,563.8,381.8,505.1,1174.6,2002.8,1549.4,1727.0,770.8,3793.0,294.1,1716.6,654.4,821.1,1912.7,379.5,389.3,608.5,561.7,1668.0,1229.3
567.2,1812.0,400.9,285.5,86.6,357.2,0.0,336.1,524.5,596.7,441.8,726.1,1613.1,663.8,314.0,614.9,1162.3,1388.9,1737.4,3103.2,2115.0,4347.4,3799.5,1635.3,1983.5,2117.6,2033.0,208.7,399.9,2033.2,534.7,667.0,590.2,2695.3,526.7,506.2,1245.1,560.7,1908.6,596.2,701.1,3574.4,485.8,1470.9,398.9,285.5,1359.3,6712.1,699.7,517.6,640.9,1310.4,2138.6,1685.2,1862.8,906.6,3665.3,429.9,1852.4,526.7,693.3,2048.5,515.3,525.1,524.5,697.5,1540.3,1365.1
452.4,1697.3,549.7,434.3,235.4,21.1,148.8,0.0,629.6,482.0,327.1,611.3,1498.4,549.0,462.7,500.1,1047.6,1274.2,1622.7,3252.0,2263.8,4496.2,3948.3,1520.6,1868.8,2002.9,1918.2,357.5,285.2,1918.5,420.0,552.3,475.5,2580.5,675.5,655.0,1393.9,709.5,2057.4,481.4,586.4,3723.2,371.1,1356.2,547.6,434.3,1508.1,8339.5,584.9,402.9,526.2,1195.7,2023.9,1570.5,1748.0,791.9,3814.1,315.2,1737.7,675.5,842.1,1933.8,400.6,410.4,629.6,582.8,1689.1,1250.4
484.1,1729.0,714.3,598.8,399.9,670.5,313.3,649.4,0.0,347.5,358.8,538.1,1530.1,461.5,627.3,531.8,1079.3,1305.9,1654.4,3416.5,2428.3,4660.7,4112.9,1552.3,1900.5,2034.5,1949.9,522.0,316.9,1950.2,238.5,584.0,507.2,2612.2,840.0,819.6,1558.4,874.0,1963.7,346.9,451.0,3887.8,402.8,1387.9,712.2,598.8,1672.6,8371.1,449.6,434.6,391.7,1227.3,2055.6,1602.2,1779.7,823.5,3978.7,346.9,1769.4,840.0,1006.7,1965.4,432.3,442.1,0.0,447.5,1853.6,1282.1
590.6,1675.7,886.5,771.1,572.2,842.8,485.6,821.7,311.0,0.0,465.2,480.2,1476.8,403.5,799.6,638.3,1185.7,1412.3,1760.8,3588.8,2600.6,4833.0,4285.2,1499.1,1847.2,1981.3,1896.7,694.3,423.3,1896.9,180.5,690.4,613.6,2559.0,1012.3,991.9,1730.7,1046.3,2070.1,289.0,393.1,4060.1,509.2,1494.3,884.5,771.1,1844.9,8317.9,391.7,541.0,44.2,1333.8,2002.4,1548.9,1726.5,930.0,4151.0,449.1,1716.1,1012.3,1179.0,1912.2,538.7,548.5,311.0,389.6,2025.9,1388.5
