0.0,1228.1,1588.5,1780.4,1538.4,1514.0,4147.7,1186.2,4726.3,1628.7,1587.8,8397.8,2213.7,1513.2,7015.0,5456.6,5699.7,2086.5,1798.2,1224.1,1175.7,2998.2,1024.4,1760.1
1282.0,0.0,485.1,677.0,435.0,410.5,2388.4,868.6,4580.5,400.7,484.3,8252.0,1110.2,409.8,6869.2,5310.8,3940.4,983.1,694.7,4.0,234.6,2852.4,203.6,507.9
1642.5,485.1,0.0,191.9,265.3,130.9,2108.7,1229.0,4941.0,616.2,0.8,8612.5,625.2,130.1,7229.6,5671.3,3660.7,498.0,278.0,489.1,719.7,3212.9,564.1,334.5
1834.4,677.0,191.9,0.0,397.0,322.7,1860.3,1420.9,5132.9,808.1,192.7,8804.4,566.9,322.0,7421.5,5863.2,3412.3,306.1,469.9,680.9,911.6,3404.8,756.0,470.0
1592.4,435.0,265.3,397.0,0.0,300.8,2772.8,1178.9,4890.9,566.1,264.5,8562.4,830.3,300.0,7179.5,5621.2,4324.9,703.1,474.9,438.9,622.3,3162.8,514.0,73.0
2056.9,899.5,482.8,674.7,679.7,0.0,1977.9,1643.5,5355.4,1030.7,482.1,9026.9,1108.0,544.6,7644.1,6085.8,3529.9,648.6,314.0,903.5,1134.2,3627.3,978.5,749.0
4142.9,3069.4,2144.9,1901.4,2812.1,2207.4,0.0,3729.5,7441.4,3200.6,2144.2,11112.9,2468.2,2206.6,9730.1,8171.7,1844.7,1595.3,1976.1,3073.4,2976.2,5713.3,3176.5,2739.1
1186.2,814.6,1175.1,1367.0,1125.0,1100.5,3734.2,0.0,4484.7,1215.3,1174.3,8156.2,1800.3,1099.8,6773.3,5215.0,5286.2,1673.1,1384.7,810.7,762.3,2756.6,611.0,1346.6
4726.3,4526.6,4887.0,5078.9,4836.9,4812.5,7446.1,4484.7,0.0,4927.2,4886.3,3806.7,5512.2,4811.7,2651.0,730.3,8998.2,5385.0,5096.7,4522.6,4474.2,3288.8,4322.9,5058.6
1682.7,400.7,616.2,808.1,566.1,541.7,2519.5,1269.2,4981.2,0.0,615.4,8652.7,1241.4,540.9,7269.8,5711.5,4071.6,1114.2,825.9,404.6,635.3,3253.1,604.3,639.1
1641.7,484.3,0.8,192.7,264.5,130.1,2107.9,1228.3,4940.2,615.4,0.0,8611.7,625.9,129.3,7228.9,5670.5,3660.0,498.8,277.3,488.3,718.9,3212.1,563.3,333.7
8397.8,8198.1,8558.6,8750.5,8508.4,8484.0,11117.7,8156.2,3806.7,8598.7,8557.8,0.0,9183.7,8483.3,6322.6,4537.0,12669.7,9056.6,8768.2,8194.1,8145.7,6960.3,7994.5,8730.1
2267.6,1110.2,625.2,566.9,830.3,756.0,2733.9,1854.2,5566.1,1241.4,625.9,9237.7,0.0,755.3,7854.8,6296.5,4285.9,873.0,903.2,1114.2,1344.9,3838.0,1189.3,903.3
2057.7,900.3,483.6,675.5,680.4,0.7,1978.6,1644.2,5356.2,1031.4,482.8,9027.7,1108.7,0.0,7644.8,6086.5,3530.6,649.3,314.8,904.2,1134.9,3628.1,979.3,749.7
7015.0,6815.2,7175.7,7367.6,7125.6,7101.1,9734.8,6773.3,2651.0,7215.9,7174.9,6322.6,7800.9,7100.4,0.0,1875.2,11286.8,7673.7,7385.3,6811.3,6762.9,5577.4,6611.6,7347.3
5456.6,5256.9,5617.4,5809.3,5567.3,5542.8,8176.5,5215.0,730.3,5657.6,5616.6,4537.0,6242.5,5542.1,1875.2,0.0,9728.5,6115.4,5827.0,5252.9,5204.5,4019.1,5053.3,5788.9
5608.9,4535.4,3610.9,3367.4,4278.1,3673.4,1793.0,5195.5,8907.4,4666.6,3610.2,12578.9,3934.2,3672.7,11196.1,9637.7,0.0,3061.3,3442.1,4539.4,4442.2,7179.3,4642.5,4205.2
2140.5,983.1,498.0,306.1,703.1,628.8,1554.2,1727.0,5439.0,1114.2,498.8,9110.5,873.0,628.1,7727.6,6169.3,3106.2,0.0,443.7,987.0,1217.7,3710.9,1062.1,776.1
1852.1,694.7,278.0,469.9,474.9,340.5,1935.0,1438.7,5150.6,825.9,277.3,8822.1,903.2,339.8,7439.3,5880.9,3487.1,443.7,0.0,698.7,929.3,3422.5,773.7,544.2
1278.0,4.0,489.1,680.9,438.9,414.5,2392.4,864.6,4576.5,404.6,488.3,8248.0,1114.2,413.8,6865.2,5306.9,3944.4,987.0,698.7,0.0,230.7,2848.4,199.6,511.9
1191.2,234.6,595.1,787.0,622.3,520.5,2936.9,777.7,4489.7,635.3,594.3,8161.2,1220.3,519.8,6778.3,5220.0,4488.9,1093.1,804.7,230.7,0.0,2761.6,239.3,549.3
2998.2,2798.5,3158.9,3350.8,3108.8,3084.4,5718.0,2756.6,3288.8,3199.1,3158.2,6960.3,3784.1,3083.6,5577.4,4019.1,7270.1,3656.9,3368.6,2794.5,2746.1,0.0,2594.8,3330.5
1078.4,203.6,564.1,756.0,514.0,489.5,3137.2,664.9,4376.9,604.3,563.3,8048.4,1189.3,488.8,6665.6,5107.2,4689.3,1062.1,773.7,199.6,250.9,2648.8,0.0,749.7
1716.1,507.9,334.5,526.4,73.0,373.8,2699.9,1302.6,5014.6,639.1,333.7,8686.1,959.7,373.0,7303.2,5744.9,4251.9,832.5,544.2,511.9,549.3,3286.5,586.9,0.0
