0.0,172.6,13.8,363.0,130.3,250.9,784.7,858.5,132.0,246.4,928.4,1239.5,1278.7,1257.0,1211.5,1880.5,2850.8,1690.3,1952.2,1985.6,2074.7,2182.2,2511.6,2628.2,2932.7,2040.2,1299.3,862.4,1099.4,2036.1,803.1,711.6,1093.5,642.1,1187.3,750.5,747.0,1046.5,1046.5,1288.8,721.8,1006.8,1517.6,2003.2,861.8,1736.5,1789.4,1787.2,1680.1,1841.2,1231.3,1025.6,899.0,910.2,1898.0,2568.5,1409.0,2643.5,2854.5,2633.6,2956.4,1481.9,3074.7,1456.3,1030.1,927.9,1273.1,1903.5,874.2,1883.3,1835.7,1097.2,630.4,2176.5,2075.3,1827.6,3637.3,1236.5,1400.2,1682.2,3637.3,2152.0,2535.7,2508.5,172.6,354.6,1056.9,1353.6,1033.7,2038.5,1336.7,1708.0,1234.3,149.3,1010.4,2718.9,3001.8,2015.5,2972.3,1387.3,1216.1,1295.7,940.0,962.7,1017.6,790.3,380.6,376.6,1984.7,3000.1,1004.3,1535.1,641.5,1660.6,1422.6,2230.0,2932.4,1319.3,941.5,2050.2,2295.6,2298.1,2381.5,2381.5,668.4,1559.6,960.2,1203.5,1188.7,4165.2,1658.6,1150.0,2858.0,3953.0,3572.4,1232.3,1180.4,351.2,1153.3,1019.8,1845.5,1823.7,2536.1,2381.5,1868.2,972.8,2787.3,1479.7,2494.9,1074.6,310.3,1449.7,3045.6,3556.1,914.2,1447.0,1638.8,1004.0,1495.7,212.0,1844.7,1948.2,903.3,853.0,2536.1,1057.5,1077.4,2341.0,2425.0,1151.6,1517.3,1907.4,714.3,714.3,3211.3,3287.7,3171.8,2857.9,2857.9,2752.1,853.2,1760.2,760.4,3045.6,1045.6,1181.8,560.8,965.3,1668.5,502.1,941.3,821.1,715.2
317.1,0.0,303.3,680.1,447.4,338.8,612.1,685.8,449.1,563.5,1016.3,1327.4,1366.6,1344.9,1299.4,1707.9,2678.2,1517.7,1779.6,1813.0,1902.1,2009.6,2339.0,2455.6,2760.1,2128.1,1387.3,950.3,1187.3,2124.0,891.0,799.5,1181.4,730.0,1275.2,838.4,835.0,1134.4,1134.4,1376.7,809.7,1094.7,1345.0,2091.1,949.8,1563.9,1616.8,1614.6,1507.5,1668.5,1058.7,853.0,726.4,737.6,1085.2,2656.4,1236.4,2470.9,2681.8,2461.0,3044.3,1309.3,2902.0,1544.2,1118.0,1015.8,1361.0,1090.6,962.1,1710.7,1663.1,1185.2,718.3,2003.8,1902.6,1655.0,3725.2,1063.9,1227.6,1509.6,3725.2,2239.9,2363.1,2335.9,-0.1,182.0,884.3,1180.9,861.1,2126.4,1164.0,1535.3,1061.7,237.2,1098.3,2546.3,3089.7,2103.4,2799.7,1475.2,1260.7,1340.2,1471.1,1007.2,1062.2,1039.2,425.2,421.2,2029.3,3044.6,1048.9,1579.6,686.1,1705.1,1671.5,2274.5,2977.0,1568.2,1190.4,2094.8,2340.2,2342.7,2426.1,2426.1,713.0,1604.1,1004.7,1248.1,1233.3,4209.8,1907.5,1194.5,2902.6,3997.6,3616.9,1481.3,1225.0,600.1,1197.9,1064.3,1890.0,1868.3,2580.7,2426.1,1912.8,1017.3,2831.9,1524.3,2539.5,1119.1,354.9,1494.3,3090.1,3600.6,958.8,1491.6,1683.4,1048.5,1540.2,256.5,1889.3,1992.8,947.9,897.6,2580.7,1102.1,1121.9,2385.6,2469.6,1196.2,1561.8,1952.0,758.8,758.8,3255.9,3332.2,3216.4,2902.5,2902.5,2796.6,897.8,2009.2,1009.4,3090.1,1090.2,1226.3,809.7,1009.9,1713.0,751.1,985.9,865.7,759.7
13.8,158.8,0.0,376.8,144.1,237.1,770.9,844.7,145.8,260.2,914.6,1225.7,1264.9,1243.2,1197.7,1866.7,2837.0,1676.5,1938.4,1971.8,2060.9,2168.4,2497.8,2614.4,2918.9,2026.4,1285.5,848.6,1085.6,2022.3,789.3,697.8,1079.7,628.3,1173.5,736.7,733.2,1032.7,1032.7,1275.0,708.0,993.0,1503.8,1989.4,848.1,1722.7,1775.6,1773.4,1666.3,1827.4,1217.5,1011.8,885.2,896.4,1884.2,2554.7,1395.2,2629.7,2840.7,2619.8,2942.6,1468.1,3060.9,1442.5,1016.3,914.1,1259.3,1889.7,860.4,1869.6,1821.9,1083.4,616.6,2162.7,2061.5,1813.8,3623.5,1222.7,1386.4,1668.4,3623.5,2138.2,2521.9,2494.7,158.8,340.8,1043.1,1339.8,1019.9,2024.7,1322.9,1694.2,1220.5,135.5,996.6,2705.1,2988.0,2001.7,2958.5,1373.5,1202.3,1281.9,1412.8,948.9,1003.8,804.1,366.8,362.8,1970.9,2986.3,990.5,1521.3,627.7,1646.8,1436.4,2216.2,2918.6,1333.1,955.3,2036.4,2281.8,2284.3,2367.7,2367.7,654.6,1545.8,946.4,1189.7,1174.9,4151.4,1672.4,1136.2,2844.2,3939.2,3558.6,1246.1,1166.6,365.0,1139.5,1006.0,1831.7,1809.9,2522.3,2367.7,1854.4,959.0,2773.5,1465.9,2481.1,1060.8,296.5,1435.9,3031.8,3542.3,900.4,1433.2,1625.0,990.2,1481.9,198.2,1830.9,1934.4,889.5,839.2,2522.3,1043.7,1063.6,2327.2,2411.2,1137.8,1503.5,1893.6,700.5,700.5,3197.5,3273.9,3158.0,2844.1,2844.1,2738.3,839.4,1774.0,774.2,3031.8,1031.8,1168.0,574.6,951.5,1654.7,515.9,927.5,807.3,701.4
145.4,190.0,131.6,0.0,66.5,268.3,802.1,875.8,277.4,391.8,945.8,1256.9,1296.1,1274.3,1228.8,1897.9,2868.1,1707.7,1969.6,2003.0,2092.1,2199.6,2529.0,2645.6,2950.1,2057.6,1316.7,879.8,1116.7,2053.5,820.5,729.0,1110.9,659.4,1204.6,767.9,764.4,1063.8,1063.8,1306.2,739.2,1024.2,1535.0,2020.6,879.2,1753.9,1806.8,1804.6,1697.5,1858.5,1248.7,1043.0,916.4,927.6,1915.4,2585.9,1426.3,2660.9,2871.8,2651.0,2973.8,1499.3,3092.0,1473.7,1047.5,945.2,1290.4,1920.8,891.6,1900.7,1853.1,1114.6,647.8,2193.8,2092.6,1845.0,3654.7,1253.8,1417.6,1699.6,3654.7,2169.4,2553.1,2525.9,189.9,372.0,1074.3,1370.9,1051.1,2055.8,1354.0,1725.3,1251.7,166.6,1027.8,2736.3,3019.1,2032.9,2989.7,1404.7,1579.1,1658.6,1281.1,817.2,872.2,1408.6,235.2,231.2,1839.3,2854.6,858.9,1389.6,496.1,1515.1,1998.7,2592.9,3295.4,1631.7,1253.9,1904.8,2150.2,2152.7,2236.1,2236.1,1031.4,1414.1,814.7,1058.1,1043.3,4528.2,1971.0,1004.5,2712.6,3807.6,3426.9,1836.7,1543.4,663.5,1007.9,874.4,2208.4,1678.3,2390.7,2236.1,1722.8,1139.5,3150.3,1334.3,2349.5,1437.6,673.3,1304.3,3408.6,3410.6,1277.2,1301.6,2001.8,858.5,1858.6,574.9,1699.3,2311.2,757.9,1216.0,2390.7,912.1,1440.3,2195.6,2279.6,1006.2,1371.8,1762.0,893.4,893.4,3065.9,3650.6,3534.8,2712.5,2712.5,2606.6,1216.2,2072.6,1072.8,3408.6,900.2,1036.3,873.2,819.9,1523.0,814.5,795.9,675.7,892.5
195.3,239.9,181.5,301.0,0.0,318.2,852.0,925.7,70.0,184.4,995.7,1306.7,1346.0,1324.2,1278.7,1947.8,2918.0,1757.6,2019.5,2052.8,2142.0,2249.5,2578.9,2695.5,3000.0,2107.5,1366.6,929.7,1166.6,2103.4,870.3,778.9,1160.8,709.3,1254.5,817.8,814.3,1113.7,1113.7,1356.1,789.1,1074.0,1584.9,2070.4,929.1,1803.8,1856.7,1854.5,1747.4,1908.4,1298.6,1092.8,966.2,977.5,1965.2,2635.8,1476.2,2710.8,2921.7,2700.9,3023.7,1549.1,3141.9,1523.6,1097.4,995.1,1340.3,1970.7,941.5,1950.6,1902.9,1164.5,697.7,2243.7,2142.5,1894.9,3704.6,1303.7,1467.5,1749.4,3704.6,2219.3,2603.0,2575.8,239.8,421.8,1124.1,1420.8,1101.0,2105.7,1403.9,1775.2,1301.6,216.5,1077.6,2786.1,3069.0,2082.8,3039.6,1454.6,1346.4,1425.9,1347.7,883.8,938.7,870.0,301.7,297.7,1905.8,2921.2,925.4,1456.2,562.6,1581.7,1502.3,2360.3,3062.7,1399.0,1021.2,1971.3,2216.7,2219.2,2302.6,2302.6,798.7,1480.7,881.3,1124.6,1109.8,4295.5,1738.3,1071.1,2779.1,3874.1,3493.5,1312.0,1310.7,430.9,1074.4,940.9,1975.8,1744.8,2457.2,2302.6,1789.3,1103.0,2917.6,1400.9,2416.0,1204.9,440.6,1370.8,3175.9,3477.2,1044.5,1368.1,1769.1,925.1,1625.9,342.2,1765.8,2078.5,824.4,983.3,2457.2,978.6,1207.7,2262.1,2346.1,1072.7,1438.4,1828.5,844.5,844.5,3132.4,3417.9,3302.1,2779.0,2779.0,2673.2,983.5,1839.9,840.1,3175.9,966.7,1102.9,640.5,886.4,1589.6,581.8,862.4,742.2,845.4
864.7,909.3,850.9,719.3,785.8,0.0,1347.7,1273.9,996.7,788.4,677.5,988.5,1027.8,1006.0,960.5,2617.2,3587.4,2427.0,2688.9,2722.2,2811.4,2918.9,3248.3,3364.9,2251.5,1789.3,1048.4,611.5,848.4,1785.2,552.2,460.7,842.6,391.1,936.3,499.6,496.1,795.5,795.5,1037.9,588.3,755.9,1651.9,1752.3,610.9,2473.2,2526.1,2523.9,2516.4,2577.8,1968.0,1861.9,1635.6,1646.9,1647.1,2317.6,2145.6,3380.2,3591.1,3370.3,2705.5,1616.2,2848.3,1205.4,779.2,676.9,1022.1,1652.5,623.3,2620.0,2572.3,846.3,379.5,2913.1,2811.9,2564.3,3386.4,1973.1,2136.8,2418.8,3386.4,1901.1,3272.4,3245.2,909.2,1091.2,1793.5,2189.9,1676.6,1787.5,2073.3,2444.6,1971.0,885.9,759.5,3455.5,2750.8,1764.6,3708.9,1136.4,1237.8,1317.4,1549.4,1085.5,941.4,1016.4,503.5,499.5,2107.6,3122.9,1127.2,1657.9,764.4,1783.4,1648.7,2251.7,2954.1,1545.4,1167.6,2173.1,3034.9,3032.4,2504.4,2504.4,690.1,1682.4,1083.0,1326.4,1311.6,4186.9,1884.7,1272.8,2980.9,4075.9,3695.3,1458.4,1202.1,577.3,1276.2,1142.7,1867.2,1946.6,2659.0,2504.4,1991.1,994.5,2809.1,1602.6,2617.8,1096.3,332.0,1572.6,3067.3,3678.9,935.9,1569.9,1660.5,1126.8,1517.4,233.7,1967.6,1969.9,1026.2,874.7,2659.0,1180.4,1099.1,2463.9,2547.9,1274.5,1640.1,2030.3,736.0,736.0,3334.2,3309.4,3193.5,2980.8,2980.8,2874.9,874.9,1986.3,986.5,3067.3,1168.5,1304.6,786.9,100.6,1791.3,728.2,1064.2,944.0,736.9
1046.4,1090.9,1032.6,900.9,967.5,1169.3,0.0,73.7,852.4,970.1,1492.2,1803.2,1842.4,1820.7,1775.2,2366.1,3336.4,2175.9,2437.8,2471.2,2560.3,2667.8,2997.2,3113.8,3418.3,2604.0,1863.1,1426.2,1663.1,2599.9,1366.8,1275.4,1657.3,1205.8,1751.0,1314.2,1310.8,1610.2,1610.2,1852.5,1402.9,1570.5,2003.2,2566.9,1425.6,1832.8,1704.7,1601.9,1359.9,1473.3,1716.9,705.3,578.8,590.0,1067.1,1737.6,1894.6,3129.1,3340.0,3119.2,3520.1,1967.5,3560.2,2020.0,1593.8,1491.6,1836.8,1072.6,1438.0,2368.9,2321.3,1661.0,1194.1,2662.1,2560.8,2313.2,4427.1,1722.1,1885.8,1778.4,4427.1,2715.8,3021.3,2994.1,1090.9,534.5,736.7,1033.3,713.5,1207.6,1822.3,1639.6,1719.9,1067.6,1574.1,3204.5,2170.9,2579.3,3457.9,1951.1,1606.9,1686.5,763.2,1445.6,1500.5,613.5,1037.3,1033.3,2467.6,2571.0,1487.3,2018.0,483.8,1008.6,1245.8,2620.8,3323.2,1652.2,764.8,2533.2,2778.5,2781.0,1952.4,1952.4,1196.1,1130.5,1443.1,1686.4,1671.7,4556.0,1991.5,1632.9,2428.9,4207.5,3143.3,1055.6,1571.2,684.1,1636.2,1502.7,2236.3,2306.6,2107.0,1952.4,2351.2,1500.4,3178.1,1962.7,2065.8,1465.4,701.1,1932.6,3436.4,4039.0,1305.0,1017.9,2029.6,1486.9,1886.4,868.6,2327.6,2339.0,1386.3,1243.8,2107.0,1540.4,1468.2,1911.9,1995.9,1634.6,1088.2,2390.3,1242.0,1242.0,2981.1,3678.4,3562.6,2428.8,2428.8,2323.0,1244.0,2093.2,1093.4,3436.4,616.5,752.6,893.8,1448.3,1016.4,325.4,105.1,392.0,1242.9
972.7,1017.2,958.9,827.2,893.8,1095.5,73.7,0.0,1104.6,896.4,1418.4,1729.5,1768.7,1747.0,1701.5,2725.1,3695.4,2534.9,2796.8,2830.2,2919.3,3026.8,3356.2,3472.8,3777.3,2530.3,1789.4,1352.5,1589.4,2526.1,1293.1,1201.6,1583.5,1132.1,1677.3,1240.5,1237.1,1536.5,1536.5,1778.8,1329.2,1496.8,2362.2,2493.2,1351.9,2581.1,1778.4,1675.6,1433.6,1547.0,2075.9,779.1,652.5,663.7,993.4,1663.9,2253.6,3488.1,3699.1,3478.2,3446.4,2326.5,3919.3,1946.3,1520.1,1417.9,1763.1,998.9,1364.2,2727.9,2680.3,1587.3,1120.4,3021.1,2919.9,2672.2,4353.4,2081.1,2244.8,2526.8,4353.4,2642.0,3380.3,3353.1,1017.2,608.2,810.4,1107.0,1023.0,1133.9,2181.3,1713.3,2078.9,993.9,1500.4,3563.5,2097.2,2505.5,3816.9,1877.3,1680.6,1760.2,923.7,1371.9,1426.8,687.3,1111.0,1107.0,2393.9,2497.2,1413.5,1944.3,410.1,1157.7,1319.6,2694.5,3396.9,1726.0,838.5,2459.4,2704.8,2707.3,1878.7,1878.7,1269.8,1056.7,1369.4,1612.7,1597.9,4629.7,2065.3,1559.2,2355.2,4133.7,3069.6,1129.3,1644.9,757.9,1562.5,1429.0,2310.0,2232.9,2033.3,1878.7,2277.4,1694.1,3251.9,1889.0,1992.1,1539.1,774.8,1858.9,3510.1,3965.3,1378.7,944.2,2103.3,1413.2,1960.2,942.4,2253.9,2412.7,1312.5,1317.5,2033.3,1466.7,1541.9,1838.2,1922.2,1560.9,1014.4,2316.6,1315.7,1315.7,2907.3,3752.2,3636.3,2355.1,2355.1,2249.2,1317.7,2166.9,1167.1,3510.1,542.8,678.9,967.5,1374.5,1165.6,399.1,31.3,318.3,1316.6
376.4,421.0,362.6,231.0,297.5,499.3,1033.1,1106.8,0.0,114.4,822.2,1133.2,1172.5,1150.7,1105.2,2128.9,3099.1,1938.7,2200.6,2233.9,2323.1,2430.6,2760.0,2876.6,3181.1,1934.0,1193.1,756.2,993.1,1929.9,696.8,605.4,987.3,535.8,1081.0,644.3,640.8,940.2,940.2,1182.6,732.9,900.5,1766.0,1896.9,755.6,1984.9,2037.8,2035.6,1928.5,2089.5,1479.7,1273.9,1147.3,1158.6,1791.7,2462.3,1657.3,2891.9,3102.8,2882.0,2850.2,1730.2,3323.0,1350.1,923.9,821.6,1166.8,1797.2,768.0,2131.7,2084.0,991.0,524.2,2424.8,2323.6,2076.0,3531.1,1484.8,1648.6,1930.5,3531.1,2045.8,2784.1,2756.9,420.9,602.9,1305.2,1601.9,1282.1,1932.2,1585.0,1956.3,1482.7,397.6,904.1,2967.2,2895.5,1909.3,3220.7,1281.1,1348.1,1427.7,1021.4,1094.7,1149.6,871.7,512.6,0.2,2116.7,3132.0,1136.3,1667.1,773.5,1266.7,1504.0,2362.0,3064.4,1400.7,1022.9,2182.2,2427.6,2430.1,2513.5,2513.5,800.4,1691.6,1092.1,1335.5,1320.7,4297.2,1740.0,1282.0,2990.0,4085.0,3704.4,1313.7,1312.4,432.6,1285.3,1151.8,1977.5,1955.7,2668.1,2513.5,2000.2,1104.7,2919.3,1611.7,2626.9,1206.6,442.3,1581.7,3177.6,3688.1,1046.2,1579.0,1770.8,1136.0,1627.6,343.9,1976.7,2080.2,1035.3,985.0,2668.1,1189.5,1209.4,2473.0,2557.0,1283.6,1649.3,2039.4,846.3,846.3,3343.3,3419.7,3303.8,2989.9,2989.9,2884.0,985.2,1841.6,841.8,3177.6,1177.6,1313.7,642.2,1097.3,1274.6,583.5,1073.3,953.1,847.2
380.6,425.2,366.8,235.2,301.7,503.5,1037.3,1111.0,512.6,0.0,826.4,1137.4,1176.7,1154.9,1109.4,2133.1,3103.3,1942.9,2204.8,2238.1,2327.3,2434.8,2764.2,2880.8,3185.3,1938.2,1197.3,760.4,997.3,1934.1,701.1,609.6,991.5,540.0,1085.2,648.5,645.0,944.4,944.4,1186.8,737.2,904.8,1770.2,1901.2,759.8,1989.1,2042.0,2039.8,1932.7,2093.7,1483.9,1278.1,1151.6,1162.8,1796.0,2466.5,1661.5,2896.1,3107.0,2886.2,2854.4,1734.5,3327.2,1354.3,928.1,825.8,1171.0,1801.4,772.2,2135.9,2088.2,995.2,528.4,2429.0,2327.8,2080.2,3535.3,1489.0,1652.8,1934.7,3535.3,2050.0,2788.3,2761.1,425.1,607.2,1309.4,1606.1,1286.3,1936.4,1589.2,1960.5,1486.9,401.8,908.4,2971.5,2899.7,1913.5,3224.9,1285.3,1462.5,1542.0,1350.3,886.4,941.3,986.1,0.0,114.6,1908.4,2923.8,928.1,1458.8,565.3,1584.3,1618.4,2476.4,3178.8,1515.1,1137.3,1974.0,2219.3,2221.8,2305.3,2305.3,914.8,1483.3,883.9,1127.2,1112.5,4411.6,1854.4,1073.7,2781.8,3876.8,3496.1,1428.1,1426.8,547.0,1077.0,943.5,2091.9,1747.4,2459.8,2305.3,1792.0,1208.6,3033.7,1403.5,2418.7,1321.0,556.7,1373.4,3292.0,3479.8,1160.6,1370.8,1885.2,927.7,1742.0,458.3,1768.4,2194.6,827.0,1099.4,2459.8,981.2,1323.8,2264.8,2348.8,1075.4,1441.0,1831.1,960.6,960.6,3135.0,3534.0,3418.2,2781.6,2781.6,2675.8,1099.6,1956.0,956.2,3292.0,969.4,1105.5,756.6,889.0,1592.2,697.9,865.1,744.9,961.5
