0.0,2191.2,1712.4,1249.7,2037.0,2174.2,1203.9,450.4,907.9,781.1,473.2,303.6,1862.7,93.8,197.2,1072.4,464.5,1700.9,1350.9,1682.7,2211.5,1071.4,970.0,1113.0,1061.2,1205.8,683.0,685.5,438.1,449.5,305.9,473.1,2111.5,2111.5,1627.8,1927.0,2209.0,1925.1,2016.6,1673.6,682.0,1480.7
817.8,0.0,784.5,1018.1,208.7,1150.6,1539.3,1033.6,1393.9,1520.7,1056.4,886.8,608.8,724.0,780.4,1717.0,1047.7,773.1,916.9,1513.8,383.2,1716.0,1305.4,1479.8,1396.7,1541.3,669.4,671.9,1021.3,1032.7,889.1,1056.3,838.2,838.2,1583.8,653.7,380.7,651.8,993.0,706.8,1265.2,1847.5
1019.3,564.4,0.0,1219.5,410.2,1352.1,1740.8,1235.1,1595.3,1722.2,1257.9,1088.3,810.2,925.5,981.8,1918.5,1249.2,974.6,1118.4,1715.2,584.7,1917.5,1506.9,1681.3,1598.1,1742.8,870.9,873.4,1222.8,1234.2,1090.6,1257.8,1039.7,1039.7,1785.3,855.1,582.1,853.3,1194.5,908.3,1466.7,2048.9
1396.4,941.5,462.6,0.0,787.3,1729.1,521.3,1612.1,375.8,502.6,1635.0,1465.3,1187.3,1302.6,1358.9,699.0,1626.3,451.2,101.1,495.7,961.8,698.0,287.4,461.7,378.6,523.2,1247.9,1250.5,1599.9,1611.3,1467.6,1634.8,1416.7,1416.7,2162.4,1232.2,959.2,1230.4,1571.5,1285.3,1843.8,829.4
609.2,272.7,558.1,791.6,0.0,941.9,1312.9,824.9,1167.4,1294.2,847.7,678.1,400.1,515.3,571.7,1490.6,839.0,546.7,690.5,1287.3,174.5,1489.6,1079.0,1253.3,1170.2,1314.8,460.7,463.2,812.6,824.0,680.4,847.6,629.5,629.5,1375.1,445.0,172.0,443.1,784.3,498.1,1056.5,1621.0
1173.1,1160.1,1445.6,1679.1,887.5,0.0,2200.4,1388.8,2054.9,2181.7,1411.7,1242.0,566.7,1079.3,1135.6,2378.1,1403.0,1434.1,1578.0,2174.8,954.7,2377.1,1966.5,2140.8,2057.7,2202.3,1024.6,1027.1,1376.6,1387.9,1244.3,1411.5,1251.5,1251.5,1538.0,1067.0,952.1,1065.2,438.3,1120.2,1620.5,2508.5
1880.3,2168.8,1690.0,1227.3,2014.6,2956.5,0.0,2330.7,972.3,1099.2,2353.5,2183.9,2414.7,1974.1,2077.4,1295.5,2344.8,1678.6,1328.5,473.1,2189.1,1294.5,947.6,1058.3,819.7,1.9,2475.3,2477.8,2318.4,2329.8,2186.1,2353.4,2644.1,2644.1,3389.7,2459.6,2186.6,2457.7,2798.9,2512.7,2562.3,1425.9
372.2,1978.8,2084.6,1621.9,1706.1,1723.8,1576.1,0.0,1280.1,1153.3,309.8,174.4,1412.3,278.4,224.5,1444.6,14.1,2073.1,1723.1,2054.9,1773.4,1443.6,1342.2,1485.2,1433.4,1578.0,519.6,522.1,87.5,0.9,176.7,309.7,1661.1,1661.1,1177.4,1476.6,1770.8,1474.7,1566.2,1223.2,231.7,1852.9
907.9,1283.3,804.4,341.8,1129.1,2070.9,296.0,1358.3,0.0,126.8,1381.2,1211.5,1529.1,1001.8,1105.1,323.2,1372.5,793.0,442.9,774.8,1303.6,322.2,62.1,205.1,153.3,297.9,1589.7,1592.3,1346.1,1357.4,1213.8,1381.0,1758.5,1758.5,2504.1,1574.0,1301.0,1572.2,1913.3,1627.1,1590.0,572.7
781.1,1410.1,931.3,468.6,1255.9,2197.8,422.8,1231.5,126.8,0.0,1254.3,1084.7,1655.9,874.9,978.3,359.5,1245.6,919.8,569.8,901.6,1430.4,358.5,188.9,331.9,280.1,424.7,1716.6,1719.1,1219.2,1230.6,1087.0,1254.2,1885.4,1885.4,2631.0,1700.8,1427.9,1699.0,2040.2,1754.0,1463.1,699.6
