0.0,1892.1,4094.4,2535.1,2330.0,3628.1,2710.3,4922.0,2554.5,5118.3,2892.7,2851.9,436.4,2535.5,2847.0,914.9,356.4,4572.4,4873.8,3069.1,3573.3,5733.6,2750.0,3774.5,1387.3,9117.4,2022.0,730.3,4459.6,11231.5,7172.7,6789.2,8010.7,4387.9,3312.7,4022.8
1892.1,0.0,2396.7,837.5,632.3,1930.4,1012.6,6138.7,3771.1,6335.0,1195.1,1154.2,1653.0,837.8,1149.3,977.2,1573.0,5789.0,6090.4,4285.8,4790.0,6950.2,1052.3,2076.8,504.8,10334.1,2250.8,1946.9,5676.3,12448.1,8389.3,5091.5,6313.0,5604.5,1615.0,2325.1
4090.3,2392.6,0.0,1731.4,1883.1,731.8,1906.6,8336.9,5969.3,8533.2,2551.4,1437.7,3851.2,1731.8,2043.3,3175.4,3771.2,7987.2,8288.6,6484.0,6988.2,9148.4,2053.9,2590.9,2703.0,12532.3,4449.1,4145.1,7874.5,14646.3,10587.6,2829.9,4051.4,7802.7,2616.7,71.7
2534.0,836.3,1734.4,0.0,326.8,1268.1,298.2,6780.6,4413.0,6976.9,995.0,491.9,2294.9,-0.3,434.9,1619.1,2214.9,6430.9,6732.3,4927.7,5431.9,7592.1,497.6,1876.8,1146.7,10976.0,2892.8,2588.8,6318.2,13090.0,9031.2,4429.2,5650.7,6246.4,1060.3,1662.7
2330.0,632.3,1887.3,328.0,0.0,1420.9,503.1,6576.6,4209.0,6772.9,698.2,644.7,2090.9,328.3,639.8,1415.1,2010.9,6226.9,6528.4,4723.7,5227.9,7388.2,542.8,1580.0,942.7,10772.0,2688.8,2384.8,6114.2,12886.0,8827.3,4582.0,5803.5,6042.4,1105.5,1815.6
3648.1,1950.5,471.4,1289.3,1441.0,0.0,1464.4,7894.7,5527.2,8091.1,2109.2,995.6,3409.1,1289.6,1601.1,2733.3,3329.1,7545.1,7846.5,6041.8,6546.0,8706.3,1611.8,2991.0,2260.8,12090.1,4006.9,3703.0,7432.4,14204.2,10145.4,3166.1,4387.6,7360.6,2174.5,399.7
2710.3,1012.6,1910.7,255.8,503.1,1444.4,0.0,6956.9,4589.4,7153.2,1171.4,522.1,2471.2,256.1,136.7,1795.4,2391.2,6607.2,6908.7,5104.0,5608.2,7768.5,674.0,2053.1,1323.0,11152.3,3069.1,2765.2,6494.5,13266.3,9207.6,4605.5,5827.0,6422.7,1236.7,1839.1
4922.0,6138.7,8341.0,6781.7,6576.6,7874.7,6956.9,0.0,4739.9,5111.4,7139.3,7098.5,4485.6,6782.1,7093.6,5161.4,4565.6,4565.4,4866.8,2073.2,1348.7,5726.6,6996.6,8021.1,5633.9,9110.4,6268.6,4191.7,6550.3,11224.5,7165.7,11035.8,12257.3,4380.9,7559.3,8269.4
2459.7,3676.4,5878.8,4319.5,4114.3,5412.4,4494.6,4645.2,0.0,4841.6,4677.1,4636.2,2023.4,4319.8,4631.3,2699.2,2103.4,4295.6,4597.0,2792.3,3296.5,5456.8,4534.3,5558.8,3171.6,8840.6,3806.4,1729.5,4088.1,10954.7,6895.9,8573.5,9795.0,4111.1,5097.0,5807.1
5097.4,6314.0,8516.4,6957.1,6752.0,8050.1,7132.3,5269.6,2637.6,0.0,7314.7,7273.9,4661.0,6957.5,7269.0,5336.8,4741.0,902.6,244.6,3416.8,3920.9,5646.9,7171.9,8196.5,5809.3,6070.6,6444.0,4367.1,6725.7,6480.0,4125.8,11211.2,12432.7,4301.2,7734.6,8444.8
