0.0,553.0,779.8,1377.5,728.3,776.4,1341.5,625.7,806.8,686.8,1257.1,924.9,845.9,844.8,1451.6,719.8,806.7,368.8,1009.1,1485.2,753.0,1337.6,1169.9,1320.4,875.1,1346.3,896.9,761.3,758.3,761.5,499.1,539.1,925.7,637.0,1184.9,633.3,841.0,645.4,662.4,1790.7,1468.0,631.5,757.9,629.5,1454.7,1573.8,1520.6,1161.4,1418.0,1441.7,2032.8,1049.4,498.4,780.0,1379.3,977.0,937.7,1275.7,1138.2,989.6,875.0,767.2,1259.7,866.8,1294.5,1320.6,1451.6,1037.0,1633.9,1491.0,1468.6,807.1,799.4,633.3,1965.6,1415.2,577.9,1093.4,1065.1,1893.0,1434.8,1051.7,1590.2,1047.2,455.4,1299.8,1065.1,1287.1,248.1,77.2,833.0,1493.0,1399.5,1218.9,1073.5,1164.2,1013.7,1321.0,1378.6,1492.6,1126.7,803.2,1236.5,1181.4,1563.8,1622.3,284.8,1258.5,1401.1,2114.2,2505.5,2349.8,1325.2,2165.8,2592.5,1769.9,808.7,1664.1,564.5,965.5,1291.1,1240.5,1391.0,1155.7,1217.5,574.2,808.6,915.0,875.6,866.8,941.4,1547.2,1054.5,943.4,159.0,1140.9,1476.0,1678.6,1595.2,1127.6,999.9,854.9,871.9,914.2,2339.5,1827.6,1803.2,2256.2,256.9
1417.2,0.0,264.3,1971.8,888.6,260.9,1177.2,393.9,291.2,455.0,1151.3,409.4,614.1,613.0,936.1,204.2,291.1,593.6,1313.6,2079.5,811.5,1931.9,1764.2,1914.7,1469.4,1940.6,665.1,1355.7,1352.6,2292.9,1313.0,1100.7,2279.8,985.9,999.3,793.6,288.0,805.7,109.4,1684.9,952.4,835.2,1352.2,833.3,1348.9,1468.0,1414.8,1220.7,1312.2,1277.5,1927.0,996.5,1312.4,838.6,1326.4,924.1,884.8,1222.8,1085.3,757.8,1469.3,251.6,1153.8,704.7,1888.8,1915.0,936.1,521.4,1528.1,1385.2,953.1,291.5,283.9,793.6,2488.1,1251.0,738.2,2321.9,879.5,2032.3,2029.1,1646.0,2184.5,1641.5,615.7,784.2,879.5,1881.4,1347.9,1405.0,317.5,977.4,1993.8,1813.2,1667.8,1758.5,1608.0,1915.3,1972.9,2087.0,1402.1,789.8,1090.4,1035.3,1065.2,821.0,837.8,1628.0,383.3,2554.3,2945.5,2789.8,307.4,1305.6,2585.1,1236.6,662.6,646.3,959.1,1405.5,1731.1,592.3,1214.3,1148.2,1210.1,968.8,906.6,1355.0,1315.7,1261.4,1238.8,529.3,1329.9,1041.5,632.9,1581.0,458.2,1501.9,1418.5,1095.7,1439.9,1295.0,1311.9,1354.2,3209.0,2697.2,2243.3,2696.2,651.5
1466.9,449.0,0.0,1826.7,624.3,672.5,912.9,129.6,702.8,190.7,887.0,821.0,349.8,348.7,1347.6,615.8,702.7,329.3,1363.2,1865.4,861.2,1981.6,1813.9,1964.4,1519.1,1990.3,400.8,1405.3,1402.3,1306.2,1362.7,1150.4,1470.4,1035.6,1181.7,529.3,737.0,541.4,558.4,1420.6,1364.0,570.9,1401.8,569.0,1084.6,1203.7,1150.5,1270.4,1047.9,1013.2,1662.7,1046.2,1362.0,888.3,1376.1,973.8,934.4,1272.4,1135.0,493.5,1519.0,663.2,889.5,440.4,1938.5,1964.6,1347.6,933.0,1263.8,1120.9,1364.7,703.1,695.5,529.3,2223.8,986.7,473.9,1638.1,1061.9,1768.0,2078.8,1695.7,1970.4,1691.1,351.4,1195.8,1061.9,1931.1,1397.6,1454.6,729.1,1389.0,2043.5,1862.9,1717.5,1808.2,1657.7,1965.0,2022.6,2438.4,1629.0,1078.3,1378.9,1323.8,1292.0,1047.8,1064.7,1854.9,610.1,3437.8,3829.0,3673.3,534.2,856.5,2811.9,1463.4,951.1,873.1,1185.9,2973.5,3299.1,819.1,1441.1,1375.1,1436.9,1195.6,1195.2,2923.0,2883.7,1488.2,1465.6,756.1,1556.8,1330.0,859.7,1869.5,685.0,1728.7,1645.3,1322.5,1728.5,1583.5,2879.9,2922.2,4280.1,3768.2,3126.8,3579.8,878.3
632.0,1026.6,1253.4,0.0,1201.8,1250.0,2036.0,1099.3,1280.4,1160.4,912.0,1398.5,1319.5,1318.4,1925.2,1193.4,1280.2,842.4,1385.5,107.7,1090.1,248.7,345.4,509.6,879.5,535.4,1370.4,694.0,697.0,1137.8,836.2,876.2,1302.1,974.1,1705.6,1106.9,1314.6,1118.9,1136.0,521.3,1941.5,1105.1,697.5,1103.1,912.6,1031.7,978.4,1537.7,879.7,2000.1,763.4,1570.1,835.5,1117.1,1900.0,1497.6,1458.3,1796.3,1658.9,1463.2,879.4,1240.8,914.6,1906.9,483.6,509.8,1925.2,1510.6,651.8,948.8,1942.2,1280.6,1273.0,1106.9,641.2,2109.8,1051.4,1469.7,1585.8,515.5,824.8,840.8,212.6,437.2,928.9,1773.3,1585.8,462.5,836.2,665.3,1306.6,1966.6,789.5,408.0,733.1,741.7,658.7,496.5,768.7,623.8,1068.9,1357.9,1791.1,1736.0,1506.0,1564.5,1143.8,1200.7,2027.1,2561.6,2952.8,2797.1,1879.8,2613.1,2534.7,1712.1,1363.3,1676.0,119.5,1412.8,1738.4,1795.1,1333.2,1097.8,1159.7,516.4,1363.2,1362.3,1322.9,808.9,883.6,2173.1,996.7,1498.0,1322.2,770.2,1668.2,1620.8,1537.4,1069.7,629.2,1302.2,1319.2,1361.5,1707.5,1195.6,2250.6,2703.5,1260.7
1433.7,415.8,642.6,2059.6,0.0,639.2,1204.2,488.5,669.6,549.6,1119.9,787.7,708.7,707.6,1314.4,582.6,669.4,231.6,1330.0,2098.4,828.0,1948.4,1780.7,1931.2,1485.8,1957.0,759.6,1372.1,1369.1,1273.0,1329.5,1117.1,1437.2,1002.4,1148.5,496.1,703.8,508.1,525.2,1653.5,1330.8,494.3,1368.6,492.3,1317.5,1436.6,1383.4,1237.1,1280.8,1304.5,1895.6,1013.0,1328.8,855.0,1342.9,940.5,901.2,1239.2,1101.8,852.4,1485.7,630.0,1122.4,729.5,1905.2,1931.4,1314.4,899.8,1496.7,1353.8,1331.4,669.8,662.2,496.1,2456.8,1278.0,440.6,1604.9,1028.6,2001.0,2045.5,1662.5,2203.3,1657.9,318.1,1162.5,1028.6,1897.8,1364.4,1421.4,695.8,1355.8,2010.2,1829.6,1684.2,1775.0,1624.5,1931.8,1989.4,2671.3,1577.4,826.9,1127.5,1072.4,1240.4,996.2,1013.1,1803.3,558.5,2591.4,2982.6,2826.9,482.6,1480.8,2760.4,1411.8,699.6,821.5,1134.3,1442.6,1768.2,176.5,1389.5,1323.5,1385.3,1144.0,943.7,1392.1,1352.7,1436.6,1414.0,113.5,1505.2,1078.5,808.1,1618.0,633.4,1677.2,1593.7,1270.9,1477.0,1332.0,1349.0,1391.3,3384.2,2872.4,2280.4,2733.3,826.7
1470.3,452.4,3.4,1830.1,627.7,0.0,916.3,133.0,706.2,194.1,890.4,824.3,353.2,352.1,1351.0,619.2,706.1,332.7,1366.6,1868.8,864.6,1985.0,1817.3,1967.8,1522.5,1993.7,404.2,1408.7,1405.7,1309.6,1366.1,1153.8,1473.8,1039.0,1185.1,532.7,740.4,544.8,561.8,1424.0,1367.4,574.3,1405.2,572.4,1088.0,1207.1,1153.9,1273.7,1051.3,1016.6,1666.1,1049.6,1365.4,891.7,1379.5,977.2,937.8,1275.8,1138.4,496.9,1522.4,666.6,892.9,443.8,1941.9,1968.0,1351.0,936.4,1267.2,1124.3,1368.1,706.5,698.9,532.7,2227.2,990.1,477.3,1641.5,1065.3,1771.4,2082.2,1699.1,1973.8,1694.5,354.8,1199.2,1065.3,1934.5,1401.0,1458.0,732.5,1392.4,2046.9,1866.3,1720.9,1811.6,1661.1,1968.4,2026.0,2441.8,1625.6,1074.9,1375.5,1320.4,1288.6,1044.4,1061.3,1851.5,606.7,3434.4,3825.6,3669.9,530.8,853.1,2808.5,1460.0,947.7,869.7,1182.5,2970.1,3295.7,815.7,1437.7,1371.7,1433.5,1192.2,1191.8,2919.6,2880.3,1484.8,1462.2,752.8,1553.4,1326.6,856.3,1866.1,681.6,1725.4,1641.9,1319.1,1725.1,1580.1,2876.5,2918.8,4276.7,3764.8,3123.4,3576.4,874.9
1617.2,1324.0,1550.9,1559.4,1499.3,1547.5,0.0,987.4,1577.8,995.3,619.6,1695.9,878.3,877.1,2811.2,1490.8,1577.7,1204.3,2238.2,1598.1,1736.2,1739.2,1835.8,2000.0,2992.0,2025.9,929.2,2806.5,2809.5,2181.2,1937.0,1977.0,2345.4,1910.6,2056.7,1404.3,1612.0,1416.4,1433.4,1153.3,2827.6,1097.9,2810.0,1096.0,817.3,936.4,883.2,2145.3,780.6,100.3,1395.4,1921.2,1936.3,1763.2,2251.1,1848.8,1809.4,2147.4,2010.0,1022.0,2991.9,1538.2,622.2,737.4,1974.1,2000.2,2811.2,1808.0,996.5,853.6,2828.3,1578.1,1570.5,1404.3,1956.5,363.0,1348.9,4837.3,1936.9,1500.7,2552.3,2953.3,1703.1,2537.0,1226.4,3299.6,1936.9,2331.4,1821.4,1650.5,1604.1,2852.6,2516.9,1898.5,2845.6,2854.2,2149.2,1986.9,2496.1,2171.1,945.7,1707.5,2008.1,1953.0,109.8,709.1,1626.3,1171.6,1171.7,4290.4,4681.7,4525.9,1160.3,1709.1,2127.7,315.9,1580.2,820.6,1408.5,2228.5,2554.0,1380.7,286.0,690.8,752.7,1011.6,1824.3,2177.9,2138.6,1162.4,782.3,1317.8,873.5,1959.1,1421.3,2753.1,703.0,620.6,537.2,639.2,2612.1,2117.9,2134.8,2177.1,2751.5,2239.7,3979.4,4432.4,1231.6
1395.7,377.9,604.7,1697.1,553.1,601.3,783.3,0.0,631.7,61.1,757.4,749.8,220.3,219.1,1276.5,544.6,631.5,258.1,1292.1,1735.9,790.1,1910.5,1742.7,1893.3,1447.9,1919.1,271.2,1334.2,1331.2,1235.1,1291.6,1079.2,1399.3,964.5,1110.5,458.2,665.9,470.2,487.3,1291.0,1292.8,441.3,1330.7,439.4,955.0,1074.1,1020.9,1199.2,918.3,883.6,1533.1,975.1,1290.9,817.1,1305.0,902.6,863.3,1201.3,1063.9,363.9,1447.8,592.0,759.9,310.8,1867.3,1893.5,1276.5,861.9,1134.2,991.3,1293.5,631.9,624.3,458.2,2094.3,857.1,402.7,1567.0,990.7,1638.5,2007.6,1624.5,1840.8,1620.0,280.2,1124.6,990.7,1859.9,1326.5,1383.5,657.9,1317.8,1972.3,1791.7,1646.3,1737.0,1586.5,1893.9,1951.4,2308.8,1065.5,924.2,1224.8,1169.7,728.6,484.4,910.5,1291.4,456.0,3567.4,3958.6,3802.9,380.0,986.1,2248.5,899.9,796.9,595.9,1031.7,1539.9,1865.4,664.9,877.6,811.6,873.5,1132.4,1041.0,1489.4,1450.0,1283.2,902.1,602.0,993.3,1175.8,705.6,1715.3,80.3,1165.3,1081.9,759.0,1574.3,1429.3,1446.3,1488.5,2872.4,2360.5,3256.4,3709.3,724.2
1542.4,524.6,75.5,1902.2,699.8,72.1,988.4,205.1,0.0,266.2,962.5,118.1,425.4,424.2,1423.2,691.3,-0.1,404.8,1438.8,1941.0,936.8,2057.2,1889.4,2040.0,1594.6,2065.8,476.3,1480.9,1477.8,1381.7,1438.2,1225.9,1546.0,1111.1,1257.2,604.9,812.5,616.9,634.0,1496.1,1439.5,646.4,1477.4,644.5,1160.1,1279.2,1226.0,1345.9,1123.4,1088.7,1738.2,1121.8,1437.6,963.8,1451.7,1049.3,1010.0,1348.0,1210.5,569.0,1594.5,738.7,965.0,515.9,2014.0,2040.2,1423.2,1008.5,1339.3,1196.4,1440.2,-0.3,771.0,604.9,2299.4,1062.2,549.4,1713.7,1137.4,1843.6,2154.3,1771.2,2045.9,1766.7,426.9,1271.3,1137.4,2006.6,1473.1,1530.2,804.6,1464.5,2119.0,1938.4,1793.0,1883.7,1733.2,2040.6,2098.1,2513.9,1655.9,1105.3,1405.9,1350.8,1319.0,1074.8,1091.6,1881.8,637.1,3464.7,3856.0,3700.3,561.1,883.5,2838.9,1490.4,978.0,900.1,1212.8,3000.5,3326.0,846.0,1468.0,1402.0,1463.9,1222.6,1222.1,2950.0,2910.6,1515.1,1492.6,783.1,1583.7,1356.9,886.7,1896.4,711.9,1755.7,1672.3,1349.4,1755.4,1610.4,2906.9,2949.1,4307.0,3795.2,3153.7,3606.7,905.3
1624.2,606.3,833.2,1636.0,781.6,829.8,780.6,555.9,860.1,0.0,696.3,978.2,446.8,445.6,1471.2,773.1,860.0,486.6,1520.5,1674.8,1018.5,1815.8,1912.4,2076.6,1676.4,2102.5,497.7,1562.6,1559.6,1463.5,1520.0,1307.7,1627.7,1192.9,1339.0,686.6,894.3,698.7,715.7,1229.9,1487.6,380.2,1559.1,378.3,893.9,1013.0,959.8,1427.6,857.2,880.9,1472.0,1203.5,1519.3,1045.5,1533.4,1131.0,1091.7,1429.7,1292.3,590.5,1676.2,820.5,698.8,305.9,2050.7,2076.9,1471.2,1090.3,1073.1,930.2,1488.2,860.4,852.8,686.6,2033.2,854.4,631.2,1795.4,1219.2,1577.4,2628.9,1853.0,1779.7,1848.4,508.7,1353.1,1219.2,2408.1,1554.9,1611.9,886.3,1512.6,2593.6,1975.1,1874.7,1965.5,1815.0,2063.6,2572.7,2247.7,1073.3,985.3,1285.9,1230.8,736.4,492.2,971.6,1299.3,517.1,3628.5,4019.7,3864.0,441.2,1047.2,2256.3,907.8,858.0,603.7,1092.8,1601.0,1926.6,726.0,885.5,819.5,881.3,1140.2,1102.1,1550.5,1511.1,1291.1,910.0,663.1,1001.1,1236.9,766.7,1776.4,88.1,1173.1,1089.7,766.9,1635.4,1490.4,1507.4,1549.7,2880.2,2368.4,3317.5,3770.4,785.3
