0.0,464.5,674.0,333.8,158.5,2040.7,403.7,1471.9,44.3,3112.7,4301.7,1863.4,2325.0,662.8,331.4
464.5,0.0,209.6,253.6,306.0,2027.9,868.2,1459.1,508.8,3100.0,3872.1,2327.9,1895.4,233.2,251.2
674.0,209.6,0.0,463.1,515.5,2237.5,1077.7,1668.6,718.3,3309.5,4081.6,2537.4,2105.0,442.8,460.7
333.8,253.6,463.1,0.0,175.3,1897.3,737.5,1328.4,378.1,2969.3,4090.8,2197.2,2114.1,451.9,2.4
158.5,306.0,515.5,175.3,0.0,1882.2,562.2,1313.4,202.8,2954.2,4143.1,2021.9,2166.5,504.3,172.9
2040.7,2027.9,2237.5,1897.3,1882.2,0.0,2444.4,568.9,2085.0,1072.0,5865.1,3904.1,3888.5,2226.3,1894.9
403.7,868.2,1077.7,737.5,562.2,2444.4,0.0,1875.5,359.4,3516.4,4705.3,1459.7,2728.7,1066.5,735.1
1471.9,1459.1,1668.6,1328.4,1313.4,568.9,1875.5,0.0,1516.2,1640.9,5296.3,3335.3,3319.6,1657.4,1326.0
44.3,508.8,718.3,378.1,202.8,2085.0,359.4,1516.2,0.0,3157.1,4346.0,1819.1,2369.3,707.1,375.7
3112.7,3100.0,3309.5,2969.3,2954.2,1072.0,3516.4,1640.9,3157.1,0.0,6937.2,4976.2,4960.5,3298.3,2966.9
4301.7,3872.1,4081.6,4090.8,4143.1,5865.1,4705.3,5296.3,4346.0,6937.2,0.0,6165.1,1976.7,3791.9,4088.3
1863.4,2327.9,2537.4,2197.2,2021.9,3904.1,1459.7,3335.3,1819.1,4976.2,6165.1,0.0,4188.4,2526.2,2194.8
2325.0,1895.4,2105.0,2114.1,2166.5,3888.5,2728.7,3319.6,2369.3,4960.5,1976.7,4188.4,0.0,1815.2,2111.7
662.8,233.2,442.8,451.9,504.3,2226.3,1066.5,1657.4,707.1,3298.3,3791.9,2526.2,1815.2,0.0,449.5
331.4,251.2,460.7,2.4,172.9,1894.9,735.1,1326.0,375.7,2966.9,4088.3,2194.8,2111.7,449.5,0.0
