0.0,3317.6,1933.9,1964.1,1873.0,3537.4,1627.6,6880.9,2650.9,2059.4,2328.2,2957.5
3317.6,0.0,4139.5,4169.8,1444.6,5743.1,3833.2,3563.3,4856.5,4265.1,4533.9,804.3
1933.9,4139.5,0.0,433.4,2695.0,2006.7,251.1,7702.9,1120.2,528.7,797.5,3779.4
1964.1,4169.8,433.4,0.0,2725.2,1573.3,610.3,7733.1,686.8,214.6,364.1,3809.6
1873.0,1444.6,2695.0,2725.2,0.0,4298.5,2388.7,5007.9,3412.0,2820.5,3089.3,1084.4
3537.4,5743.1,2006.7,1573.3,4298.5,0.0,2183.6,9306.4,886.6,1788.0,1661.1,5383.0
1627.6,3833.2,251.1,610.3,2388.7,2183.6,0.0,7396.6,1297.0,705.6,974.4,3473.1
6880.9,3563.3,7702.9,7733.1,5007.9,9306.4,7396.6,0.0,8419.9,7828.4,8097.2,4367.7
2650.9,4856.5,1120.2,686.8,3412.0,886.6,1297.0,8419.9,0.0,901.4,774.6,4496.4
2059.4,4265.1,528.7,214.6,2820.5,1788.0,705.6,7828.4,901.4,0.0,578.7,3905.0
2328.2,4533.9,797.5,364.1,3089.3,1661.1,974.4,8097.2,774.6,578.7,0.0,4173.7
2957.5,804.3,3779.4,3809.6,1084.4,5383.0,3473.1,4367.7,4496.4,3905.0,4173.7,0.0
