0.0,1904.7,2235.4,1563.2,2914.5,6996.7,792.6,386.5,742.8,1979.9,1638.5,1938.6,1704.4,2670.3,7259.1,7011.3,1633.1,620.9,6838.9,1946.1,1714.4,3159.9,2029.5,2242.4,1637.7,1561.7,943.7,606.8,3551.1,7113.8,2242.4,2361.0,2692.0,7226.2,2658.7,629.0,1905.7,6995.6
1849.3,0.0,432.7,665.8,1362.1,4137.5,2457.0,1630.1,2265.0,177.2,503.8,3603.0,807.0,4192.6,4399.9,4835.6,1419.3,2285.3,4633.1,3610.5,3236.6,4824.3,167.8,3906.8,503.0,664.4,2608.1,2271.2,1689.4,4121.3,3906.8,4025.4,4356.4,5065.1,4181.0,2293.4,1.0,5033.4
2148.1,400.7,0.0,964.6,1762.9,4538.2,2755.8,1928.9,2563.8,330.8,802.6,3901.7,1105.8,4491.4,4800.7,5236.4,1718.1,2584.1,5033.8,3909.3,3535.4,5123.1,525.5,4205.6,801.8,963.1,2906.8,2570.0,2047.1,4522.0,4205.6,4324.2,4655.2,5465.9,4479.8,2592.2,401.7,5434.1
1654.5,575.3,906.0,0.0,1585.1,4370.2,2262.2,1435.3,2070.3,650.5,133.2,3408.2,531.2,3997.8,4632.7,5068.4,1143.6,2090.6,4865.8,3415.7,3041.9,4629.6,700.0,3712.0,132.4,469.6,1760.2,2076.4,2221.7,4354.1,3712.0,3830.6,4161.7,5297.9,3986.2,2098.6,576.3,5266.1
2859.1,1362.1,1794.8,1675.7,0.0,2914.9,3466.8,2639.9,3274.8,1539.3,1513.7,4612.8,1816.8,5202.4,3177.3,3613.0,2429.2,3295.2,3410.5,4620.3,4246.4,5834.2,1529.9,4916.6,1512.8,1674.2,3617.9,3281.0,3051.5,2898.7,4916.6,5035.2,5366.2,3842.5,5190.8,3303.2,1361.1,3810.8
5581.6,4133.4,4566.0,4398.1,2910.8,0.0,6189.3,5362.4,6501.8,4310.5,4236.1,7335.3,4539.3,5467.9,262.5,698.2,5151.6,6017.6,563.7,7342.8,5660.5,8556.6,4162.6,7639.1,4235.3,4396.7,6340.4,6003.5,5800.9,185.2,7639.1,7757.7,8088.7,829.0,5456.3,6025.7,4132.3,895.9
792.6,2456.7,2787.4,2115.2,3466.5,7935.6,0.0,938.5,1681.7,2531.9,2190.4,1638.2,1532.3,3609.3,8198.1,7950.3,1044.1,320.6,7777.8,1645.8,2653.3,2859.6,2581.4,1942.1,2189.6,2113.7,643.3,306.5,4103.0,8052.8,1942.1,2060.7,2391.7,8165.2,3597.7,163.6,2457.7,7934.6
373.0,1563.7,1894.4,1222.2,2573.5,7042.7,980.7,0.0,788.8,1638.9,1297.5,2126.7,1363.4,2716.3,7305.1,7057.3,1292.1,809.1,6884.9,2134.2,1760.4,3348.1,1688.4,2430.5,1296.7,1220.7,1131.8,794.9,3210.1,7159.8,2430.5,2549.1,2880.2,7272.2,2704.7,817.1,1564.7,7041.6
742.8,2320.4,2651.2,1979.0,3330.3,6410.5,1629.1,802.2,0.0,2395.6,2054.2,2775.1,2120.1,2084.1,6672.9,6425.1,2048.8,1457.5,6252.7,2782.6,1128.2,3996.5,2445.2,3079.0,2053.4,1977.5,1780.2,1443.3,3966.8,6527.6,3079.0,3197.5,3528.6,6640.0,2072.5,1465.6,2321.4,6409.4
1924.5,177.2,362.7,741.0,1539.3,4314.6,2532.2,1705.3,2340.2,0.0,579.0,3678.2,882.2,4267.8,4577.1,5012.8,1494.5,2360.5,4810.2,3685.7,3311.8,4899.5,301.9,3982.0,578.2,739.6,2683.3,2346.4,1823.5,4298.5,3982.0,4100.6,4431.6,5242.3,4256.2,2368.6,178.2,5210.5
1583.1,503.8,834.6,399.6,1513.7,4298.7,2190.8,1363.9,1998.8,579.0,0.0,3336.7,459.8,3926.4,4561.2,4996.9,1072.1,2019.1,4794.4,3344.2,2970.4,4558.1,628.6,3640.6,0.8,398.1,1688.8,2005.0,2150.2,4282.6,3640.6,3759.1,4090.2,5226.4,3914.8,2027.2,504.8,5194.7
1938.6,3602.6,3933.4,3261.1,4612.5,9081.6,1638.2,2084.4,2827.7,3677.8,3336.4,0.0,2678.2,4755.3,9344.1,9096.3,2190.1,1317.6,8923.8,775.9,3799.3,1688.8,3727.4,193.2,3335.6,3259.7,1789.3,1452.4,5249.0,9198.8,193.2,1190.8,882.4,9311.1,4743.7,1474.7,3603.6,9080.6
1649.0,807.0,1137.7,287.1,1816.8,4601.9,1532.3,1429.7,2064.7,882.2,420.3,2678.2,0.0,3992.3,4864.4,5300.1,612.3,1360.6,5097.5,2685.8,3036.3,3899.6,931.8,2982.1,419.5,285.6,1229.0,1225.8,2453.4,4585.8,2982.1,3100.7,3431.7,5529.6,3980.7,1368.7,808.0,5497.8
2628.3,4205.9,4536.7,3864.5,5215.8,5383.4,3514.7,2687.7,2042.1,4281.2,3939.7,4660.6,4005.6,0.0,5645.9,5398.1,3934.3,3343.0,5225.6,4668.1,1200.7,5882.0,4330.7,4964.5,3938.9,3863.0,3665.7,3328.9,5852.3,5500.6,4964.5,5083.0,5414.1,5612.9,11.6,3351.1,4206.9,5382.4
5844.1,4395.8,4828.5,4660.6,3173.2,262.5,6451.8,5624.8,6764.3,4573.0,4498.6,7597.7,4801.8,5730.4,0.0,435.7,5414.1,6280.1,826.1,7605.2,5923.0,8819.1,4425.1,7901.6,4497.8,4659.1,6602.8,6266.0,6063.4,447.7,7901.6,8020.1,8351.2,566.6,5718.8,6288.2,4394.8,633.5
7068.3,4831.5,5264.2,5096.3,3608.9,698.2,7954.7,7127.8,6482.1,5008.7,4934.3,9100.7,5237.5,5448.2,435.7,0.0,5849.8,7783.1,1140.8,9108.2,5640.8,10322.1,4860.8,9404.5,4933.5,5094.8,8105.8,7768.9,6499.1,883.4,9404.5,9523.1,9854.2,372.2,5436.6,7791.1,4830.5,290.7
1577.7,1419.3,1750.1,899.5,2429.2,5214.3,1044.1,1358.5,1993.4,1494.5,1032.6,2190.1,612.3,3921.0,5476.7,5912.4,0.0,872.5,5709.9,2197.6,2965.0,3411.5,1544.1,2493.9,1031.8,898.0,740.8,737.6,3065.7,5198.1,2493.9,2612.5,2943.5,6141.9,3909.4,880.5,1420.3,6110.2
620.9,2285.0,2615.8,1943.5,3294.8,7764.0,320.6,766.8,1510.1,2360.2,2018.8,1317.6,1360.6,3437.7,8026.5,7778.7,872.5,0.0,7606.2,1325.1,2481.7,2539.0,2409.8,1621.5,2018.0,1942.1,471.7,134.8,3931.4,7881.2,1621.5,1740.0,2071.1,7993.5,3426.1,157.0,2286.0,7763.0
6930.2,4629.0,5061.7,4893.8,3406.4,563.7,6684.9,5858.0,6344.0,4806.1,4731.8,7830.9,5034.9,5310.1,826.1,1261.9,5647.3,6513.3,0.0,7838.4,5502.7,9052.3,4658.2,8134.7,4731.0,4892.3,6836.0,6499.1,6296.5,513.1,8134.7,8253.3,8584.4,1392.7,5298.5,6521.3,4628.0,1272.6
1946.1,3610.1,3940.9,3268.7,4620.0,9089.1,1645.8,2091.9,2835.2,3685.4,3343.9,775.9,2685.8,4762.8,9351.6,9103.8,2197.6,1325.1,8931.3,0.0,3806.8,1344.5,3734.9,859.2,3343.1,3267.2,1796.8,1460.0,5256.5,9206.3,859.2,545.6,876.6,9318.6,4751.2,1482.2,3611.2,9088.1
1714.4,3292.0,3622.8,2950.6,4301.9,5569.1,2600.8,1773.8,1128.2,3367.2,3025.8,3746.7,3091.7,1242.8,5831.6,5583.8,3020.4,2429.1,5411.3,3754.2,0.0,4968.1,3416.8,4050.6,3025.0,2949.1,2751.8,2414.9,4938.4,5686.3,4050.6,4169.1,4500.2,5798.6,1231.2,2437.2,3293.0,5568.1
3159.9,4824.0,5154.7,4482.5,5833.8,10303.0,2859.6,3305.8,4049.1,4899.2,4557.8,1688.8,3899.6,5976.7,10565.5,10317.6,3411.5,2539.0,10145.2,1344.5,5020.7,0.0,4948.8,1678.0,4557.0,4481.0,3010.7,2673.8,6470.4,10420.2,1678.0,865.8,806.4,10532.5,5965.1,2696.0,4825.0,10302.0
1974.0,167.8,557.4,790.6,1529.9,4246.1,2581.7,1754.8,2389.8,301.9,628.6,3727.7,931.8,4317.3,4508.6,4944.3,1544.1,2410.1,4741.8,3735.2,3361.4,4949.1,0.0,4031.6,627.8,789.1,2732.8,2395.9,1638.3,4230.0,4031.6,4150.1,4481.2,5173.8,4305.8,2418.2,168.8,5142.1
2242.4,3906.5,4237.2,3565.0,4916.3,9385.5,1942.1,2388.3,3131.5,3981.7,3640.3,193.2,2982.1,5059.1,9647.9,9400.1,2493.9,1621.5,9227.6,859.2,4103.2,1678.0,4031.2,0.0,3639.5,3563.5,2093.2,1756.3,5552.9,9502.6,0.0,1274.1,871.6,9615.0,5047.5,1778.5,3907.5,9384.4
1582.3,503.0,833.8,398.8,1512.8,4297.9,2190.0,1363.1,1998.0,578.2,0.8,3335.9,459.0,3925.6,4560.4,4996.1,1071.3,2018.3,4793.6,3343.4,2969.6,4557.3,627.8,3639.8,0.0,397.3,1688.0,2004.2,2149.4,4281.8,3639.8,3758.3,4089.4,5225.6,3914.0,2026.4,504.0,5193.9
1656.0,576.8,907.5,1.5,1586.6,4371.7,2263.7,1436.8,2071.7,652.0,134.6,3409.7,532.7,3999.3,4634.2,5069.9,1145.1,2092.1,4867.3,3417.2,3043.4,4631.1,701.5,3713.5,133.8,0.0,1761.7,2077.9,2223.2,4355.5,3713.5,3832.1,4163.2,5299.4,3987.7,2100.1,577.8,5267.6
943.7,2036.0,2366.7,1516.1,3045.8,5830.9,643.3,1089.5,1832.8,2111.2,1649.3,1789.3,1229.0,3760.4,6093.4,8101.4,740.8,471.7,7928.9,1796.8,2804.4,3010.7,2160.7,2093.2,1648.5,1514.6,0.0,336.9,3682.4,5814.8,2093.2,2211.7,2542.8,6758.6,3748.8,479.8,2037.0,8085.7
606.8,2270.9,2601.6,1512.9,3280.7,7749.8,306.5,752.7,1495.9,2346.1,2004.6,1452.4,1225.8,3423.5,8012.3,7764.5,737.6,134.8,7592.0,1460.0,2467.5,2673.8,2395.6,1756.3,2003.8,1511.4,336.9,0.0,3917.2,7867.0,1756.3,1874.9,2205.9,7979.3,3411.9,142.9,2271.9,7748.8
2441.6,635.4,1025.0,1258.2,1997.5,4772.8,3049.3,2222.4,2857.3,769.5,1096.2,4195.3,1399.3,4784.9,5035.3,5471.0,2011.7,2877.7,5268.4,4202.8,3829.0,5416.7,584.3,4499.1,1095.4,1256.7,3200.4,2863.5,0.0,4756.6,4499.1,4617.7,4948.8,5700.5,4773.3,2885.7,636.4,5668.7
5565.4,4117.2,4549.9,4382.0,2894.6,185.2,6173.1,5346.2,6619.0,4294.3,4220.0,7319.1,4523.1,5585.1,447.7,883.4,5135.5,6001.5,513.1,7326.6,5777.7,8540.5,4146.4,7622.9,4219.2,4380.5,6324.2,5987.3,5784.7,0.0,7622.9,7741.5,8072.6,1014.2,5573.5,6009.5,4116.2,1081.1
2242.4,3906.5,4237.2,3565.0,4916.3,9385.5,1942.1,2388.3,3131.5,3981.7,3640.3,193.2,2982.1,5059.1,9647.9,9400.1,2493.9,1621.5,9227.6,859.2,4103.2,1678.0,4031.2,0.0,3639.5,3563.5,2093.2,1756.3,5552.9,9502.6,0.0,1274.1,871.6,9615.0,5047.5,1778.5,3907.5,9384.4
2361.0,4025.0,4355.8,3683.6,5034.9,9504.0,2060.7,2506.8,3250.1,4100.2,3758.8,1190.8,3100.7,5177.7,9766.5,9518.7,2612.5,1740.0,9346.2,545.6,4221.7,865.8,4149.8,1274.1,3758.0,3682.1,2211.7,1874.9,5671.4,9621.2,1274.1,0.0,397.9,9733.5,5166.1,1897.1,4026.0,9503.0
2692.0,4356.1,4686.8,4014.6,5365.9,9835.1,2391.7,2837.9,3581.2,4431.3,4089.9,882.4,3431.7,5508.7,10097.5,9849.7,2943.5,2071.1,9677.3,876.6,4552.8,806.4,4480.9,871.6,4089.1,4013.1,2542.8,2205.9,6002.5,9952.2,871.6,397.9,0.0,10064.6,5497.2,2228.1,4357.1,9834.0
6153.2,4705.0,5137.7,4969.8,3482.4,571.6,6760.9,5934.0,7073.5,4882.1,4807.8,7906.9,5110.9,6039.6,309.2,386.3,5723.3,6589.3,1135.3,7914.4,6232.1,9128.3,4734.2,8210.7,4807.0,4968.3,6912.0,6575.1,6372.5,756.8,8210.7,8329.3,8660.4,0.0,6028.0,6597.3,4704.0,584.0
2623.1,4200.8,4531.5,3859.3,5210.6,5378.2,3509.5,2682.6,2036.9,4276.0,3934.6,4655.5,4000.4,11.6,5640.7,5392.9,3929.2,3337.8,5220.4,4663.0,1195.6,5876.8,4325.5,4959.3,3933.8,3857.8,3660.6,3323.7,5847.2,5495.4,4959.3,5077.9,5408.9,5607.8,0.0,3345.9,4201.8,5377.2
629.0,2293.1,2623.8,1951.6,3302.9,7772.1,163.6,774.9,1518.1,2368.3,2026.9,1474.7,1368.7,3445.7,8034.5,7786.7,880.5,157.0,7614.3,1482.2,2489.8,2696.0,2417.8,1778.5,2026.1,1950.1,479.8,142.9,3939.5,7889.2,1778.5,1897.1,2228.1,8001.6,3434.1,0.0,2294.1,7771.0
1850.3,1.0,433.7,666.8,1361.1,4136.5,2458.0,1631.1,2266.0,178.2,504.8,3604.0,808.0,4193.6,4398.9,4834.6,1420.3,2286.3,4632.1,3611.5,3237.6,4825.3,168.8,3907.8,504.0,665.4,2609.1,2272.2,1690.4,4120.3,3907.8,4026.4,4357.4,5064.1,4182.0,2294.4,0.0,5032.4
6777.6,5073.2,5505.9,5338.0,3850.6,1007.9,7664.0,6837.1,6191.4,5250.4,5176.0,8810.0,5479.2,5157.5,1270.4,610.6,6091.5,7492.4,850.1,8817.5,5350.1,10031.4,5102.5,9113.8,5175.2,5336.5,7815.1,7478.2,6740.8,1125.1,9113.8,9232.4,9563.5,825.4,5145.9,7500.4,5072.2,0.0
