0.0,3062.2,3217.0,2316.2,3615.5,1461.6,3841.7,3710.0,3738.4,3856.2,1147.0,1390.7,3063.4,3765.1,2332.0,2894.0,3110.5,1014.8,2148.9,3253.8,3771.7
2819.2,0.0,154.8,824.8,4445.3,1753.5,4671.5,4539.9,4568.3,4686.1,1976.9,1428.5,1.2,4594.9,3161.9,233.6,450.1,1951.8,2978.8,4083.7,4601.5
2935.8,227.9,0.0,941.5,4562.0,1870.1,4788.2,4656.5,4684.9,4802.7,2093.5,1545.1,229.1,4711.6,2246.1,395.6,197.6,2068.5,3095.4,4200.3,4718.2
2316.2,1067.9,1222.6,0.0,3942.4,1250.5,4168.5,4036.9,4065.3,4183.1,1473.9,925.5,1069.1,4091.9,2658.9,899.7,1116.2,1448.8,2475.8,3580.7,4098.5
3623.6,4696.5,4851.3,3950.5,0.0,3095.9,753.1,621.5,649.9,767.7,2476.6,3025.0,4697.7,676.5,3307.4,4528.4,4744.9,2580.9,2053.8,369.8,683.1
1461.6,1996.5,2151.3,1250.5,3087.8,0.0,3313.9,3182.3,3210.7,3328.5,619.3,325.0,1997.7,3237.4,1804.3,1828.3,2044.8,594.3,1621.2,2726.1,3244.0
3855.1,4928.0,5082.8,4182.0,471.9,3327.4,0.0,342.3,160.2,92.8,2708.1,3256.5,4929.2,479.1,3538.9,4759.8,4976.3,2812.4,2285.3,601.3,485.7
3512.8,4585.7,4740.4,3839.7,129.6,2985.1,642.2,0.0,539.0,656.8,2365.8,2914.2,4586.9,565.7,3196.6,4417.5,4634.0,2470.0,1943.0,259.0,572.3
3751.9,4824.8,4979.5,4078.8,368.7,3224.2,160.2,239.1,0.0,174.8,2604.9,3153.3,4826.0,375.8,3435.7,4656.6,4873.1,2709.1,2182.1,498.1,382.4
3869.7,4942.6,5097.4,4196.6,486.5,3342.0,92.8,356.9,174.8,0.0,2722.7,3271.1,4943.8,493.7,3553.5,4774.4,4990.9,2826.9,2299.9,615.9,500.3
1147.0,2219.9,2374.7,1473.9,2468.5,619.3,2694.6,2563.0,2591.4,2709.2,0.0,548.4,2221.1,2618.1,1489.7,2051.7,2268.2,104.2,1001.9,2106.8,2624.7
1390.7,1671.5,1826.2,925.5,3016.9,325.0,3243.1,3111.4,3139.8,3257.6,548.4,0.0,1672.7,3166.5,1733.4,1503.3,1719.8,523.4,1550.3,2655.2,3173.1
2817.9,400.6,153.5,823.6,4444.1,1752.2,4670.3,4538.7,4567.1,4684.9,1975.7,1427.2,0.0,4593.7,3160.7,232.4,448.9,1950.6,2977.5,4082.5,4600.3
3813.8,4886.7,5041.4,4140.7,430.6,3286.1,432.6,301.0,329.4,447.2,2666.8,3215.2,4887.9,0.0,3497.6,4718.5,4935.0,2771.0,2244.0,560.0,6.6
2332.0,3404.9,2246.1,2658.9,3313.0,1804.3,3539.2,3407.6,3436.0,3553.8,2237.4,1733.4,3406.1,3462.6,0.0,3236.8,2297.9,1464.7,1447.9,2951.4,3469.2
2965.1,168.2,322.9,970.7,4591.3,1899.4,4817.4,4685.8,4714.2,4832.0,2122.8,1574.4,169.4,4740.8,3307.8,0.0,216.5,2097.7,3124.7,4229.6,4747.4
3159.7,130.7,285.5,1165.3,4785.9,2094.0,5012.0,4880.4,4908.8,5026.6,2317.4,1769.0,131.9,4935.4,3502.4,298.4,0.0,2292.3,3319.3,4424.2,4942.0
1014.8,2194.9,2349.6,1448.8,2572.7,594.3,2798.9,2667.3,2695.6,2813.5,104.2,523.4,2196.1,2722.3,1464.7,2026.7,2243.2,0.0,1106.1,2211.1,2728.9
2130.8,3203.7,3358.4,2457.6,2059.4,1603.1,2285.6,2154.0,2182.4,2300.2,983.8,1532.2,3204.9,2209.0,1447.9,3035.5,3252.0,1088.0,0.0,1697.8,2215.6
3253.8,4326.7,4481.5,3580.7,361.7,2726.1,587.8,456.2,484.6,602.4,2106.8,2655.2,4327.9,511.2,2937.6,4158.6,4375.1,2211.1,1684.0,0.0,517.8
3820.4,4893.3,5048.0,4147.3,437.2,3292.7,439.2,307.6,336.0,453.8,2673.4,3221.8,4894.5,6.6,3504.2,4725.1,4941.6,2777.6,2250.6,566.6,0.0
