0.0,1530.7,335.2,249.7,377.3,106.4,379.7,768.9,10748.0,2220.7,150.9,832.4,939.0,626.3,150.9,774.4,1714.6,1046.5,338.3,1482.8,1739.3,10743.9,1337.2,1672.3,898.6
1534.3,0.0,1185.2,1270.7,1473.3,1414.0,1475.7,1752.1,13096.4,801.8,1383.4,1317.6,1922.2,1552.5,1383.4,1757.6,2810.5,2029.8,1182.1,3017.1,2835.3,13092.3,548.6,253.4,1994.5
349.1,1195.5,0.0,85.5,288.1,228.8,290.5,566.9,10658.8,1885.5,198.2,497.2,737.0,367.3,198.2,572.4,1625.4,844.6,3.1,1831.9,1650.1,10654.7,1002.0,1337.1,809.3
263.6,1281.0,85.5,0.0,202.6,143.3,205.0,519.2,10573.3,1971.1,112.7,582.7,689.3,376.7,112.7,524.7,1539.8,796.9,88.6,1746.4,1564.6,10569.2,1087.5,1422.6,723.8
419.5,1525.8,330.3,244.8,0.0,299.3,2.4,169.2,11729.9,2215.9,268.6,827.6,632.3,621.5,268.6,163.6,1532.9,739.8,333.4,1902.3,1557.7,11725.8,1332.3,1667.5,716.9
106.4,1424.3,228.8,143.3,257.0,0.0,259.4,662.5,10627.8,2114.4,77.1,726.1,832.6,520.0,77.1,668.0,1594.3,940.2,231.9,1589.1,1619.1,10623.7,1230.8,1566.0,778.3
417.2,1523.5,328.0,242.4,115.9,296.9,0.0,166.8,11727.5,2213.5,266.2,825.2,629.9,619.1,266.2,161.3,1530.5,737.5,331.1,1900.0,1555.3,11723.4,1330.0,1665.1,714.5
515.8,1622.1,426.6,341.0,214.5,395.5,216.9,0.0,11791.9,2312.1,364.8,923.8,694.3,717.7,364.8,5.5,1629.1,801.8,429.7,1998.6,1653.9,11787.8,1428.6,1763.7,813.1
2591.9,3698.2,2502.7,2417.2,2299.4,2471.7,2301.7,2463.2,0.0,4388.3,2441.0,3000.0,3716.9,2793.9,2441.0,2457.7,1006.2,3951.5,2505.8,2980.2,852.6,9091.1,3504.7,3839.9,1941.9
2224.3,801.8,1875.2,1960.7,2163.3,2104.1,2165.7,2442.1,13786.5,0.0,2073.4,2007.7,2612.2,2242.5,2073.4,2447.6,3500.6,2719.8,1872.1,3707.1,3525.4,13782.4,1238.7,548.4,2684.6
150.9,1393.7,198.2,112.7,226.4,77.1,228.8,631.9,10597.1,2083.7,0.0,695.4,802.0,489.3,0.0,637.4,1563.6,909.5,201.3,1633.7,1588.4,10593.0,1200.2,1535.3,747.6
869.6,1309.7,520.5,606.0,808.6,749.3,811.0,1087.4,11778.8,1999.8,718.7,0.0,1257.5,887.8,718.7,1092.9,2145.9,1365.1,517.4,2352.4,2170.6,11774.7,1116.2,1451.3,1329.8
952.9,1932.5,737.0,689.3,891.9,832.6,894.3,404.4,11097.6,2622.6,802.0,1234.2,0.0,1028.2,802.0,409.9,3279.2,234.6,740.1,2435.7,3125.6,11093.5,1739.0,2074.2,1413.1
527.3,1449.8,254.3,263.7,466.3,407.0,468.6,745.0,10837.0,2139.8,376.3,751.5,915.2,0.0,376.3,750.5,1803.5,1022.7,257.4,2010.0,1828.3,10832.9,1256.3,1591.4,987.5
150.9,1393.7,198.2,112.7,226.4,77.1,228.8,631.9,10597.1,2083.7,0.0,695.4,802.0,489.3,0.0,637.4,1563.6,909.5,201.3,1633.7,1588.4,10593.0,1200.2,1535.3,747.6
467.0,1573.3,377.8,292.2,165.7,346.7,168.0,5.5,11797.4,2263.3,316.0,875.0,699.8,668.9,316.0,0.0,1580.3,807.4,380.9,1949.7,1605.1,11793.3,1379.8,1714.9,764.3
1714.6,2820.9,1625.4,1539.8,1422.0,1594.3,1424.4,1585.8,9216.7,3510.9,1563.6,2122.6,2229.2,1916.5,1563.6,1580.3,0.0,2336.7,1628.5,3197.4,815.1,9212.6,2627.4,2962.5,1064.5
1060.5,2040.1,844.6,796.9,999.5,940.2,1001.8,512.0,11332.2,2730.1,909.5,1341.8,234.6,1135.7,909.5,517.5,3513.7,0.0,847.7,2543.3,2361.5,11328.1,1846.6,2181.7,1520.7
352.2,1192.4,3.1,88.6,291.2,231.9,293.6,570.0,10661.9,1882.4,201.3,494.1,740.1,370.4,201.3,575.5,1628.5,847.7,0.0,1835.0,1653.2,10657.8,998.9,1334.0,812.5
1482.8,3013.5,1818.0,1732.4,1860.1,1589.1,1862.5,2251.6,11136.3,3703.5,1633.7,2315.2,2421.8,2109.1,1633.7,2257.1,3197.4,2529.3,1821.1,0.0,2127.6,11132.2,2820.0,3155.1,1581.3
1739.3,2845.6,1650.1,1564.6,1446.8,1619.1,1449.1,1610.6,9008.7,3535.7,1588.4,2147.3,2253.9,1941.3,1588.4,1605.1,815.1,2361.5,1653.2,2127.6,0.0,9004.6,2652.1,2987.3,1089.3
2596.0,3702.3,2506.8,2421.3,2303.5,2475.7,2305.8,2467.3,4.1,4392.4,2445.1,3004.0,3721.0,2798.0,2445.1,2461.8,1010.3,3955.6,2509.9,2984.3,856.7,0.0,3508.8,3843.9,1946.0
1340.8,548.6,991.7,1077.2,1279.8,1220.5,1282.2,1558.6,12902.9,1238.7,1189.9,1124.1,1728.7,1359.0,1189.9,1564.1,2617.0,1836.3,988.6,2823.6,2641.8,12898.8,0.0,690.3,1801.0
1675.9,253.4,1326.8,1412.3,1614.9,1555.6,1617.3,1893.7,13238.1,548.4,1525.0,1459.3,2063.8,1694.1,1525.0,1899.2,2952.2,2171.4,1323.7,3158.7,2976.9,13234.0,690.3,0.0,2136.2
898.6,2004.8,809.3,723.8,606.0,778.3,608.3,769.8,10098.0,2694.9,747.6,1306.6,1413.1,1100.5,747.6,764.3,1064.5,1520.7,812.5,1581.3,1089.3,10093.9,1811.3,2146.5,0.0
