id,UDALERRIA_KODEA/COD_MUNICIPIO,UDALERRIA/MUNICIPIO,EKITALDIA/EJERCICIO,EDUKIONTZI_KODEA/COD_CONTENEDOR,longitude,latitude
2827,71,MUSKIZ,2020,41,489690.11,4796297.83
2828,71,MUSKIZ,2020,42,489926.19,4796431.17
2829,71,MUSKIZ,2020,43,489431.89,4796548.32
2830,71,MUSKIZ,2020,45,489974.68,4796978.28
2831,71,MUSKIZ,2020,46,489604.49,4796631.92
2832,71,MUSKIZ,2020,47,491370.6,4796938.78
2833,71,MUSKIZ,2020,49,490589.56,4797225.1
2834,71,MUSKIZ,2020,52,490176.29,4794848.75
2835,71,MUSKIZ,2020,53,490321.59,4795767.96
2836,71,MUSKIZ,2020,54,490274.15,4795480.3
2837,71,MUSKIZ,2020,55,490521.5,4796494.88
2838,71,MUSKIZ,2020,56,489788.51,4796903.8
2839,71,MUSKIZ,2020,57,490880.77,4796799.73
2840,71,MUSKIZ,2020,58,490227.13,4795980.94
2841,71,MUSKIZ,2020,60,490342.13,4795473.67
2842,67,MUXIKA,2020,1,525316.48,4792411.75
2843,67,MUXIKA,2020,2,523694.42,4793398.67
2844,67,MUXIKA,2020,3,525138.95,4793042.64
2845,67,MUXIKA,2020,4,525159.38,4792902.86
2846,67,MUXIKA,2020,5,524059.57,4793391.5
2847,67,MUXIKA,2020,6,525184.97,4793219.96
2848,67,MUXIKA,2020,7,524029.65,4789521.92
2849,67,MUXIKA,2020,8,525146.04,4789280.17
2850,67,MUXIKA,2020,9,526414.61,4787692.05
2851,67,MUXIKA,2020,10,524806.59,4792409.11
2852,67,MUXIKA,2020,11,524856.36,4793139.06
2853,67,MUXIKA,2020,13,525532.4,4790985.87
2854,67,MUXIKA,2020,14,525139.27,4793044.71
2855,67,MUXIKA,2020,16,525054.84,4793248.75
2856,67,MUXIKA,2020,17,525563.93,4791659.19
2857,67,MUXIKA,2020,18,525551.15,4791064.35
2858,67,MUXIKA,2020,19,525831.69,4788016.72
2859,67,MUXIKA,2020,20,526266.18,4787668.27
2860,67,MUXIKA,2020,21,524924.01,4788938.51
2861,67,MUXIKA,2020,22,524410.53,4788652.41
2862,67,MUXIKA,2020,23,527767.07,4788908
2863,67,MUXIKA,2020,24,525334.42,4793289.25
2864,67,MUXIKA,2020,25,524054.56,4792518.36
2865,67,MUXIKA,2020,26,525549.87,4792127.57
2866,67,MUXIKA,2020,27,526773.79,4785575.86
2867,67,MUXIKA,2020,28,524407.1,4791510.82
2868,67,MUXIKA,2020,29,525473.3,4790696.62
2869,67,MUXIKA,2020,30,527671.18,4790180.52
2870,67,MUXIKA,2020,31,529420.64,4786359.74
2871,67,MUXIKA,2020,32,526302.88,4786062.4
2872,67,MUXIKA,2020,34,521914.03,4794079.52
2873,67,MUXIKA,2020,35,521187.81,4794167.4
2874,67,MUXIKA,2020,36,526709.12,4789140.67
2875,67,MUXIKA,2020,37,525383.95,4793658.47
2876,67,MUXIKA,2020,38,523694.43,4793396.28
2877,909,NABARNIZ,2020,1,533655.4,4796729.42
2878,909,NABARNIZ,2020,2,533886.78,4796128.5
2879,909,NABARNIZ,2020,3,533742.37,4796691.93
2880,909,NABARNIZ,2020,4,533229.22,4797838.33
2881,909,NABARNIZ,2020,5,533730.26,4796590.87
2882,909,NABARNIZ,2020,6,533686.09,4796681.46
2883,909,NABARNIZ,2020,7,533527.6,4796932.27
2884,909,NABARNIZ,2020,8,533570.54,4797154.62
2885,909,NABARNIZ,2020,9,534227.85,4795523.87
2886,73,ONDARROA,2020,1,547139.76,4796704.32
2887,73,ONDARROA,2020,2,546932.49,4796514.87
2888,73,ONDARROA,2020,3,545902.51,4796718.79
2889,73,ONDARROA,2020,4,546166.79,4796716.9
2890,73,ONDARROA,2020,5,547063.23,4796794.06
2891,73,ONDARROA,2020,6,546313.9,4796641.62
2892,73,ONDARROA,2020,8,545968.67,4796616.3
2893,73,ONDARROA,2020,9,546930.1,4796765.39
2894,73,ONDARROA,2020,11,546826.92,4796935.12
2895,73,ONDARROA,2020,12,546931.64,4796763.56
2896,73,ONDARROA,2020,13,546860.26,4797412.45
2897,73,ONDARROA,2020,14,546744.92,4797139.68
2898,73,ONDARROA,2020,15,546744.03,4797064.7
2899,73,ONDARROA,2020,16,546860.04,4796831.99
2900,73,ONDARROA,2020,17,545900.57,4796717.37
2901,73,ONDARROA,2020,18,546827.7,4796933.07
2902,73,ONDARROA,2020,19,546744.02,4797066.97
2903,73,ONDARROA,2020,22,546858.29,4796833.48
2904,73,ONDARROA,2020,23,546930.2,4796515.07
2905,73,ONDARROA,2020,24,545967.39,4796614.12
2906,73,ONDARROA,2020,25,546017.7,4796746.89
2907,73,ONDARROA,2020,30,546454.97,4796560.02
2908,73,ONDARROA,2020,32,546803.06,4796516.79
2909,73,ONDARROA,2020,33,546364.35,4796674.79
2910,73,ONDARROA,2020,34,546598.77,4796586.58
2911,73,ONDARROA,2020,35,546454.19,4796562.28
2912,73,ONDARROA,2020,36,546407.13,4796667.84
2913,73,ONDARROA,2020,36,546174.63,4796619.43
2915,73,ONDARROA,2020,37,546176.36,4796621.18
2916,73,ONDARROA,2020,37,545746.92,4796665.3
2917,73,ONDARROA,2020,38,546992.26,4796614.33
2918,73,ONDARROA,2020,40,546680.83,4796625.61
2919,73,ONDARROA,2020,41,544985.19,4796737.99
2920,73,ONDARROA,2020,44,546994.44,4796613.59
2921,73,ONDARROA,2020,42,546804.79,4796518.1
2922,73,ONDARROA,2020,46,546793.21,4796557.9
2923,73,ONDARROA,2020,43,546019.88,4796747.11
2924,74,ORDUÁEEEEEEA,2020,1,499098.01,4760269.01
2925,74,ORDUÁEEEEEEA,2020,2,499349.07,4760073.58
2926,74,ORDUÁEEEEEEA,2020,3,498870.63,4760364.91
2927,74,ORDUÁEEEEEEA,2020,4,499235.59,4760116.29
2928,74,ORDUÁEEEEEEA,2020,5,499210.86,4759922.61
2929,74,ORDUÁEEEEEEA,2020,6,499448.03,4760287.89
2930,74,ORDUÁEEEEEEA,2020,7,499004.16,4760364.55
2931,74,ORDUÁEEEEEEA,2020,8,499289.64,4760494.66
2932,74,ORDUÁEEEEEEA,2020,9,499349.12,4760632.4
2933,74,ORDUÁEEEEEEA,2020,10,499074.23,4760355.18
2934,74,ORDUÁEEEEEEA,2020,11,499094.84,4760268.47
2935,74,ORDUÁEEEEEEA,2020,12,499455.3,4759421.46
2936,74,ORDUÁEEEEEEA,2020,13,499291.82,4760498.13
2937,74,ORDUÁEEEEEEA,2020,14,499638.51,4761664.94
2938,74,ORDUÁEEEEEEA,2020,15,499457.21,4762073.02
2939,74,ORDUÁEEEEEEA,2020,16,498488.5,4760218.25
2940,74,ORDUÁEEEEEEA,2020,17,499234.9,4759761.38
2941,74,ORDUÁEEEEEEA,2020,18,499227.81,4760189.71
2942,74,ORDUÁEEEEEEA,2020,19,498827.85,4760221.35
2943,74,ORDUÁEEEEEEA,2020,20,499075.72,4760354.69
2944,74,ORDUÁEEEEEEA,2020,21,496880.84,4763444.78
2945,74,ORDUÁEEEEEEA,2020,22,499237.99,4760115.97
2946,74,ORDUÁEEEEEEA,2020,23,497358.23,4760437.86
2947,74,ORDUÁEEEEEEA,2020,24,499352.21,4759774.1
2948,74,ORDUÁEEEEEEA,2020,25,498155.35,4760081.72
2949,74,ORDUÁEEEEEEA,2020,26,499403.6,4761118.89
2950,74,ORDUÁEEEEEEA,2020,27,499349.4,4760071.61
2951,74,ORDUÁEEEEEEA,2020,29,499445.63,4760287.89
2952,74,ORDUÁEEEEEEA,2020,30,499841.52,4760915.3
2953,74,ORDUÁEEEEEEA,2020,31,499330.8,4759955.05
2954,74,ORDUÁEEEEEEA,2020,33,499037.93,4760223.41
2955,74,ORDUÁEEEEEEA,2020,34,499004.16,4760361.72
2956,74,ORDUÁEEEEEEA,2020,35,499328.72,4759954.84
2957,74,ORDUÁEEEEEEA,2020,36,499417.09,4760266.28
2958,74,ORDUÁEEEEEEA,2020,37,499183.07,4759725.87
2959,75,OROZKO,2020,1,507360.02,4772708.5
2960,75,OROZKO,2020,2,507137.3,4772900.08
2961,75,OROZKO,2020,3,507063.37,4773064.18
2962,75,OROZKO,2020,4,506997.03,4772739.87
2963,75,OROZKO,2020,5,507230,4772850.16
2964,75,OROZKO,2020,6,507056.98,4774489.26
2965,75,OROZKO,2020,7,507764.54,4772245.5
2966,75,OROZKO,2020,8,511261.56,4771380.39
2967,75,OROZKO,2020,9,507412.08,4772802.08
2968,75,OROZKO,2020,10,507132.83,4772896.26
2969,75,OROZKO,2020,11,512745.06,4770595.76
2970,75,OROZKO,2020,12,506851.74,4773325.34
2971,75,OROZKO,2020,13,507232.3,4772847.33
2972,75,OROZKO,2020,14,513318.41,4771811.05
2973,75,OROZKO,2020,15,511913.09,4771436.08
2974,75,OROZKO,2020,16,505695.72,4774912.14
2975,75,OROZKO,2020,17,507142.54,4773320.21
2976,75,OROZKO,2020,18,507275.13,4773108.76
2977,75,OROZKO,2020,19,507364.93,4772709.82
2978,75,OROZKO,2020,20,507349.64,4772516.47
2979,75,OROZKO,2020,21,509730.83,4772469.86
2980,75,OROZKO,2020,22,507482.01,4772620.99
2981,75,OROZKO,2020,23,507037.1,4772637.69
2982,83,ORTUELLA,2020,1,496654.28,4795390.26
2983,83,ORTUELLA,2020,2,496573.86,4795113.5
2984,83,ORTUELLA,2020,3,496730.2,4795191.78
2985,83,ORTUELLA,2020,4,496571.55,4795049.98
2986,83,ORTUELLA,2020,5,496439.37,4795009.42
2987,83,ORTUELLA,2020,6,495670.04,4795352.99
2988,83,ORTUELLA,2020,7,495672.22,4795351.58
2989,83,ORTUELLA,2020,8,495463.76,4795490.11
2990,83,ORTUELLA,2020,9,495523.83,4795537.22
2991,83,ORTUELLA,2020,10,495521.09,4795427.78
2992,83,ORTUELLA,2020,11,495482.33,4795374.68
2993,83,ORTUELLA,2020,12,495349.8,4795535.7
2994,83,ORTUELLA,2020,13,495349.04,4795538.09
2995,83,ORTUELLA,2020,14,495014.63,4796256.75
2996,83,ORTUELLA,2020,15,495338.35,4795484.35
2997,83,ORTUELLA,2020,15,495508.25,4795264.79
2998,83,ORTUELLA,2020,16,495340.08,4795483.05
2999,83,ORTUELLA,2020,17,495032.33,4795563.51
3000,83,ORTUELLA,2020,18,495222.59,4795458.91
3251,84,SESTAO,2020,36,499455.99,4795469.6
3252,84,SESTAO,2020,37,499389.32,4795520.22
3253,84,SESTAO,2020,38,499550.6,4795469.16
3254,84,SESTAO,2020,39,499734.52,4795469.15
3255,84,SESTAO,2020,40,499507.11,4795559.99
3256,84,SESTAO,2020,41,499327.66,4795632.83
3257,84,SESTAO,2020,42,499548.33,4795614.06
3258,84,SESTAO,2020,43,499622.61,4795571.25
3259,84,SESTAO,2020,44,499340.05,4795568.23
3260,84,SESTAO,2020,45,499096.2,4795526
3261,84,SESTAO,2020,46,499020.09,4795654.65
3262,84,SESTAO,2020,47,499124.79,4795389.67
3263,84,SESTAO,2020,48,499193.63,4795305.76
3264,84,SESTAO,2020,49,499139.45,4795198.91
3265,84,SESTAO,2020,50,499213.73,4795157.72
3266,84,SESTAO,2020,51,499339.47,4795109.26
3267,84,SESTAO,2020,52,499298.9,4795183.83
3268,84,SESTAO,2020,53,499218.86,4795234.34
3269,84,SESTAO,2020,54,499330.48,4795632.18
3021,83,ORTUELLA,2020,48,495375.85,4795702.17
3022,83,ORTUELLA,2020,48,496998.56,4795252.34
3023,77,PLENTZIA,2020,1,504567.16,4806440.96
3024,77,PLENTZIA,2020,2,504568.6,4805764.45
3025,77,PLENTZIA,2020,3,504443.16,4805937.83
3026,77,PLENTZIA,2020,4,504103.79,4805957.3
3027,77,PLENTZIA,2020,5,504079.66,4805817.92
3028,77,PLENTZIA,2020,6,504376.98,4805682.51
3029,77,PLENTZIA,2020,7,504604.95,4805810.46
3030,77,PLENTZIA,2020,8,504106.69,4805303.05
3031,77,PLENTZIA,2020,9,504108.12,4805436.38
3032,77,PLENTZIA,2020,10,504567.27,4806442.68
3033,77,PLENTZIA,2020,12,504374.59,4805682.51
3034,77,PLENTZIA,2020,13,504266.56,4805470.45
3035,77,PLENTZIA,2020,14,504433.82,4805775.83
3036,77,PLENTZIA,2020,15,504482.42,4805859.72
3037,77,PLENTZIA,2020,16,504427.66,4806054.57
3038,77,PLENTZIA,2020,17,504666.78,4805282.75
3039,77,PLENTZIA,2020,18,504420.58,4806268.82
3040,77,PLENTZIA,2020,20,504778.66,4805105.02
3041,77,PLENTZIA,2020,21,504079.55,4805820.41
3042,77,PLENTZIA,2020,22,504082.16,4805450.21
3043,77,PLENTZIA,2020,23,506074.72,4806387.5
3044,77,PLENTZIA,2020,24,505841.77,4806291.96
3045,77,PLENTZIA,2020,25,506159.26,4804676.69
3046,77,PLENTZIA,2020,26,506157.45,4804675.23
3047,77,PLENTZIA,2020,27,504425.82,4806056.31
3048,77,PLENTZIA,2020,28,504022.59,4805910.08
3049,78,PORTUGALETE,2020,2,498230.58,4796001.59
3050,78,PORTUGALETE,2020,5,498298.26,4796102.25
3051,78,PORTUGALETE,2020,7,498372.47,4796287.96
3052,78,PORTUGALETE,2020,8,498430.34,4796338
3053,78,PORTUGALETE,2020,10,498560.25,4796652.43
3054,78,PORTUGALETE,2020,11,498437.63,4796843.7
3055,78,PORTUGALETE,2020,12,498401.62,4796766.25
3056,78,PORTUGALETE,2020,13,498363.02,4796795.94
3057,78,PORTUGALETE,2020,14,498239.28,4796828.05
3058,78,PORTUGALETE,2020,17,498295.99,4796177.99
3059,78,PORTUGALETE,2020,20,498296.01,4796681.2
3060,78,PORTUGALETE,2020,21,498617.58,4796241.53
3061,78,PORTUGALETE,2020,22,498350.25,4796579.02
3062,78,PORTUGALETE,2020,23,498349.96,4796745.99
3063,78,PORTUGALETE,2020,24,498305.87,4796545.77
3064,78,PORTUGALETE,2020,26,498056.91,4797186.19
3065,78,PORTUGALETE,2020,29,498338.04,4796952.95
3066,78,PORTUGALETE,2020,30,498399.8,4795990.71
3067,78,PORTUGALETE,2020,31,497684.36,4796472.37
3068,78,PORTUGALETE,2020,36,498267.32,4796755.88
3069,78,PORTUGALETE,2020,38,497548.82,4796955.79
3070,78,PORTUGALETE,2020,39,497734.41,4796869.91
3071,78,PORTUGALETE,2020,40,498598.95,4796107.49
3072,78,PORTUGALETE,2020,44,498614.49,4796033.14
3073,78,PORTUGALETE,2020,45,498031.75,4796645.74
3074,78,PORTUGALETE,2020,46,498095.01,4796549.61
3075,78,PORTUGALETE,2020,47,498126.51,4796425.43
3076,78,PORTUGALETE,2020,50,497991.16,4796172.54
3077,78,PORTUGALETE,2020,53,498182.72,4796351.18
3078,78,PORTUGALETE,2020,56,498123.82,4796535.09
3079,78,PORTUGALETE,2020,58,498142.05,4796362.14
3080,78,PORTUGALETE,2020,59,498071.81,4796040.75
3081,78,PORTUGALETE,2020,61,497755.18,4796221.38
3082,78,PORTUGALETE,2020,62,497599.56,4795923
3083,78,PORTUGALETE,2020,63,498479.06,4796370.61
3084,78,PORTUGALETE,2020,67,499003.46,4795734.31
3085,78,PORTUGALETE,2020,68,498933.78,4795972.18
3086,78,PORTUGALETE,2020,70,498944.53,4795803.45
3087,78,PORTUGALETE,2020,71,498917.98,4795768.89
3088,78,PORTUGALETE,2020,73,498666.64,4795777.49
3089,78,PORTUGALETE,2020,74,498719.43,4795993.46
3090,78,PORTUGALETE,2020,75,498688.25,4796144.63
3091,78,PORTUGALETE,2020,76,498607.12,4796143.25
3092,78,PORTUGALETE,2020,77,498528.4,4796225.29
3093,78,PORTUGALETE,2020,78,498610.79,4796034.01
3094,78,PORTUGALETE,2020,79,498599.35,4795917.3
3095,78,PORTUGALETE,2020,80,498604.22,4795824.1
3096,78,PORTUGALETE,2020,81,498330.18,4795906.42
3097,78,PORTUGALETE,2020,82,498589.9,4795986
3098,78,PORTUGALETE,2020,83,497705.91,4795872.24
3099,78,PORTUGALETE,2020,84,498474.79,4796731.98
3100,78,PORTUGALETE,2020,85,498165.06,4796302.1
3101,78,PORTUGALETE,2020,86,498702.23,4796481.63
3102,78,PORTUGALETE,2020,90,498686.79,4795916.85
3103,78,PORTUGALETE,2020,91,498596.85,4795918.06
3104,78,PORTUGALETE,2020,92,497363.96,4796938.64
3105,78,PORTUGALETE,2020,95,498726.74,4796125.44
3106,78,PORTUGALETE,2020,96,498904.62,4795834.45
3107,78,PORTUGALETE,2020,97,498943.87,4795801.39
3108,78,PORTUGALETE,2020,98,498412.57,4796648.57
3109,78,PORTUGALETE,2020,99,498348.66,4796748.27
3110,78,PORTUGALETE,2020,100,498352.86,4796586.49
3111,78,PORTUGALETE,2020,101,497588.36,4795921.92
3112,78,PORTUGALETE,2020,102,497587.49,4795919.97
3113,78,PORTUGALETE,2020,103,497717.58,4796305.7
3114,78,PORTUGALETE,2020,104,498390.15,4795674.27
3115,78,PORTUGALETE,2020,105,497783.8,4796602.37
3116,78,PORTUGALETE,2020,106,498867.32,4795900.46
3117,78,PORTUGALETE,2020,111,497782.38,4796603.56
3118,78,PORTUGALETE,2020,112,498449.94,4796460.13
3119,78,PORTUGALETE,2020,115,498115.79,4796186.06
3120,78,PORTUGALETE,2020,116,498056.19,4796172.52
3121,78,PORTUGALETE,2020,117,498099.71,4796252.92
3122,78,PORTUGALETE,2020,118,498607.93,4796384.45
3123,78,PORTUGALETE,2020,119,498254.35,4797062.3
3124,78,PORTUGALETE,2020,120,498157.08,4796446.88
3125,78,PORTUGALETE,2020,122,498170.72,4795449.56
3126,82,SANTURTZI,2020,1,497050.93,4796453.84
3127,82,SANTURTZI,2020,2,497731.03,4796933.62
3128,82,SANTURTZI,2020,3,496816.71,4796712.48
3129,82,SANTURTZI,2020,4,497107.77,4796606.81
3130,82,SANTURTZI,2020,5,497058.66,4796696.26
3131,82,SANTURTZI,2020,6,496697.83,4796656.09
3132,82,SANTURTZI,2020,7,496778.45,4796821.4
3133,82,SANTURTZI,2020,8,496923.64,4796796.17
3134,82,SANTURTZI,2020,9,496813.36,4796763.92
3135,82,SANTURTZI,2020,10,497021.44,4796775.16
3136,82,SANTURTZI,2020,11,497192.37,4797004.57
3137,82,SANTURTZI,2020,13,497232.2,4797234.04
3138,82,SANTURTZI,2020,15,497363.78,4797288.16
3139,82,SANTURTZI,2020,16,497528.47,4797143.66
3140,82,SANTURTZI,2020,17,497569.48,4797215.27
3141,82,SANTURTZI,2020,18,497502.62,4797229.81
3142,82,SANTURTZI,2020,19,497707.65,4797090.63
3143,82,SANTURTZI,2020,20,497648.2,4797169.09
3144,82,SANTURTZI,2020,21,497324.67,4797037.78
3145,82,SANTURTZI,2020,23,497456.12,4797339.15
3146,82,SANTURTZI,2020,24,497572.68,4797324.26
3147,82,SANTURTZI,2020,26,497866.58,4797142.04
3148,82,SANTURTZI,2020,27,498003.34,4797041.88
3149,82,SANTURTZI,2020,28,497508.66,4797385.29
3150,82,SANTURTZI,2020,29,497318.73,4797619.4
3151,82,SANTURTZI,2020,30,497211.37,4797725.11
3152,82,SANTURTZI,2020,32,497194.93,4797569.49
3153,82,SANTURTZI,2020,33,497171.45,4797450.8
3154,82,SANTURTZI,2020,34,496964.02,4797508.8
3155,82,SANTURTZI,2020,35,496725.04,4797518.44
3156,82,SANTURTZI,2020,36,497313.96,4797223.82
3157,82,SANTURTZI,2020,37,497441.51,4797239.81
3158,82,SANTURTZI,2020,38,497196.2,4797217.58
3159,82,SANTURTZI,2020,39,496840.63,4797546.45
3160,82,SANTURTZI,2020,41,496864.37,4797620.49
3161,82,SANTURTZI,2020,42,496961.09,4797509.67
3162,82,SANTURTZI,2020,43,496918.26,4797773.02
3163,82,SANTURTZI,2020,44,496817.26,4797785.89
3164,82,SANTURTZI,2020,45,496700.16,4797778.68
3165,82,SANTURTZI,2020,46,495988.49,4798283.28
3166,82,SANTURTZI,2020,47,497286.91,4797564.8
3167,82,SANTURTZI,2020,48,497178.92,4797378.65
3168,82,SANTURTZI,2020,49,496190.51,4798134.54
3169,82,SANTURTZI,2020,51,497019.03,4797735.69
3170,82,SANTURTZI,2020,52,497085.17,4797811.95
3171,82,SANTURTZI,2020,53,497052.97,4797534.27
3172,82,SANTURTZI,2020,54,497121.9,4797269.89
3173,82,SANTURTZI,2020,55,497030.07,4797632.44
3174,82,SANTURTZI,2020,56,496887.41,4797838.51
3175,82,SANTURTZI,2020,57,497144.81,4796933.95
3176,82,SANTURTZI,2020,58,496512.62,4796737.02
3177,82,SANTURTZI,2020,59,496926.57,4796543.4
3178,82,SANTURTZI,2020,60,497252.93,4796745.26
3179,82,SANTURTZI,2020,61,497580.68,4797030.1
3180,82,SANTURTZI,2020,62,496356.08,4797041.24
3181,82,SANTURTZI,2020,63,496674.57,4797912.39
3182,82,SANTURTZI,2020,64,496757.79,4797564.47
3183,82,SANTURTZI,2020,65,496755.83,4796970.04
3184,82,SANTURTZI,2020,66,497650.69,4797169.73
3185,82,SANTURTZI,2020,67,496775.46,4797108.72
3186,82,SANTURTZI,2020,68,496956.26,4797894.55
3187,82,SANTURTZI,2020,69,496424.27,4796225.39
3188,82,SANTURTZI,2020,70,496823.59,4797990.9
3189,82,SANTURTZI,2020,71,497254.46,4796746.99
3190,82,SANTURTZI,2020,72,497112.38,4796707.28
3191,82,SANTURTZI,2020,74,496843.32,4797465.2
3192,82,SANTURTZI,2020,75,497123.86,4797268.37
3193,82,SANTURTZI,2020,76,496876.54,4796984.07
3194,82,SANTURTZI,2020,81,497016.04,4797855.84
3195,82,SANTURTZI,2020,82,496925.17,4796793.99
3196,82,SANTURTZI,2020,84,497222.74,4796664.98
3197,82,SANTURTZI,2020,85,497318.01,4797588.62
3198,82,SANTURTZI,2020,86,497780.94,4797281.08
3199,82,SANTURTZI,2020,87,495823.75,4798582.42
3200,82,SANTURTZI,2020,88,495940.46,4798242.52
3201,82,SANTURTZI,2020,89,496672.43,4797991.36
3202,82,SANTURTZI,2020,92,496820.05,4796642.48
3203,82,SANTURTZI,2020,93,497052.64,4797532.33
3204,82,SANTURTZI,2020,94,497326.57,4797039.29
3205,82,SANTURTZI,2020,96,496555.63,4798030.96
3206,82,SANTURTZI,2020,97,496919.02,4797775.18
3207,82,SANTURTZI,2020,98,497690.08,4797246.97
3208,82,SANTURTZI,2020,99,497374.05,4797384.57
3209,82,SANTURTZI,2020,100,497376.22,4797383.82
3210,82,SANTURTZI,2020,101,497309.01,4797341.7
3211,82,SANTURTZI,2020,102,497308.24,4797340.83
3212,82,SANTURTZI,2020,103,497075.25,4797757.44
3213,82,SANTURTZI,2020,104,497027.96,4796650.19
3214,82,SANTURTZI,2020,105,497261.25,4797676.13
3215,82,SANTURTZI,2020,107,496389.84,4798163.95
3216,82,SANTURTZI,2020,108,497289.48,4796758.46
3217,82,SANTURTZI,2020,109,497417.95,4797130.96
3218,82,SANTURTZI,2020,110,497042.49,4797420.27
3219,82,SANTURTZI,2020,111,496426.34,4798277.65
3220,82,SANTURTZI,2020,112,496168.55,4798240.86
3221,84,SESTAO,2020,2,500353.4,4795062.63
3222,84,SESTAO,2020,3,499866.99,4795131.23
3223,84,SESTAO,2020,4,499909.74,4795177.4
3224,84,SESTAO,2020,5,499956.29,4795178.92
3225,84,SESTAO,2020,6,499976.3,4795089.61
3226,84,SESTAO,2020,7,500007.84,4795156.59
3227,84,SESTAO,2020,8,500031.34,4795230.29
3228,84,SESTAO,2020,8,499490.11,4795146.97
3229,84,SESTAO,2020,9,500103.67,4795113.68
3230,84,SESTAO,2020,10,500097.03,4795171.77
3231,84,SESTAO,2020,11,499544.72,4795238.11
3232,84,SESTAO,2020,12,499715.92,4795272.35
3233,84,SESTAO,2020,14,500028.94,4795357.64
3234,84,SESTAO,2020,15,500105.85,4795315.8
3235,84,SESTAO,2020,16,500172.84,4795314.28
3236,84,SESTAO,2020,17,500197.86,4795093.19
3237,84,SESTAO,2020,18,500220.92,4795186.51
3238,84,SESTAO,2020,20,499487.94,4795144.9
3239,84,SESTAO,2020,23,499368.27,4794999.04
3240,84,SESTAO,2020,24,499583,4795086.81
3241,84,SESTAO,2020,25,499459.86,4794943.43
3242,84,SESTAO,2020,26,499481.07,4794923.7
3243,84,SESTAO,2020,27,499375.99,4794919.59
3244,84,SESTAO,2020,28,499455.22,4795423.23
3245,84,SESTAO,2020,30,499714.51,4795270.62
3246,84,SESTAO,2020,31,499930.29,4795094.82
3247,84,SESTAO,2020,32,499327.75,4795511.88
3248,84,SESTAO,2020,33,499255.65,4795519.59
3249,84,SESTAO,2020,34,499338.4,4795405.36
3250,84,SESTAO,2020,35,499402.47,4795354.41
3501,80,TRAPAGARAN,2020,21,497549.57,4794446.21
3502,80,TRAPAGARAN,2020,22,497325.85,4794274.48
3503,80,TRAPAGARAN,2020,23,497368.64,4794388.39
3504,80,TRAPAGARAN,2020,24,497262.34,4794599.48
3505,80,TRAPAGARAN,2020,25,497302.77,4794507.87
3506,80,TRAPAGARAN,2020,26,496715.64,4794818.37
3507,80,TRAPAGARAN,2020,27,497084.03,4794541.88
3508,80,TRAPAGARAN,2020,28,497208.42,4794691.41
3509,80,TRAPAGARAN,2020,29,497018.56,4794791.67
3510,80,TRAPAGARAN,2020,30,497068.73,4794843.03
3511,80,TRAPAGARAN,2020,31,496049.24,4793232
3512,80,TRAPAGARAN,2020,32,498636.29,4793199.46
3513,80,TRAPAGARAN,2020,33,496839.76,4794624.25
3514,80,TRAPAGARAN,2020,35,497551.2,4794448.15
3515,80,TRAPAGARAN,2020,36,497370.06,4794386.45
3516,80,TRAPAGARAN,2020,37,497264.73,4794600.34
3270,84,SESTAO,2020,55,499993.71,4795237.77
3271,84,SESTAO,2020,56,499485.55,4795259.68
3272,84,SESTAO,2020,57,499120.48,4795701.56
3273,84,SESTAO,2020,58,499403.98,4795352.68
3274,84,SESTAO,2020,59,499374.58,4794921
3275,84,SESTAO,2020,60,499283.71,4795516.99
3276,84,SESTAO,2020,61,499020.63,4795656.5
3277,84,SESTAO,2020,62,499031.3,4795671.33
3278,84,SESTAO,2020,63,499067.02,4795229.92
3279,84,SESTAO,2020,64,499128.8,4795330.92
3280,84,SESTAO,2020,65,500524.72,4795044.55
3281,84,SESTAO,2020,66,500110.63,4795073.03
3282,84,SESTAO,2020,67,499658.5,4795425.16
3283,84,SESTAO,2020,68,499336.19,4795039.79
3284,84,SESTAO,2020,70,500229.52,4795075.1
3285,84,SESTAO,2020,71,500064.3,4795247.09
3286,84,SESTAO,2020,72,499956.94,4795277.22
3287,84,SESTAO,2020,73,500030.69,4795232.13
3288,84,SESTAO,2020,74,499547.33,4795237.45
3289,84,SESTAO,2020,75,499632.18,4795477.4
3290,84,SESTAO,2020,76,500141.63,4795185.85
3291,84,SESTAO,2020,77,499808.91,4795133.19
3292,84,SESTAO,2020,78,499299.58,4795433.2
3293,84,SESTAO,2020,79,501551.58,4794711.42
3294,84,SESTAO,2020,81,500942.38,4795151.89
3295,84,SESTAO,2020,82,499726.02,4795080.19
3296,84,SESTAO,2020,83,500835.49,4794948.77
3297,84,SESTAO,2020,84,499125.39,4794964.6
3298,904,SONDIKA,2020,1,505787.66,4794265.52
3299,904,SONDIKA,2020,2,505887.31,4794259.54
3300,904,SONDIKA,2020,3,506091.95,4793873.83
3301,904,SONDIKA,2020,4,505976.39,4794024.62
3302,904,SONDIKA,2020,5,505910.51,4793858.71
3303,904,SONDIKA,2020,6,505723.58,4793886.3
3304,904,SONDIKA,2020,7,505805.44,4794077.15
3305,904,SONDIKA,2020,8,506630.57,4794085.17
3306,904,SONDIKA,2020,9,506407.74,4794134.92
3307,904,SONDIKA,2020,10,506206.33,4794182.11
3308,904,SONDIKA,2020,11,505924.23,4793096.52
3309,904,SONDIKA,2020,12,506046.3,4793225.21
